,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124
2-Hydroxy-2-methylbutyric acid,-0.23287949,-0.40820772,-0.52744572,-0.31792182,-0.39982014, 0.02070076, 0.03871955,-0.25162164,-0.06417292,-0.19117934,-0.24565576, 0.30656790,-0.20356515,-0.40549457,-0.32250841,-0.26163094,-0.49639995,-0.20708320,-0.23255175
2-Hydroxy-3-methylbutyric acid,-0.3025345,-0.3024530,-0.3024885,-0.3023326,-0.3025621,-0.3004357,-0.3025947,-0.3025311,-0.3024892,-0.3025280,-0.3025543,-0.3025782,-0.3026466,-0.3026781,-0.3026190,-0.3025547,-0.3026497,-0.3025091,-0.3026341
2-Hydroxy-5-methoxybenzaldehyde,-0.439366757,-0.399758920,-0.407552771,-0.221928394,-0.517952886,-0.462037957,-0.466738037,-0.541268221,-0.507078244,-0.504728089,-0.515853615,-0.604161964,-0.610474893,-0.630598747,-0.594519822,-0.491627903,-0.663982040,-0.437184650,-0.548469049
2-Hydroxybutyric acid,-1.04292759,-0.09528001,-0.87195709, 0.05883419,-0.11731658,-0.35598616,-0.23703404,-0.22716161,-0.05426390,-0.32812886,-0.17554357,-0.45248867,-0.39864559,-0.41586974,-0.34102142,-0.13411554,-0.53940259,-0.21377633,-0.10034798
2-Imidazolidinone,-0.3487499,-0.3383031,-0.3428541,-0.3228751,-0.3522884,-0.3495769,-0.3564787,-0.3483238,-0.3429455, 2.9780586,-0.3512927,-0.3543644,-0.3631288,-0.3671718,-0.3595850,-0.3513445,-0.3635263,-0.3455030,-0.3615239
2-Isopropyl-5-methyl-1-heptanol,-0.29390308,-0.29359628,-0.29372993,-0.29314318,-0.21361853,-0.23189798,-0.29413006,-0.29389057,-0.29373262,-0.22701924,-0.29397776,-0.29406797,-0.25005010,-0.29444410,-0.23398163,-0.29397928,-0.29433704,-0.21413333,-0.29427823
2-Ketoisocaproic acid,-0.84403366,-0.84265500, 1.43970258, 1.24997845, 0.30129259,-0.84414280,-0.73809722, 1.79890010, 1.81288121,-0.84392444, 1.29584911, 1.44009210, 1.23976924, 1.06219389, 1.37224149, 1.98616674, 1.27422463, 1.86767263, 1.50486516
2-Methyl-4-pentenoic acid, 0.62960313, 0.30785913, 0.48865183, 1.42906715, 0.62018035, 0.92990540,-0.32179995,-0.41278369, 0.42473806, 1.44322579,-0.13991094, 0.24564995,-0.43211443, 0.29693045,-0.28080105, 0.53414662,-1.24076140, 1.00841133, 0.32637393
2-Methyl-E-7-hexadecene, 0.23160054,-0.06631810,-0.41887568,-0.41886895,-0.38093330,-0.41887794,-0.41888026,-0.41887752,-0.41887571,-0.41887738,-0.41887852, 0.57831128,-0.41888250,-0.41888386,-0.41888131, 1.05665841,-0.41888263,-0.41887657,-0.41888196
2-Methylglutaconic acid, 0.346500353, 0.261276182, 0.095101224, 2.662545232, 1.445564424,-0.139749791, 0.256311671, 0.985757388, 1.331488077,-1.300762733,-0.333802999, 0.686683855,-0.368369025, 0.474673127, 0.795309806, 1.180949950,-0.464514679, 0.063349698,-0.178202306
2-Naphthol, 0.617786001, 0.906203206,-0.253422843, 1.737445150, 0.856918404,-0.249946022,-0.111458404,-0.142277828,-0.108748388,-0.040660183,-0.409449471,-0.280354131,-0.390948065,-0.399971920,-0.266899383,-0.033396656,-0.364985351,-0.198649728,-0.368619396
2-Oxooctanoic acid,-0.4070300550,-0.4070298381,-0.4070299326,-0.4070295177, 2.3510752021,-0.4070300721, 4.4985096504, 1.9960337511, 2.3804760714,-0.4070300378,-0.4070301078,-0.4070301716, 6.2176400568, 1.5204022484, 1.9854548488, 2.3296871938,-0.4070303618,-0.4070299876,-0.4070303202
"2-Pentenedioic acid, 3-methyl-",-0.4353188, 2.9716962,-0.4353171,-0.4353115,-0.4353198,-0.4353190,-0.4353210,-0.4353187,-0.4353172,-0.4353186,-0.4353195, 2.3646382,-0.4353228,-0.4353240,-0.4353218, 2.5701581,-0.4353230,-0.4353179, 2.1647676
2-Pentenoic acid,-0.47679539,-0.47021127,-0.47307955, 1.89133052,-0.47902559,-0.30151958,-0.25294986,-0.47652688,-0.47313716,-0.47627379,-0.47839801,-0.48033396,-0.48585782, 0.01991884,-0.48362432,-0.24406674,-0.30600827,-0.47474904,-0.32818437
2-Piperidinone,-0.23046332,-0.23021676,-0.23032417,-0.22985263,-0.23054684,-0.23048284,-0.23064573,-0.23045326,-0.23032633,-0.23044379,-0.23052333,-0.23059583,-0.23080269,-0.23089811,-0.23071905,-0.23052456,-0.23081207,-0.23038669,-0.23076481
"2-Propanone, bis(1-methylethyl)hydrazone",-0.2829528,-0.2721529,-0.2768577,-0.2562031,-0.2866110,-0.2838078,-0.2909430,-0.2825124,-0.2769522,-0.2820972, 2.1159543,-0.2887572,-0.2978180, 1.5950760,-0.2941544,-0.2856352, 1.8178409,-0.2795962,-0.2961587
"2-Propenamide, 3-phenyl-N-2-propenyl-",-0.189493690,-0.127872838,-0.189349768,-0.188862056,-0.171734372,-0.189513880,-0.189682360,-0.132289589, 0.196428586,-0.189473487,-0.189555763,-0.107809420,-0.167243069,-0.158911965,-0.171759801,-0.135139569,-0.189854400,-0.189414431,-0.189805518
"2-Propenoic acid, 2-[(trimethylsilyl)oxy]-3-[4-[(trimethylsilyl)oxy]phenyl]-", 0.10703498,-0.15074861,-0.15113492,-0.14943901,-0.15193575,-0.15170559,-0.15229144,-0.15159922,-0.15114268,-0.15156513,-0.15185123,-0.15211197,-0.15285593,-0.15319912,-0.15255512,-0.15185563,-0.15288967,-0.15135977,-0.15271970
"2-Propenoic acid, 2,3,3-tris[(trimethylsilyl)oxy]-",-0.232130902,-0.232127102,-0.232128758,-0.229214268,-0.232132189,-0.232131203,-0.232133713,-0.232130747,-0.232128791,-0.232130601,-0.232131827,-0.232132944,-0.232136132,-0.229775809,-0.222318482,-0.232131846,-0.232136276, 4.224188556,-0.232135548
2-Pyrrolidinone,-0.406395241,-0.400777656,-0.415086862,-0.402117350,-0.403659083,-0.405649483,-0.413460061,-0.407403989,-0.398994053,-0.404280853,-0.400194363,-0.403298707,-0.413463517,-0.400856188,-0.399696503,-0.397008892,-0.404896071,-0.401148083,-0.403933910
2-Trimethylsilyloxysebacic acid,-0.117924069,-0.117924054,-0.117924060,-0.117924031,-0.117923694,-0.117924070,-0.117924080,-0.117924068,-0.117924060,-0.117924068,-0.117919617,-0.117924077,-0.117924090,-0.117924096,-0.117924085,-0.117924073,-0.117924091,-0.117916567,-0.117924088
"2,2-Diallylpyrrolidine",-0.1881559302,-0.1763955763,-0.1912722108,-0.2155526155,-0.1860395904,-0.1955686883,-0.2172200762,-0.2168154205,-0.2165485407,-0.2002399204,-0.2004016420,-0.2016157860,-0.2047993476,-0.2054258093,-0.2031494953,-0.2169653108,-0.2175697884,-0.2006232164,-0.2174704242
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate", 0.7211302298, 1.1179490411, 0.4085726814, 1.6915425276, 0.6439165406, 0.0009578617, 0.4465933967, 0.4596513140, 0.6001725092, 0.7062446793, 0.3186074757, 0.3359885841, 0.0942793347,-0.0216555140, 0.6213105854, 0.5540527815, 0.3738256326, 0.4433058054, 0.1341891853
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene",-0.365564756,-0.245144314,-0.365564662, 0.103400008,-0.365564812,-0.161076575,-0.162824712,-0.273354411,-0.365564663,-0.342445849,-0.356562515,-0.365564845,-0.365564985,-0.365511377,-0.305372515,-0.365564797,-0.365564991,-0.365564704,-0.277821042
"2,2'-Biphenyldiol",-0.24496994,-0.24318507,-0.24396262,-0.24054910,-0.24557452,-0.24511125,-0.24629045,-0.24489715,-0.13473681,-0.24482854,-0.07177494,-0.14305187,-0.24742666,-0.24811741,-0.24682118,-0.24541325,-0.24749457,-0.19551573,-0.24715244
"2,3-Butanediol", 0.961428638, 0.872949586,-0.991506481,-0.986903997, 0.911277679, 1.231199544, 1.072634672, 1.427930370, 1.335466785, 1.061779010, 0.873494496, 1.137845853, 0.598942584, 0.541782282, 0.113950658,-0.036696848, 1.680662973, 2.429231412, 2.064840626
"2,3,4-Trihydroxybutyric acid tetrakis",-0.738467221,-0.529983893,-0.514810948,-0.708883867,-0.690096563,-0.243489473,-0.485944223,-0.526800952,-0.159740471,-0.774650711,-0.384561242,-0.629971289,-0.322250619,-0.624693778,-0.593843775,-0.460575298,-0.721759075,-0.541059039,-0.254412421
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",-0.462592829,-0.509066618,-0.443823577,-0.522433353,-0.519580077,-0.352705826,-0.371387524,-0.538999876,-0.357716418,-0.487982948,-0.395466065,-0.462827654,-0.325605564,-0.513628304,-0.434791933,-0.444891159,-0.496823244,-0.433111273,-0.327694017
"2,4-Decadienal",-0.464286371,-0.057622923,-0.728457350,-0.046751013,-0.399326423,-0.384135848,-0.780547170,-0.885841346, 0.398281623,-0.038348474,-0.951704419,-0.949510206,-0.062349282, 0.063555954,-0.145549110, 0.486391368,-0.035975232, 0.494343674, 0.118838437
"2,4-Diamino-6,7-dimethylpteridine", 0.66717150, 1.01069566, 0.69365292, 1.55587706, 0.54964589, 0.22589274, 0.14454333, 0.24922097, 0.38448104, 0.34165328, 0.22596702, 0.19999089,-0.09448187,-0.18421417, 0.03764554, 0.39366881,-0.03409684, 0.51250034, 0.19012394
"2,4-Imidazolidinedione, 5,5-dimethyl-",-0.59262030, 1.41566065, 1.10736846, 1.85979622,-0.59627610,-0.59347477, 0.79808034,-0.59218016,-0.58662366,-0.59176529, 3.37543768,-0.59842081,-0.60747564,-0.61165251, 0.83375955,-0.59530091,-0.60788628,-0.58926588,-0.60581749
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-", 0.897604215, 0.797230669, 0.664886626, 1.995506624, 0.749544926, 0.468498576,-0.108756633, 0.225815070,-0.181967980, 1.089117156, 1.152800120, 1.392430808, 0.775307084,-0.004057194, 0.573920044, 1.434844702, 0.423880110, 0.499929820,-0.074229882
"2,5-di-tert-Butyl-1,4-benzoquinone",-0.339200783,-0.339139361, 0.414703621,-0.339048650,-0.339221589,-0.339205646,-0.339246226,-0.339198279,-0.339166656,-0.339195917,-0.339215734,-0.339233794,-0.339285326,-0.339309097,-0.339264490,-0.339216039, 0.696983546,-0.339181693,-0.339275889
"2,5-Di-tert-butyl-4-((trimethylsilyl)oxy)phenol", 0.05875126,-0.18722225, 0.03107125, 0.08863357,-0.47701738, 0.04892773, 0.05692840,-0.29435427, 0.10400295, 0.11838654, 0.34827362, 0.20074636, 0.01920875,-0.16321960, 0.32070643, 0.66791984,-0.11013879,-0.23840187,-0.50897892
"2,5-Di-tert-butylhydroquinone",-0.47717139, 1.77231281, 3.34160012,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139,-0.47717139
"2,5-Dimethoxy-4-(n)-propylphenethylamine",-0.44181484,-0.33533282,-0.44042637,-0.43572125,-0.35657455,-0.44200961, 0.04878490,-0.44171451,-0.44044790, 0.54137643,-0.44241367, 0.50981410,-0.44520112,-0.44615324,-0.44436655,-0.44242588,-0.44529473, 0.56208140,-0.44482315
"2,5-Dimethoxy-4-methylamphetamine", 0.67267825,-0.55041001,-0.60421299,-0.49933019,-0.61319776,-0.34694797,-0.55291002, 0.09388903, 0.17068985, 0.08153517, 0.43999752, 0.17366261,-0.08753427,-0.45845812,-0.22417436,-0.12831146,-0.69982262,-0.28147453,-0.47933143
"2,5-Dimethoxybenzhydrazide",-0.304631042,-0.374755688,-0.372909230,-0.370013922,-0.377696213,-0.324475457,-0.316049205,-0.368359394,-0.326631550,-0.368221883,-0.275939080,-0.367551068,-0.325772226,-0.369690615,-0.350696776,-0.355676173,-0.388753726,-0.358227658,-0.365326438
"2,5-Dimethoxybenzonitrile", 0.829015916, 1.438985625,-0.701311678, 5.363310747, 3.684413801, 0.807255009,-0.093662954,-0.702540013,-0.701332207,-0.702449833, 3.520422658, 0.218454539,-0.705864761, 1.711418869,-0.705068935,-0.013977514, 1.007048270,-0.701906542,-0.705504333
"2,5-Dimethoxymandelic acid", 2.950846e+00,-1.996474e-01,-1.269399e-01, 6.251981e-01, 6.064533e-01, 2.060626e+00, 3.308410e+00, 3.966957e+00, 2.959654e+00, 4.470032e+00, 3.561612e+00, 1.802854e+00,-2.314968e-01, 4.855779e-01,-6.537045e-01, 6.595943e-01, 7.638765e-01,-2.748330e-01, 1.525918e+00
"2,5-Dimethoxyphenol",-0.26568021,-0.47363799,-0.38689691,-0.32304188,-0.58913516,-0.42352382,-0.34424403,-0.60153187,-0.41487460,-0.44654405,-0.19116741,-0.51815707,-0.37602768,-0.57833371,-0.47663206,-0.40251954,-0.65653102,-0.42194262,-0.57175087
"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane",-0.29013160,-0.28986326,-0.28998016,-0.28946698,-0.29022249,-0.29015284,-0.29033012,-0.29012066,-0.28998251,-0.29011034,-0.29019691,-0.29027581,-0.29050094,-0.29060479,-0.29040991,-0.29019825,-0.29051115,-0.29004820,-0.29045971
"2,5-Piperazinedione, 3-(phenylmethyl)-",-0.412179007, 0.118483711,-0.411341651, 2.239267382,-0.412681579, 0.392935944, 0.315180264, 1.376102999, 0.449893762,-0.412061466,-0.412540154,-0.412976417, 0.241329607,-0.414795411,-0.413717894,-0.412547517,-0.414277658, 0.216439161,-0.413993257
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-", 1.1263429, 1.1369681, 1.1764363, 1.5631994, 0.4592207, 1.7795834, 1.5995369, 1.1440649, 1.6016042, 1.5996634, 1.4532486, 0.9820314, 0.5862949, 0.7838167, 0.8721722, 1.2282058, 0.8429177, 1.8864033, 1.4915813
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",-0.25461134,-0.27668176,-0.17121228,-0.27630528,-0.24391021,-0.16357510,-0.15678953,-0.27692629,-0.07896173,-0.15260296,-0.17151624,-0.13874883,-0.14700851,-0.16876087,-0.15391460,-0.13769935,-0.27729726,-0.11462079,-0.10011340
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",-0.6784365667,-0.6776266484,-0.6779794779,-0.6764305341,-0.0663136091,-0.6785006876,-0.6790357702, 0.9030414749, 0.3033923827, 1.0313999324,-0.6786337060, 0.1425560301,-0.3591280573,-0.5056687239,-0.4279401923, 0.0257428192,-0.6795821594,-0.1294774215, 0.9378245110
"2,6-Dimethoxybenzylamine",-0.468874006,-0.468867750, 1.447266764, 1.351601391, 0.448272899, 2.024040035, 1.940465475,-0.468873751,-0.468870530,-0.468873511, 3.041183132,-0.468877369, 0.710001205,-0.468885039, 1.170408723, 0.664477174, 0.193953387, 0.074237850,-0.468881657
"2,6-Dimethoxyhydroquinone",-0.645732130, 0.208859654,-0.643879890,-0.637603176,-0.646843824, 0.358331948,-0.648160256,-0.645598287,-0.643908609,-0.645472128,-0.646530989,-0.647496007,-0.650249494,-0.651519638,-0.649136160,-0.646547277,-0.650374364,-0.644712084,-0.649745267
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",-0.602542244,-1.423556227, 0.589781406,-1.423300809,-1.423787760,-0.141756935,-0.692894423,-0.279925798, 1.382190616, 1.294578750, 0.113012622, 0.358367602, 0.308567092,-0.512112259, 0.457198826,-0.037257374, 0.168498571,-0.002678133,-0.461418255
"2,6,10-Trimethyltridecane",-0.38248469,-0.38151775,-0.38193899,-0.38008975,-0.38281222,-0.38256125,-0.38320007,-0.38244526,-0.38194745,-0.38240809,-0.38272005,-0.38300437,-0.38381560,-0.38418981, 2.56797582,-0.38272485,-0.38385239, 2.98805354,-0.38366704
2'-Deoxyribolactone,-0.52848871,-0.52848788,-0.52848824,-0.52848667,-0.48091489,-0.52848877,-0.52848932,-0.52848867,-0.52848825,-0.52848864,-0.52848891,-0.52848915,-0.52848984,-0.47154278,-0.52848956,-0.52848891,-0.52848987,-0.52848845,-0.52848971
"2',2,3,6'-Tetramethoxychalcone", 1.631856613, 2.049385322, 1.637548177,-0.531267751, 1.788468848, 0.392178452, 0.649907485,-0.439760239, 0.026579636, 0.117490059,-0.918106875, 0.317341258, 0.476042069, 0.127374877, 1.006590546,-0.918126052, 0.013664823, 0.270546194,-0.072708663
3-(2-Hydroxyethyl)imidazole-2-thione,-0.426471025,-0.631125865, 1.081877223,-0.163217775,-0.723085225, 0.294051642, 1.176254006, 1.435448790, 0.855123100, 3.127603494, 0.044961698, 0.368566141, 0.350605804, 0.676369903, 0.422831866, 1.989402623, 0.525323566, 0.841240279, 0.326891919
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-0.14683548,-0.21940052,-0.23821992,-0.44084087,-0.46590861,-0.16961009,-0.09312870,-0.46383018,-0.34327441,-0.47141282,-0.22853566,-0.46091802,-0.31038487,-0.32286905,-0.16899922,-0.43250097,-0.35152842,-0.15840863,-0.44547689
3-Amino-2-piperidone,-0.391882179,-0.367310297,-0.401353748,-0.392896391,-0.371355970,-0.404709844,-0.402672552,-0.405162071,-0.401202682,-0.407691477,-0.400731323,-0.398645432,-0.402597301,-0.395529621,-0.399180361,-0.383466526,-0.396917888,-0.407248407,-0.401856511
3-Amino-5-morpholinomethyl-2-oxazolidinone,-0.493394846,-0.494054505,-0.496685475,-0.489639627,-0.494635683,-0.496587029,-0.495242288,-0.494168556,-0.495818093,-0.496132892,-0.496943979,-0.496585293,-0.497819268,-0.498246301,-0.496586258,-0.493782350,-0.495486520,-0.494007371,-0.494794599
3-Aminobenzoic acid,-0.31580046,-0.24138519,-0.59753652,-0.18335563,-0.30335208,-0.59944635,-0.60140701,-0.34560887,-0.59756249,-0.59897629,-0.59993376,-0.60080637,-0.60329619,-0.60444471,-0.60228947,-0.59994849,-0.60340910,-0.59828903,-0.60284024
3-Aminobutanoic acid, 1.205245467, 1.911960615, 1.618129397, 2.152140571, 0.876147477, 1.510818722, 1.270871488,-0.238376195, 0.190695494, 0.692379274, 0.376209852,-0.108383194, 0.107744740, 0.138480901, 0.275477175, 0.149623043, 0.235561049, 0.245286886,-0.076289303
"3-Buten-2-one, 3-trimethylsilyloxy-", 0.264332144, 0.489480857, 0.272038997, 1.027570877,-0.023388640,-0.154219661,-0.303840223,-0.125373543, 0.373768043, 0.715786225, 0.370944316,-0.090730034, 0.179677392, 0.102715897, 0.253050719, 0.532127339,-0.042646569, 0.604320457, 0.272021317
"3-Buten-2-one, 4-(4-methoxyphenyl)-",-0.35882349,-0.52231184,-0.57415221,-0.49266342,-0.55007148,-0.42678382,-0.44890887,-0.51991902,-0.41950404,-0.51639200,-0.32739422,-0.49600136,-0.43355156,-0.53155460,-0.49285624,-0.46825469,-0.54528485,-0.51489365,-0.50671540
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",-0.4525611029,-0.4653639489,-0.4771265707,-0.4384146167,-0.4542820205,-0.4757650511,-0.4781376874,-0.4712666001,-0.4650827604,-0.4655219238,-0.4533981232,-0.4625540907,-0.4670114093,-0.4589039430,-0.4594486364,-0.4575014292,-0.4729363672,-0.4724996156,-0.4743448697
3-Ethylphenol,-0.60661343, 2.23730862,-0.60108696,-0.58235932, 2.54095216,-0.60738869, 1.56740841,-0.60621408,-0.60117264,-0.60583767, 1.25114332,-0.61187625,-0.62009174,-0.62388143,-0.61676992, 1.62489120,-0.62046431, 1.68672599, 2.07229449
3-Hexenedinitrile, 1.362535702, 1.567825162, 0.527776889, 2.039546764, 0.981590410,-0.695686708, 0.339997440,-0.819585841,-0.801555166,-0.786670696, 0.275939624,-0.831417503,-0.903843876,-0.909020928,-0.713697497, 0.295183988,-0.856485000,-0.771429042,-0.840467733
"3-Hydroxy-2,3-dihydromaltol",-0.375116150,-0.388323072,-0.374498895,-0.410991868,-0.407066014,-0.240307019,-0.285192806,-0.336100652,-0.269262034,-0.337224581,-0.330998553,-0.346216168,-0.348387193,-0.323016531,-0.331633005,-0.364054650,-0.357939589,-0.372599728,-0.312756649
3-Hydroxybutyric acid,-0.35222506, 0.05868660,-0.65207911, 1.17170459,-1.30537586,-0.50938392,-0.65309152, 0.55798320,-0.20085931,-0.52282742, 0.97420889,-0.07348287,-0.27081211,-0.28809191,-0.11886313,-0.29387553,-0.47084551,-0.42527718, 0.44570949
3-Hydroxyisovaleric acid, 1.79748607, 2.10758114, 1.00718957, 2.85506240, 1.61246036, 1.06395758, 0.90130174, 1.00944832, 1.19263052, 1.31595991, 1.05411062, 1.02376828, 0.67623142, 0.58060902, 0.80981855, 1.21628466, 0.77910115, 1.20746249, 0.82607585
3-Indoleacetic acid,-0.79093837, 3.05532121, 0.98117983, 1.88194262, 1.84585406,-0.79100143, 1.69280913, 1.47759347, 1.61592729, 0.04128141, 0.24013681, 0.32814141, 1.31957792, 0.47969729, 0.27345007, 0.30562691, 0.16346882, 0.29863320, 1.70263606
3-Indolepropionic acid, 2.262399604, 1.162706049, 0.637349739, 4.611514674, 2.900806173, 0.457555830, 1.228349957, 0.637833153, 0.004134603,-0.472437316, 0.284200378,-0.592512773, 0.661662534, 0.606732281, 0.469374192, 0.227277294, 0.110495995,-0.105890658, 0.879506520
"3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)-",-0.527218563,-0.525760740, 0.234439947,-0.523607778,-0.491560571, 0.313450242, 0.251601964, 0.239151995, 0.264013111, 0.258413081, 0.354438587, 0.404400823, 0.087183525, 0.110966890,-0.371613346, 0.388251679, 0.250520308, 0.631760755, 0.319166646
3-Methoxysalicylic acid,-0.35555307,-0.35555256,-0.35555278,-0.35555179,-0.35555325,-0.35555311, 0.12209555,-0.35555305, 0.50722468,-0.35555303, 0.85239949, 3.96445608, 1.95985378, 0.75556324, 7.47929503,-0.35555320,-0.35555380, 5.11899357, 0.88849369
"3-Methyl-1-(tetrahydropyrrolo[1,2-c]oxazol-3-ylidene)-butan-2-one",-0.328464172,-0.327568631,-0.327958761,-0.326246066,-0.328767514, 2.420203548,-0.329126722,-0.328427651,-0.327966597, 2.510449406,-0.328682153,-0.328945472,-0.329696802,-0.330043380,-0.329393013,-0.328686597,-0.329730875,-0.328185837,-0.329559216
3-Methyl-2-butanol,-0.408734966,-0.408074805,-0.408362395,-0.407099858,-0.408958579,-0.408787231,-0.409223375,-0.408708044,-0.408368172,-0.408682668,-0.408895654,-0.409089764,-0.409643617,-0.409899102,-0.409419674,-0.408898930,-0.409668734,-0.088953388, 0.025460878
"3-Methyl-2-butenoic acid, tridec-2-ynyl ester", 1.1845752661, 1.6865104551, 0.7817657504, 2.0354800605,-0.8528447837, 0.7032721669,-0.8529860579, 1.0443926936, 1.0804831196, 1.2603151344, 1.3354781027, 1.4884539856, 1.7455956104, 0.8589337582, 1.0452308110,-0.8528129594, 0.8929414483,-0.8526160138, 0.9474350574
3-Methyladenine, 0.77903132, 2.10152515, 0.88464722, 6.32473789, 0.57689538, 0.68834545, 0.63979325, 2.10082636, 0.64017411, 0.41006827, 1.55016330, 0.47828647, 0.49093543, 0.26944539, 0.40908790, 0.96227783, 0.30620385, 0.91099333, 1.63939418
"3-Methylpiperazine-2,5-dione, (R)-",-0.34120397,-0.33799735,-0.34408948,-0.33543396,-0.33991947,-0.34389442,-0.34468049,-0.34257168,-0.34175646,-0.34200550,-0.34484010,-0.34445477,-0.34514523,-0.34919097,-0.34483373,-0.34320912,-0.34519947,-0.34276923,-0.34254860
3-Methylvaleric acid,-0.588964496,-0.927590294, 2.191534882,-0.927433772,-0.835683613, 1.256488190,-0.927774690, 1.006283414,-0.927637392, 1.988853254, 1.145330296, 1.221080792, 0.664000672, 0.468891462, 0.763535571, 0.937568870, 0.860707336, 1.154842562, 0.830063459
3-Nonen-1-ol,-0.439541269, 0.050494296, 0.303346920, 0.106119549,-0.441382384, 0.609579551,-0.110892960,-0.439319605,-0.266520082,-0.158029225,-0.180217323,-0.211994607,-0.241537668,-0.255884807,-0.208633354,-0.159026926,-0.224094961,-0.059945318, 0.668437182
3-Ureidopropionic acid,-0.521804797, 0.093998196,-0.308446119, 0.214588101, 3.524766073,-0.723172096,-0.752909252,-0.498879216, 2.021238893, 0.640769221, 0.264771423,-0.512008756, 1.695588413,-0.498181605,-0.752974707,-0.173051472,-0.468448501,-0.511899187, 0.404357522
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",-0.523677874,-0.555302074,-0.584074882,-0.549217321,-0.561871611,-0.539814150,-0.544418756,-0.538078741,-0.540573754,-0.545411679,-0.496563496,-0.547216941,-0.481683391,-0.584930218,-0.545648989,-0.548865502,-0.560896249,-0.543388481,-0.555329224
"3,4-Dihydroxymandelic acid, ethyl ester",-0.09476751, 1.29501103,-0.60953828, 1.02269803,-0.05869493,-0.27552397, 0.36355904, 1.38383473, 1.78841172,-0.54456359, 0.19275958,-0.30558720, 0.79299356, 0.79798229, 0.08925498,-0.55751280, 0.71998913, 1.68130852,-0.58967141
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine", 2.16056605,-0.49270694, 2.70896688, 0.76662725,-0.49564025,-0.49507153,-0.49651912,-0.49480870,-0.49368065,-0.49472448,-0.49543139,-0.49607565,-0.49791393,-0.39227698,-0.49717065,-0.49544227,-0.43620809,-0.49421706,-0.49757730
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",-0.029162800,-0.501462537,-0.501477758,-0.501410937,-0.501509311,-0.501500243,-0.501523326,-0.501496052,-0.501478064,-0.501494709,-0.501505981,-0.501516254, 1.351076540, 0.918094488,-0.501533715, 1.311346242, 0.618354931, 0.418048827, 2.279023995
"3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde", 1.25937936, 1.66528771, 0.88626225, 2.30508424, 1.72039841, 0.39058667,-0.65532956,-0.64775230, 0.81087066, 2.99935650, 0.75025678,-0.65336498, 0.81170174, 0.81179309,-0.65821588, 1.17325515, 0.74281447,-0.64513128,-0.66001737
"3,5-di-tert-Butyl-4-hydroxyacetophenone", 1.745341770, 1.257654944,-1.109972326, 2.786964354, 1.507995319,-1.115290901, 1.744935317, 0.366469913, 1.370121481, 1.622942176, 0.984264180, 1.482395886, 0.751115711, 0.717139686, 1.375524133, 1.229796241, 1.112118507, 0.624339098, 0.374590569
"3,5-Dimethyl-1,4-diallylpyrazole",-0.686726956,-0.686414496, 0.344198984,-0.685953045,-0.686832794, 0.426589759,-0.686958123, 2.559772467, 3.516562635, 4.958790600,-0.686803010, 2.473001661, 1.463584828, 1.508315021, 0.240587902, 2.031790304,-0.687168916, 1.307215146, 1.351662950
"3,5-Dimethylpyrazole",-0.5211910,-0.5179380,-0.2162441,-0.5131339,-0.5222929,-0.2642008,-0.5235977,-0.2763854,-0.2697307,-0.2421051,-0.2921466,-0.2845583,-0.3059095,-0.3185099,-0.2948977,-0.2306304,-0.3098928,-0.2119209,-0.2847822
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,-0.48182655,-0.48182480,-0.48182556,-0.48182220,-0.48182715,-0.12528270,-0.48182785,-0.48182648,-0.48182558,-0.30191584,-0.48182698,-0.48178536,-0.48182897,-0.19208259, 1.64184521, 1.22407262, 0.80885636,-0.40981460,-0.48182870
