ID,Type,Median Value (DSS),Median Value (LPS),Median Value (VECPAC),Mean Value (DSS),Mean Value (LPS),Mean Value (VECPAC),Comparison p-value (DSS),Comparison p-value (LPS),Comparison p-value (VECPAC),Median Log2 Fold Change (DSS),Median Log2 Fold Change (LPS),Median Log2 Fold Change (VECPAC),Mean Log2 Fold Change (DSS),Mean Log2 Fold Change (LPS),Mean Log2 Fold Change (VECPAC),Mean Log2 Fold Change Direction (DSS),Mean Log2 Fold Change Direction (LPS),Mean Log2 Fold Change Direction (VECPAC),Mean Log2 Fold Changes Consistent,Combined Comparison p-value,Corrected Comparison p-value
ENSMUSG00000007038-C,gene_C,7.010130321039178,7.575257611970175,6.99514661966834,7.021124055930256,7.552258926173423,7.003890790721605,1.0,0.5236985236985237,0.594072594072594,nan,nan,nan,0.006443873724134842,0.0133495119321012,0.023929657023895094,1.0,1.0,1.0,True,0.8864378305427358,0.9817752713779078
ENSMUSG00000007080-C,gene_C,1.1653118764014923,1.5517650907126677,1.145283945259697,1.077258943939113,1.242472987767229,1.288453917891354,0.3808395771579369,0.2108738752466851,0.35399321928351846,nan,nan,nan,0.5966579940960415,0.7435017622159954,0.5165732909541637,1.0,1.0,1.0,True,0.30982918052876424,0.9206478109915766
ENSMUSG00000007610-C,gene_C,4.151528768750078,4.488292521871929,3.881867051445987,4.209121965508957,4.466897719840793,3.874528821788252,0.2977022977022977,0.43512043512043513,0.3096903096903097,nan,nan,nan,0.08935528832677597,0.08428958678242175,0.0823642014509315,1.0,1.0,1.0,True,0.3765794642884962,0.9206478109915766
ENSMUSG00000009145-C,gene_C,1.1489180439113498,1.0924925613967906,0.6438468756903795,1.0813583584726632,1.0707774213953565,0.5980397727633341,0.1080368900510405,0.40756205611847696,0.47767502398590367,nan,nan,nan,-1.3171588217726264,-0.9192180199521093,-0.6149642311807515,-1.0,-1.0,-1.0,True,0.2590809727397363,0.9206478109915766
ENSMUSG00000009863-C,gene_C,8.759256324378896,9.356539048044397,8.716192335505095,8.814017517336518,9.3150016494979,8.737360523978122,0.5184815184815185,0.3543123543123543,0.20646020646020646,nan,nan,nan,0.005469335718273765,0.024489240307205003,0.0358563928449941,1.0,1.0,1.0,True,0.36506546018741737,0.9206478109915766
ENSMUSG00000011960-C,gene_C,6.620419888890238,6.818797127818836,6.637250048783156,6.59906694782872,6.815839762179654,6.621532024688988,1.0,0.8329448329448329,0.594072594072594,nan,nan,nan,-0.0035870477211230522,-0.008561530349604168,-0.02691204220360037,-1.0,-1.0,-1.0,True,0.9654261137896958,0.9965745476733069
ENSMUSG00000014158-C,gene_C,0.7704227861466741,1.2215959129652292,1.2795471030274967,0.8498260557620527,1.192256860766228,1.1705572548471204,1.0,0.45797163004197505,0.6624546351884697,nan,nan,nan,0.22452532143022305,0.6073011499149655,0.36522648272045716,1.0,1.0,1.0,True,0.88105525270742,0.9817752713779078
ENSMUSG00000014763-C,gene_C,6.006945833419682,6.239726061007098,5.826478412703628,5.989701060721281,6.22682186463793,5.862521294592548,0.18981018981018982,0.3543123543123543,0.8591408591408591,nan,nan,nan,-0.027073142426778152,-0.032066678165419804,-0.01901096940915758,-1.0,-1.0,-1.0,True,0.4573555869051663,0.9206478109915766
ENSMUSG00000014776-C,gene_C,5.422460634935796,6.085487540545949,5.462786524047028,5.4789287854402176,6.1204688532500695,5.398797583624512,0.18981018981018982,0.06526806526806528,0.2544122544122544,nan,nan,nan,0.06501946447147729,0.057423965379442284,0.08629532500960108,1.0,1.0,1.0,True,0.07358605021309261,0.9206478109915766
ENSMUSG00000015149-C,gene_C,7.405217904025333,7.7559516780231235,7.09223715041755,7.43141290723041,7.670406791008423,7.081882641016416,0.11188811188811189,0.8329448329448329,0.07525807525807525,nan,nan,nan,0.04516396557548855,0.012228239767194247,0.07105125300735116,1.0,1.0,1.0,True,0.12807238334500584,0.9206478109915766
ENSMUSG00000015568-C,gene_C,4.973667452099497,5.3232169075052775,5.066238975806739,4.930315247119199,5.255549579757633,4.8626281306029995,0.14685314685314685,0.2222222222222222,0.594072594072594,nan,nan,nan,-0.160594691087341,-0.04872290872171775,-0.06470051232131797,-1.0,-1.0,-1.0,True,0.24655169625884493,0.9206478109915766
ENSMUSG00000015837-C,gene_C,9.206005408908489,9.633309878726577,9.124444143437996,9.254243418271264,9.57246606967578,9.067421463214313,0.36363636363636365,0.018648018648018648,0.594072594072594,nan,nan,nan,0.016245196114911948,0.025505896272503305,0.012458068903028127,1.0,1.0,1.0,True,0.08749223617840492,0.9206478109915766
ENSMUSG00000015981-C,gene_C,8.771174889409988,9.450600929035948,8.554464094254621,8.841918626472047,9.4144325336729,8.489092945530711,0.6993006993006993,0.2222222222222222,0.20646020646020646,nan,nan,nan,0.014115871018397055,0.023627480886173693,0.02968678121474183,1.0,1.0,1.0,True,0.33220148747638417,0.9206478109915766
ENSMUSG00000016477-C,gene_C,5.103690510960831,5.299435004031162,4.834799480927962,5.12054584257956,5.281112162284344,4.87340137433931,0.2977022977022977,0.3543123543123543,0.3096903096903097,nan,nan,nan,0.057979441808071734,0.038848926411056195,0.06218359529882947,1.0,1.0,1.0,True,0.3356262129154983,0.9206478109915766
ENSMUSG00000016510-C,gene_C,4.946424733548826,5.502372643606389,4.725186468458616,4.905283919072331,5.42940696500537,4.709341257492553,0.6993006993006993,0.2222222222222222,0.6786546786546787,nan,nan,nan,0.016788314816856834,0.07296184941662712,0.05134441129697375,1.0,1.0,1.0,True,0.6095007627614768,0.9508386381339259
ENSMUSG00000016833-C,gene_C,5.842094606040364,6.059191737422205,5.728816639028452,5.916460882792159,6.05799976315962,5.6632868179599845,0.6993006993006993,0.8329448329448329,0.7678987678987679,nan,nan,nan,-0.02709230917134995,-0.013425959922195063,-0.016640681398034624,-1.0,-1.0,-1.0,True,0.9519195494428946,0.9918951735664807
ENSMUSG00000016933-C,gene_C,6.521278420670042,6.863445651204118,6.5840189192069305,6.51954320826774,6.909744759429021,6.522626677755897,0.5184815184815185,0.5236985236985237,0.594072594072594,nan,nan,nan,-0.03905385596789189,-0.02132608275295683,-0.02182715026652834,-1.0,-1.0,-1.0,True,0.7240669400457369,0.9592723796114684
ENSMUSG00000016984-C,gene_C,3.634525802890952,3.659499454058248,3.910793357631654,3.8021522497539637,3.61406104008519,3.498451054718025,0.2977022977022977,0.28438228438228436,0.9530469530469531,nan,nan,nan,-0.13488151257625547,-0.10781959546876246,-0.18069641543953038,-1.0,-1.0,-1.0,True,0.5394116936795148,0.9206478109915766
ENSMUSG00000017491-C,gene_C,3.415867253142377,3.2596966249115087,3.335753380518202,3.369847041443819,3.2890493761891495,3.2444859382139053,0.43756243756243757,1.0,0.37096237096237095,nan,nan,nan,0.1657912533906034,0.08521368271880139,0.232673091516439,1.0,1.0,1.0,True,0.7257451922984013,0.9592723796114684
ENSMUSG00000017550-C,gene_C,2.704366393625274,3.2769287369170383,2.9273952328051136,2.80723038643891,3.236307947131917,2.7738576737394465,0.08291708291708291,0.06526806526806528,0.37096237096237095,nan,nan,nan,-0.2804426387070907,-0.4234734154122779,-0.28543855374271737,-1.0,-1.0,-1.0,True,0.05319701203068831,0.9206478109915766
ENSMUSG00000017716-C,gene_C,1.8132207255818875,2.724319880409363,1.4424172899414331,1.5752463293385444,2.6261436952312915,1.4436463443015453,0.34852037197103647,0.12742812742812742,0.2403800763186953,nan,nan,nan,0.4207142220594561,0.3634038324396978,0.6639771410568269,1.0,1.0,1.0,True,0.16915118002641044,0.9206478109915766
ENSMUSG00000018076-C,gene_C,8.352181684966798,8.534759436537453,8.327081173185974,8.302865143095485,8.582155191922915,8.226948498938969,0.2977022977022977,0.43512043512043513,0.43956043956043955,nan,nan,nan,-0.020331249553555683,-0.017039490688024368,-0.05089193587992606,-1.0,-1.0,-1.0,True,0.4539240460878101,0.9206478109915766
ENSMUSG00000018238-C,gene_C,1.1494487606907948,1.927609482140513,0.0,1.286676188449088,1.8878245400480067,0.5342767705623506,0.41855033524432805,0.43512043512043513,0.04512762470819974,nan,nan,nan,0.5382742674963866,0.21020969090575187,3.377517420442446,1.0,1.0,1.0,True,0.14241116244766194,0.9206478109915766
ENSMUSG00000018481-C,gene_C,7.022131135457553,7.083252457123406,7.069116856900943,7.044937416376414,7.096405943860507,7.058720870698789,0.2977022977022977,0.2222222222222222,0.5134865134865134,nan,nan,nan,-0.012056844967849624,-0.029017863771266396,-0.017943637290431375,-1.0,-1.0,-1.0,True,0.34317240480212624,0.9206478109915766
ENSMUSG00000018697-C,gene_C,3.8758339141758795,4.125079381585428,3.840434607413555,3.818144493910951,4.096532074678399,3.8590587152072535,0.2977022977022977,0.5236985236985237,0.43956043956043955,nan,nan,nan,-0.09910798854734149,-0.043956211484124694,-0.12678141418751843,-1.0,-1.0,-1.0,True,0.498418117372757,0.9206478109915766
ENSMUSG00000018965-C,gene_C,10.19579091593238,10.748187984433969,9.97038569409915,10.258520764188862,10.701584341546708,9.959435090577614,0.11188811188811189,0.06526806526806528,0.3096903096903097,nan,nan,nan,0.020812499866399367,0.03369192080614154,0.02210004596812127,1.0,1.0,1.0,True,0.05800061550135416,0.9206478109915766
ENSMUSG00000019039-C,gene_C,6.416149254576753,6.790686816780743,6.188904599129864,6.43725310143654,6.652582050684318,6.229097183303019,0.7972027972027972,0.7241647241647241,0.594072594072594,nan,nan,nan,0.005210917555414809,0.0160698394376592,0.022388572774101452,1.0,1.0,1.0,True,0.9063560862339992,0.9831542360040612
ENSMUSG00000019505-C,gene_C,10.163380839560574,10.46531980873892,10.150511202806149,10.187908307674528,10.418964056882364,10.080736006262962,0.6063936063936064,0.7241647241647241,0.43956043956043955,nan,nan,nan,0.012067191144529454,0.014674620901853922,0.008401091829908329,1.0,1.0,1.0,True,0.7716816719949945,0.9668839354714572
ENSMUSG00000019579-C,gene_C,5.922669159156277,6.243741787199111,5.715499280408787,5.881645454085366,6.237507896445622,5.792230868870536,0.8981018981018981,0.2222222222222222,0.05527805527805527,nan,nan,nan,0.012532468735917577,0.02654317891899586,0.09383751072244473,1.0,1.0,1.0,True,0.17280027035762183,0.9206478109915766
ENSMUSG00000019718-C,gene_C,2.6071297205888957,2.3653396025461224,2.180461949771616,2.577225559870467,2.560446423805181,1.975178477831436,0.7972027972027972,0.8329448329448329,0.425569571316709,nan,nan,nan,-0.10100170688677913,-0.2794887065593228,-0.3581171952569025,-1.0,-1.0,-1.0,True,0.8653749141761016,0.9817752713779078
ENSMUSG00000019775-C,gene_C,7.790162110434721,7.8312411468425,7.570884737001916,7.747283432502035,7.827348875889461,7.624649959735895,0.36363636363636365,0.5236985236985237,0.9530469530469531,nan,nan,nan,-0.02044225354462819,-0.027186772046282056,-0.007271343942088728,-1.0,-1.0,-1.0,True,0.755498152762197,0.9668839354714572
ENSMUSG00000019809-C,gene_C,5.192972489553233,5.208096885476782,4.864269996666443,5.169360886022386,5.350353548282802,4.935862964925684,0.6993006993006993,0.2222222222222222,0.3096903096903097,nan,nan,nan,-0.023891311739106802,-0.04595424868327416,-0.07141666779798748,-1.0,-1.0,-1.0,True,0.4156305309000395,0.9206478109915766
ENSMUSG00000019848-C,gene_C,0.44265186180261706,0.0,0.0,0.5486379345709611,0.4992094088102351,0.3204577557259146,0.56899529615353,0.8674451198783502,0.9373583243424268,nan,nan,nan,-0.4548059303647733,-0.5366923745633877,-0.9837649312337199,-1.0,-1.0,-1.0,True,0.9566868030282971,0.9955561226795123
ENSMUSG00000019861-C,gene_C,6.459987936286268,6.613668868262824,6.3852922388537126,6.430654357787259,6.608121102027704,6.253347616705649,0.8981018981018981,0.17094017094017094,0.594072594072594,nan,nan,nan,0.016549044043931694,0.009602639656074139,0.014902394591170928,1.0,1.0,1.0,True,0.5711026623575788,0.9254194161467705
ENSMUSG00000019970-C,gene_C,5.9469007306740815,6.273849295576005,6.233079286983615,6.018648475284593,6.320632654772101,6.1142253269045534,0.6993006993006993,0.3543123543123543,0.7678987678987679,nan,nan,nan,0.05586504327845275,0.033679456552322275,0.03864491130777855,1.0,1.0,1.0,True,0.7679139142759025,0.9668839354714572
ENSMUSG00000020114-C,gene_C,7.156398866787777,7.4157786106004355,7.074086112435092,7.1014547213422565,7.440136849098938,7.028190067014659,0.8981018981018981,1.0,0.594072594072594,nan,nan,nan,-0.003613470933035704,-0.002880717370138491,-0.011705193919951593,-1.0,-1.0,-1.0,True,0.9740046686376638,0.996631063444318
ENSMUSG00000020175-C,gene_C,5.187857027337136,5.32314461085393,5.183084205887085,5.141922246522054,5.36442575084304,4.916303622470588,0.5184815184815185,1.0,0.594072594072594,nan,nan,nan,-0.04061092243728433,-0.0238630237449432,-0.12288091206131833,-1.0,-1.0,-1.0,True,0.8843071119339452,0.9817752713779078
ENSMUSG00000020218-C,gene_C,0.8849983912964987,0.8722754939741469,0.8944330770159921,0.8313067631741446,0.7887690398563993,0.8321828180828035,0.13361329979613804,0.5981720921477018,0.02386844216457435,nan,nan,nan,-1.367167411420276,-0.5526028218593437,-1.8933234868533608,-1.0,-1.0,-1.0,True,0.05125384045335171,0.9206478109915766
ENSMUSG00000020220-C,gene_C,6.436000108341513,6.50294409507506,6.243510600315055,6.407557077213842,6.605646858332175,6.228692372439894,0.5184815184815185,0.3543123543123543,0.43956043956043955,nan,nan,nan,-0.04821066269121339,-0.03078471343988903,-0.026853221087549246,-1.0,-1.0,-1.0,True,0.5396113331373562,0.9206478109915766
ENSMUSG00000020321-C,gene_C,10.179141262964485,10.546579476848423,9.953866903810306,10.146334907259927,10.533786805788711,9.886099830510936,0.5184815184815185,0.06526806526806528,0.12920412920412921,nan,nan,nan,0.015760560229464822,0.01806276280127915,0.04635060616694938,1.0,1.0,1.0,True,0.09264171622374248,0.9206478109915766
ENSMUSG00000020453-C,gene_C,4.052382277710402,4.330324568503661,4.2245212201096525,4.089554474047211,4.332129613057605,4.057116639404712,0.36363636363636365,0.2222222222222222,0.2544122544122544,nan,nan,nan,-0.06390587178895496,-0.06298425420318222,-0.1185976567981913,-1.0,-1.0,-1.0,True,0.25552366385972936,0.9206478109915766
ENSMUSG00000020491-C,gene_C,2.709488125926344,2.6794271194714643,2.662179586630148,2.526290776999967,2.583789736094828,2.4676175410983108,0.2977022977022977,0.28438228438228436,0.425569571316709,nan,nan,nan,-0.3425089909281638,-0.24330713945383764,-0.40712018613446144,-1.0,-1.0,-1.0,True,0.3547439661037953,0.9206478109915766
ENSMUSG00000020589-C,gene_C,7.928563123098208,8.121239465168967,7.841538587922691,7.950685767907537,8.125013314283413,7.810401561432839,0.6993006993006993,1.0,0.5134865134865134,nan,nan,nan,-0.013375696962949619,-0.003922414544138092,-0.015664775610847694,-1.0,-1.0,-1.0,True,0.9151927153690351,0.9870909324427117
ENSMUSG00000020592-C,gene_C,0.7704227861466741,1.5517650907126677,1.2795471030274967,0.6839570968161813,1.4998684985438393,0.9302969462152588,0.18737363976308408,0.07857104522811009,0.2059032107320684,nan,nan,nan,-1.4506024239159214,-0.8430888902211872,-0.7342040677982249,-1.0,-1.0,-1.0,True,0.07157443776309114,0.9206478109915766
ENSMUSG00000020648-C,gene_C,2.679782728339484,2.5042997052810243,2.7510183104581927,2.561600293085821,2.4810702807613505,2.4538164745571223,0.14685314685314685,0.12742812742812742,0.1645021645021645,nan,nan,nan,-0.2853028377696243,-0.32117557612642,-0.26730005505785226,-1.0,-1.0,-1.0,True,0.07236302214381661,0.9206478109915766
ENSMUSG00000020661-C,gene_C,7.462969690765066,7.678092725278022,7.688271849426304,7.527069521300567,7.678504564277906,7.51654868820803,0.2977022977022977,0.43512043512043513,0.1645021645021645,nan,nan,nan,-0.04457291091647842,-0.02657321659284171,-0.0747781753116959,-1.0,-1.0,-1.0,True,0.26113304832814016,0.9206478109915766
ENSMUSG00000020687-C,gene_C,6.163378752342759,6.2897788001832495,6.0011283885167845,6.0954370164331495,6.212329314872232,5.975688663501387,0.8981018981018981,0.43512043512043513,0.7678987678987679,nan,nan,nan,-0.026128484367169916,-0.03590362624989073,-0.007012294076698217,-1.0,-1.0,-1.0,True,0.8786833956417517,0.9817752713779078
ENSMUSG00000020713-C,gene_C,0.0,3.456011120625007,0.0,0.6628721370986869,3.5438158279344814,0.624986884128077,0.616347606495221,0.5236985236985237,0.27408199300055347,nan,nan,nan,-2.5321978177481954,-0.2562388687783377,-0.8958222671082339,-1.0,-1.0,-1.0,True,0.5631619358970732,0.9210359482226413
ENSMUSG00000020734-C,gene_C,6.604959816722246,7.040741069037022,6.815758644685764,6.590628220243298,7.027138673253015,6.814443788335555,0.8981018981018981,0.5236985236985237,0.6786546786546787,nan,nan,nan,0.019108162365279464,0.02536771820420668,0.019228386654302227,1.0,1.0,1.0,True,0.8918247941927264,0.9831206896880806
ENSMUSG00000020770-C,gene_C,4.3744943810711,4.479794966086248,3.7916732345197177,4.249312260108623,4.356784212752116,3.646238213916269,0.6993006993006993,0.6216006216006216,0.8591408591408591,nan,nan,nan,-0.05719560764525528,-0.10673078875959044,-0.06709471866988817,-1.0,-1.0,-1.0,True,0.9224451786807205,0.9870909324427117
ENSMUSG00000020799-C,gene_C,0.9856187620444526,1.5517650907126677,1.042862615182581,1.1276141993828195,1.4825459472412434,1.0486717775486054,0.7850622735129242,0.6216006216006216,0.8495154923650349,nan,nan,nan,0.25048007239769854,0.2459850514080947,0.37904388591189275,1.0,1.0,1.0,True,0.9403092517295949,0.9897188032946703
ENSMUSG00000020805-C,gene_C,3.928713252065163,4.393785888058045,3.850534389706562,3.8787721680497103,4.360323013588003,3.9004107730057744,0.23976023976023977,0.9432789432789432,0.12920412920412921,nan,nan,nan,-0.10226482588395489,-0.025307499553563522,-0.11725187087860488,-1.0,-1.0,-1.0,True,0.31481024557958454,0.9206478109915766
ENSMUSG00000020814-C,gene_C,4.832358429166662,5.063334178839237,4.380041579269848,4.806393118436618,5.061244189846088,4.161953541737508,0.5184815184815185,0.2222222222222222,0.09923409923409923,nan,nan,nan,0.027289364791422785,0.08953152354754088,0.18035579649072717,1.0,1.0,1.0,True,0.17684324900838716,0.9206478109915766
ENSMUSG00000021000-C,gene_C,5.890211465187498,5.689794723071857,5.613796144576825,5.912921826767217,5.691456640569247,5.596463435799299,0.18981018981018982,0.43512043512043513,0.8591408591408591,nan,nan,nan,-0.04034179584066326,-0.03119789423601957,-0.0488134304903222,-1.0,-1.0,-1.0,True,0.5070218754707463,0.9206478109915766
ENSMUSG00000021007-C,gene_C,5.8590263495687465,6.139148251689274,5.818695256352671,5.858688075275163,6.153301427299481,5.6622453466688,0.43756243756243757,0.003108003108003108,0.2544122544122544,nan,nan,nan,-0.03515206485340992,-0.08425614208000447,-0.11675944907534626,-1.0,-1.0,-1.0,True,0.014089435211054942,0.9206478109915766
ENSMUSG00000021010-C,gene_C,5.91312366286861,6.3009768660935634,5.716642292891877,5.878134893417069,6.253516290907284,5.7618353970041705,0.18981018981018982,0.43512043512043513,0.1645021645021645,nan,nan,nan,-0.06006437445416307,-0.012971763927192029,-0.08390846338456291,-1.0,-1.0,-1.0,True,0.19751848884854536,0.9206478109915766
ENSMUSG00000021013-C,gene_C,4.547168044353858,4.268438355811233,4.3498143231152575,4.500999172307355,4.224712513348564,4.230858205045286,0.23976023976023977,0.43512043512043513,0.12920412920412921,nan,nan,nan,-0.08703060486423561,-0.08901910003120159,-0.2945680693236482,-1.0,-1.0,-1.0,True,0.19652698734787474,0.9206478109915766
ENSMUSG00000021091-C,gene_C,4.640184307340071,4.987787930377201,3.840434607413555,4.468437464210304,5.002192696447573,3.955570202077444,0.5184815184815185,0.6216006216006216,0.37096237096237095,nan,nan,nan,0.064939302953125,0.04762411601659487,0.16815570198324634,1.0,1.0,1.0,True,0.6431649112147031,0.9592723796114684
ENSMUSG00000021131-C,gene_C,2.6300150934687156,2.696667789000302,2.0858962887955266,2.436000868129838,2.6306168667048317,1.858730133253945,0.43756243756243757,0.12742812742812742,0.6670502444775708,nan,nan,nan,-0.23309021629324897,-0.349330971136508,-0.4336266516373374,-1.0,-1.0,-1.0,True,0.3611104654961751,0.9206478109915766
ENSMUSG00000021188-C,gene_C,6.290332233746248,6.422545572628353,5.841637424457617,6.357504223144212,6.374984976501547,5.962985430630439,0.18981018981018982,0.6216006216006216,0.37096237096237095,nan,nan,nan,-0.08993679667350285,-0.018787770778648023,-0.08984548103802828,-1.0,-1.0,-1.0,True,0.3949518046960817,0.9206478109915766
ENSMUSG00000021273-C,gene_C,5.847335329119457,6.405876804323094,6.068965340934735,5.894202044006391,6.405040399612071,6.042976871793231,0.5184815184815185,0.5236985236985237,0.6786546786546787,nan,nan,nan,0.018115357194785756,0.020104069348723476,0.021700176587980874,1.0,1.0,1.0,True,0.7595093735820708,0.9668839354714572
ENSMUSG00000021294-C,gene_C,4.865163406064436,4.812892697450013,4.617995133648742,4.77536715945608,4.866380163101136,4.594457946604957,0.7972027972027972,0.9432789432789432,0.6786546786546787,nan,nan,nan,-0.04064029883334134,-0.047436690603716525,-0.043689812604179756,-1.0,-1.0,-1.0,True,0.9690974282615166,0.996631063444318
ENSMUSG00000021476-C,gene_C,9.234734028501865,9.709987669441803,8.942591779315238,9.264538070996933,9.716012096708916,8.957305569952517,0.7972027972027972,0.6216006216006216,0.43956043956043955,nan,nan,nan,0.0019113680845451466,0.0036914233025633187,0.020864379081563765,1.0,1.0,1.0,True,0.8027774890580912,0.9736931964574785
ENSMUSG00000021495-C,gene_C,6.863293227509974,7.056348948499158,6.750162974223287,6.859986299695099,7.174236667374989,6.73547071331031,1.0,0.3543123543123543,0.12920412920412921,nan,nan,nan,-0.01980289097284158,-0.07692342130659277,-0.09419751266520289,-1.0,-1.0,-1.0,True,0.4046498184801978,0.9206478109915766
ENSMUSG00000021508-C,gene_C,7.510610225192792,7.822423334850537,7.213851989887178,7.447175484225925,7.780779263788726,7.2196445356066,0.36363636363636365,0.7241647241647241,0.20646020646020646,nan,nan,nan,0.031088368769374788,0.005566695029101382,0.028824032453957763,1.0,1.0,1.0,True,0.4431953881616467,0.9206478109915766
ENSMUSG00000021519-C,gene_C,3.174033217863083,2.9399402873012845,3.321904809563751,2.978225275568593,2.593731483574757,2.9654686358924183,0.36363636363636365,0.12742812742812742,0.37096237096237095,nan,nan,nan,-0.22308355793942194,-0.2900771676656701,-0.27380060207658713,-1.0,-1.0,-1.0,True,0.22895178596679236,0.9206478109915766
ENSMUSG00000021550-C,gene_C,4.187423978169921,4.550986184927251,4.025460034672541,4.143376571537037,4.549823222230512,4.090709390918545,0.7972027972027972,0.43512043512043513,0.6786546786546787,nan,nan,nan,-0.014361501751624454,-0.06317757867253408,-0.056921303700336594,-1.0,-1.0,-1.0,True,0.8221710601728838,0.975232230349888
ENSMUSG00000021585-C,gene_C,4.237208321982079,3.918251497348583,3.933220946010753,4.209448183407039,3.7656576144836813,3.747205566061788,0.36363636363636365,0.09324009324009325,0.05527805527805527,nan,nan,nan,-0.0836168918588104,-0.40845494184638,-0.3379159771175332,-1.0,-1.0,-1.0,True,0.05059666083730563,0.9206478109915766
ENSMUSG00000021661-C,gene_C,6.956269465720801,7.108764767454838,6.666856224132276,6.953671493152373,7.1427887956806915,6.578364229525741,0.5184815184815185,0.3543123543123543,0.5134865134865134,nan,nan,nan,0.026855539559606154,0.012009833554970071,0.027657239235600168,1.0,1.0,1.0,True,0.5799412955684724,0.9283737675027562
ENSMUSG00000021709-C,gene_C,4.991691518138796,5.076653463283625,5.154748061068878,5.06154247642979,5.0808120997579715,5.1973967033985495,0.2977022977022977,0.6216006216006216,0.37096237096237095,nan,nan,nan,-0.04250162880766994,-0.05461978220885471,-0.1021544488881843,-1.0,-1.0,-1.0,True,0.49883846684221933,0.9206478109915766
ENSMUSG00000021913-C,gene_C,7.146416061214357,7.606283997623238,6.947731780470284,7.148878151492293,7.596412226654461,6.952502114822737,0.08291708291708291,0.12742812742812742,0.43956043956043955,nan,nan,nan,0.05850031202995701,0.04434058708683206,0.021814597360541876,1.0,1.0,1.0,True,0.09661154841053839,0.9206478109915766
ENSMUSG00000021943-C,gene_C,2.879076611524767,2.937387202743914,2.6335730998658424,2.7355180454218884,2.7356263659839297,2.3601602994079958,0.8981018981018981,0.7241647241647241,1.0,nan,nan,nan,-0.07569553765666881,-0.3181967371059374,-0.18994287480659103,-1.0,-1.0,-1.0,True,0.9903550491908902,0.996631063444318
ENSMUSG00000021969-C,gene_C,6.858342092100185,6.859765681046661,6.49882362001198,6.8285338360083045,6.882735201146486,6.592840219647487,0.6063936063936064,0.6216006216006216,0.1645021645021645,nan,nan,nan,-0.015431409515676701,-0.018960062961316002,-0.06511624881828389,-1.0,-1.0,-1.0,True,0.47411130192743767,0.9206478109915766
ENSMUSG00000021986-C,gene_C,7.2921684168713155,7.559245546777717,7.231094587913048,7.311279151681179,7.554796277772733,7.186818135131052,0.6063936063936064,0.8329448329448329,0.3096903096903097,nan,nan,nan,0.010702906849383569,0.010018432621216627,0.022882018940080785,1.0,1.0,1.0,True,0.7157995448743553,0.9592723796114684
ENSMUSG00000022199-C,gene_C,10.107793443374742,10.679893271344906,10.02926137912195,10.138940158758626,10.704660674034692,10.039445680640041,0.36363636363636365,0.2222222222222222,0.1645021645021645,nan,nan,nan,0.010243594470971007,0.016304004526112817,0.029084859875786715,1.0,1.0,1.0,True,0.19479598691160444,0.9206478109915766
ENSMUSG00000022211-C,gene_C,4.12641791561817,4.268368054619461,4.197868088728932,4.011934883336992,4.149816619895395,4.026993419427941,0.5184815184815185,0.2222222222222222,0.09923409923409923,nan,nan,nan,-0.10090408214314701,-0.11632337690483549,-0.21136551493039604,-1.0,-1.0,-1.0,True,0.17684324900838716,0.9206478109915766
ENSMUSG00000022216-C,gene_C,5.853529201832824,6.341372827072583,5.87777257752731,5.885791954702818,6.260059189303181,5.89750475589808,0.5184815184815185,0.28438228438228436,0.7678987678987679,nan,nan,nan,0.019884750299538956,0.05864297422199902,0.02712920915243176,1.0,1.0,1.0,True,0.6285154170920972,0.9592723796114684
ENSMUSG00000022223-C,gene_C,6.277999201887781,6.678097745620989,6.084729598130219,6.217216014137241,6.6584105313339155,6.155832274392537,0.18981018981018982,0.9432789432789432,0.2544122544122544,nan,nan,nan,0.03904856412220284,0.006388363282006804,0.04356621227443706,1.0,1.0,1.0,True,0.403565550353931,0.9206478109915766
ENSMUSG00000022235-C,gene_C,3.570423883528638,3.5808757985520483,3.4291416680182065,3.569602727500366,3.586717496384032,3.2036132924346035,0.6993006993006993,0.9432789432789432,0.594072594072594,nan,nan,nan,-0.04333936894727116,-0.060974062357458496,-0.1515796374826815,-1.0,-1.0,-1.0,True,0.9309449489923487,0.9877054851706316
ENSMUSG00000022354-C,gene_C,9.104803411556754,9.574732104858262,8.973875299948402,9.098247973519948,9.559238540613666,8.988166975685386,0.6063936063936064,0.2222222222222222,0.2544122544122544,nan,nan,nan,0.006406324758523959,0.02028706009440215,0.021735413473716252,1.0,1.0,1.0,True,0.3449570457954961,0.9206478109915766
ENSMUSG00000022371-C,gene_C,0.7727024327228413,1.08188837679635,1.1240735888362383,0.8880810033012153,1.1775561529811946,1.0952582733266045,0.6271642361196779,0.5981720921477018,0.49273169799921945,nan,nan,nan,0.2570996632451843,0.461918197406791,0.6202830457648247,1.0,1.0,1.0,True,0.7603311397320953,0.9668839354714572
ENSMUSG00000022407-C,gene_C,4.454768585643228,4.65107023252703,4.402307579547815,4.305277835434892,4.679669811432698,4.369367504461026,1.0,0.43512043512043513,0.07525807525807525,nan,nan,nan,0.07566210796758906,0.0226330961074295,0.12217692076422824,1.0,1.0,1.0,True,0.33609596877407916,0.9206478109915766
