NAME,75_feci_100322,100_rep_110322,101_rep_110322,102_feci_100322,103_rep_110322,104_feci_100322,105_rep_110322,106_110322,81_feci_100322,83_feci_20_81,84_feci_100322,108_rep_110322,109_110322,110_110322,113_110322,88_feci_100322,89_feci_100322,115_110322,116_110322,118_110322,120_110322,121_REP_140322,122_110322,70_feci_09032022,97_rep110322,124_110322,125_110322,126_110322,129_110322,Feci_DSS-T0_896_27022024,Feci_DSS-T0_897_27022024,Feci_DSS-T0_T0.5_27022024,Feci_DSS-T0_T0.6_27022024,Feci_DSS-T0_T0.7_27022024,Feci_DSS-T0_T0.8_27022024,Feci_DSS-T1_111_27022024,Feci_DSS-T1_B901_27022024,Feci_DSS-T1_B902_27022024,Feci_DSS-T1_T1.5_27022024,Feci_DSS-T1_T1.6_27022024,Feci_DSS-T1_T1.8_27022024,Feci_DSS-T3_90_28022024,Feci_DSS-T3_91_28022024,Feci_DSS-T3_906_28022024,Feci_DSS-T3_907_rep_28022024_2,Feci_DSS-T3_T3.6_28022024,Feci_DSS-T3_T3.7_28022024,Feci_DSS-T3_T3.8_28022024,Feci_DSS-T5_128_28022024,Feci_DSS-T5_B911_28022024,Feci_DSS-T5_B912_28022024,Feci_DSS-T5_T5.5_28022024,Feci_DSS-T5_T5.6_28022024,Feci_DSS-T5_T5.7_28022024,Feci_DSS-T5_T5.8_28022024,Feci_LPS_CTRL_934_23022024,Feci_LPS_CTRL_935_23022024,Feci_LPS_CTRL_938_26022024,Feci_LPS_CTRL_940_26022024,Feci_LPS_CTRL_943_26022024,Feci_LPS-CTRL_941REP_01032024,Feci_LPS_2.5H_944_26022024,Feci_LPS_2.5H_945_26022024,Feci_LPS_2.5H_946_26022024,Feci_LPS_2.5H_947_26022024,Feci_LPS_2.5H_948_26022024,Feci_LPS_2.5H_949_26022024,Feci_LPS_2.5H_950_26022024,Feci_LPS_2.5H_953_26022024,Feci_LPS_24H_954_26022024,Feci_LPS_24H_956_26022024,Feci_LPS_24H_957_27022024,Feci_LPS_24H_958_26022024,Feci_LPS_24H_959_26022024,Feci_LPS_24H_962_27022024,Feci_LPS_24H_963_27022024,Feci_LPS-24H960REP_01032024,Feci_Vecpac-WT_3297REP_01032024,Feci_Vecpac-WT_3302_29022024,Feci_Vecpac-WT_3307_29022024,Feci_Vecpac-WT_3319_29022024,Feci_Vecpac-WT_3329_29022024,Feci_Vecpac-WT_3337_29022024,Feci_Vecpac-WT_3353_29022024,Feci_Vecpac-WT_3354_29022024,Feci_Vecpac-WT_3369_29022024,Feci_Vecpac-WT_3673_28022024,Feci_Vecpac-WT_3674_28022024,Feci_Vecpac-WT_3675_28022024,Feci_Vecpac-WT_3677_28022024,Feci_Vecpac-WT_3678_28022024,Feci_Vecpac-WT_3679_29022024,Feci_Vecpac-WT_3680_29022024,Feci_Vecpac-WT_3681_29022024,Feci_Vecpac-WT_3687_29022024,Feci_Vecpac-WT_3688_29022024
beta-Arabinopyranose,0.00000734,0.0000119,0.0000222,0.00000136,0.0000146,0.00000671,0.00000654,0.0000103,0,0.0000286,0.0000148,0.00000727,0.0000087,0.00003,0.0000138,0.0000121,0.00000475,0,0.00000583,0.0000206,0.00000891,0.0000063,0.00000859,0.0000111,0.00000304,0.0000152,0.0000142,0,0.00000381,0,4.21216E-05,3.35521E-05,1.07949E-05,7.75946E-06,0,1.21462E-05,7.87658E-06,6.01131E-06,1.95971E-06,2.96674E-06,4.03691E-06,5.35801E-06,7.27046E-06,4.21784E-06,0,6.90307E-06,1.77598E-05,9.34521E-06,1.08049E-05,7.63284E-06,2.35218E-05,1.98645E-05,5.56859E-06,1.84374E-05,3.55921E-06,0,0,1.86342E-07,0,5.92125E-06,1.78333E-05,6.44299E-06,1.71869E-05,0,3.22423E-05,6.55812E-06,2.22149E-05,5.40176E-06,5.70908E-06,6.01826E-05,8.46831E-06,6.58408E-06,2.11787E-07,1.208E-05,0,2.48405E-06,4.74087E-05,1.6937E-05,9.78722E-06,1.29548E-05,0,3.91014E-06,1.37474E-05,0,0,7.05243E-06,3.91792E-06,8.63717E-06,5.18836E-06,8.4143E-06,3.09757E-06,2.38502E-06,8.93973E-06,9.63573E-06,1.07392E-05,3.85407E-05
beta-D-(-)-Ribopyranose,0.00000935,0.0000177,0.0000414,0.00000464,0,0.00000896,0.00000322,0.0000103,0.00000416,0.0000165,0.0000145,0.00000993,0.0000101,0.0000117,0.0000245,0.00000987,0.0000106,0.00000778,0,0.0000352,0.0000103,0.0000126,0.00000995,0.0000107,0.00000509,0.0000137,2.25E-08,0.00000968,0.00000275,1.98919E-05,2.065E-05,3.6819E-05,2.81583E-05,1.41678E-05,2.09462E-05,8.63466E-06,5.30275E-06,5.37443E-06,3.40949E-06,5.44789E-06,7.53754E-06,6.76549E-06,0,0,5.3984E-06,6.76978E-06,1.09155E-05,5.75804E-06,5.9917E-06,6.27369E-06,2.3546E-05,1.23834E-05,8.38531E-06,1.1923E-05,5.45318E-06,6.54723E-06,8.01918E-06,0,1.62127E-05,0,2.66411E-05,9.90431E-06,1.25903E-05,1.37709E-05,1.26923E-05,1.08915E-05,1.76304E-05,1.5107E-05,1.68763E-05,1.19E-05,1.06107E-05,6.51353E-06,8.15002E-06,1.19523E-05,1.39051E-05,1.19952E-05,9.57684E-06,1.68768E-05,7.5758E-06,1.39971E-05,9.48907E-06,1.11956E-05,1.22625E-05,1.38352E-05,2.19923E-05,1.00647E-05,1.79946E-05,8.94012E-06,6.77163E-06,6.51608E-06,4.79827E-06,7.97082E-06,1.18171E-05,1.26429E-05,7.99859E-06,8.6924E-06
"beta-D-Galactopyranoside, methyl-, acetate",0.00000391,0.0000106,0.0000505,0.0000107,0.0000112,0.0000129,0.0000125,0.0000162,0.00000514,0.0000199,0.0000219,0.0000176,0.0000056,0,0.0000134,0,0.00000448,0,0.00000592,0.000023,0.000000252,0.00000313,0.00000313,0.0000189,0.00000261,0.0000241,0.0000114,0.00000729,0.00000199,4.88542E-05,0,0,0,7.68243E-06,0,3.36776E-05,0,0,0,0,0,0,2.17251E-05,0,1.43403E-05,0,0,0,0,3.30366E-05,0,0,0,8.98625E-05,0,1.51982E-05,1.86274E-05,2.55367E-05,1.78752E-05,1.77514E-05,9.84648E-07,3.00087E-05,0,1.63312E-05,1.68184E-05,4.83612E-05,0,1.74661E-05,1.62378E-05,0,1.15058E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",0.00000664,0.00000795,0.0000158,0.00000562,0.00000991,0.0000173,0.000014,0.0000165,0.00000443,0.0000146,0.00000668,0.0000162,0.00000869,0.0000267,0.0000448,0.00000437,0.0000114,0.0000102,0.0000179,0.00000878,0.00000745,0.000011,0.00000969,0.00000557,0.00000392,0.0000142,0.0000159,0.0000166,0.00000193,1.37884E-05,1.85896E-05,1.0641E-05,1.74343E-05,1.82587E-05,1.76326E-05,2.56891E-05,5.39885E-06,9.81365E-06,9.3854E-06,7.62661E-06,5.57113E-06,9.88533E-06,8.3873E-06,3.66228E-06,4.40892E-06,3.16115E-06,6.72112E-06,4.78929E-06,1.3389E-05,6.3286E-06,3.01147E-05,7.00504E-06,7.34852E-06,1.10286E-05,3.81981E-06,4.26672E-06,3.86113E-06,4.13009E-06,9.46604E-06,1.60146E-05,5.44925E-05,9.39396E-06,8.64458E-06,9.49874E-06,1.44534E-05,2.1039E-06,1.49268E-05,1.57758E-05,8.43295E-06,1.27537E-05,6.77599E-06,1.68822E-05,3.2581E-05,1.67081E-05,1.70009E-05,1.04199E-05,4.90279E-06,1.41798E-05,6.94477E-06,8.76569E-06,1.14816E-05,9.95769E-06,7.87591E-06,1.193E-05,1.33178E-05,9.33682E-06,5.3653E-06,5.11461E-06,8.40805E-06,6.02557E-06,4.79421E-06,5.99785E-06,1.83235E-05,9.00883E-06,7.38111E-06,5.93431E-06
Butanedioic acid,0.0000129,0.0000141,0.0000179,0.00000666,0.0000179,0.0000122,0.0000124,0.00000457,0.00000483,0.000011,0.00000557,0.0000076,0.00000792,0.0000069,0.0000159,0.00000326,0.00000444,0.0000121,0.0000126,0.0000284,0.00000324,0.00000895,0.0000217,0.00000879,0.0000104,0.00000868,0.0000144,0.00000566,0.00000393,1.07771E-05,9.05247E-06,1.10048E-05,1.04677E-05,9.71359E-06,1.26812E-05,4.05583E-06,4.25544E-06,9.3099E-06,1.03173E-05,6.55529E-06,6.43605E-06,3.13618E-06,8.64377E-06,5.05297E-06,4.3835E-06,1.23816E-05,5.7321E-06,8.56995E-06,2.63535E-05,1.51429E-05,3.02412E-05,9.64061E-06,7.0848E-06,6.75214E-06,1.89326E-05,5.4357E-06,6.05703E-06,7.78789E-06,4.21511E-06,4.67107E-06,8.43287E-06,1.46163E-05,1.24966E-05,1.27672E-05,1.17845E-05,1.90975E-05,1.50274E-05,1.47495E-05,2.44398E-05,4.85686E-06,3.79425E-06,2.49007E-05,2.81247E-06,1.58896E-05,4.84476E-06,5.54949E-06,3.48891E-06,1.07503E-05,8.57401E-06,1.17512E-05,4.08541E-06,1.61427E-05,8.63137E-06,5.18234E-06,8.47771E-06,6.7403E-06,7.13223E-06,8.53328E-06,1.08082E-05,1.0649E-05,4.56841E-06,8.07301E-06,1.46585E-05,1.10452E-05,1.1748E-05,8.57943E-06
"Butanoic acid, 3,4-dihydroxy-",0.0000101,0.0000169,0.0000355,0.00000987,0.0000218,0.0000174,0.0000116,0.0000149,0.00000285,0.0000163,0.0000102,0.00000898,0.00000551,0.00000925,0.0000133,0.00000434,0.00000589,0.00000431,0.0000138,0.0000119,0.00000737,0.00000526,0.00000582,0.00000916,0.00000525,0.000011,0.0000122,0.00000814,0.00000224,0,0,0,0,0,0,0,0,9.59277E-08,0,0,0,1.39571E-06,0,0,0,1.402E-05,4.03459E-06,4.17638E-08,0,0,0.000242453,2.15762E-05,0,0,0,0,2.29379E-06,0.000156824,0,0,6.36014E-05,0,0,0,0,0,0,0,0,0,0,0,1.45542E-05,0,0,0,0,4.79201E-09,1.91344E-08,9.22417E-09,2.45955E-09,0,0,0,0,3.44794E-06,0,3.53495E-06,2.47045E-06,3.36121E-06,1.36582E-05,2.10354E-05,2.21885E-05,0,2.00067E-05,0
Butyl Succinate,0.0000106,0.0000232,0.0000501,0.00000632,0.0000195,0.00000955,0.00000831,0.00000397,0.0000046,0.00000269,0,0.00000697,0.00000598,0.00000279,0.0000128,0.00000031,0.000000393,0.00000472,0.00000108,0.0000284,0,0.00000098,0.0000103,0.0000116,0.0000131,0.00000284,0.000011,0.00000252,0.00000348,8.8267E-06,2.62427E-05,2.15652E-05,1.06548E-05,2.21395E-05,7.26864E-06,8.14584E-06,1.75845E-06,5.20867E-06,1.1876E-05,5.9124E-06,9.52251E-06,6.68309E-07,0,1.13784E-05,3.92265E-06,1.03722E-05,8.18229E-06,1.18236E-05,4.63015E-06,5.92641E-06,0,9.36999E-06,1.01735E-05,2.02523E-06,4.23188E-06,6.50697E-06,5.23731E-06,4.60654E-06,7.43745E-06,7.29478E-06,3.3467E-05,6.9242E-06,8.48603E-06,8.80601E-06,7.85582E-06,7.97685E-06,1.59393E-05,6.51775E-06,7.32402E-06,1.09237E-05,9.78411E-06,7.99777E-06,8.36469E-06,9.54755E-06,7.76541E-06,6.38586E-06,6.28797E-06,1.95995E-06,6.46513E-06,7.80744E-06,5.2225E-06,3.09008E-06,8.10309E-06,2.88908E-06,1.6321E-05,5.44329E-06,5.88707E-06,7.2469E-06,6.12719E-06,1.39508E-06,4.32194E-06,4.28318E-06,7.18836E-06,8.78506E-06,6.14417E-07,5.93399E-06
Cadaverine,0.00000475,0.0000166,0.0000139,0.00000385,0.0000126,0.00000276,0.0000112,0.0000107,0.00000379,0.0000118,0,0.0000286,0.00000616,0.0000275,0.0000318,0,0.0000113,0.0000127,0.0000271,0.0000309,0.000012,0.0000144,0.00000254,0,0.00000418,0.0000104,0.0000206,0.000006,0.00000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151527,4.27963E-05,0.00011182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caffeic acid,0.0000106,0.000014,0.0000201,0.00000915,0.00000988,0.0000245,0.00000823,0.0000139,0,0,0.00000792,0.000016,0.00000519,0.000014,0.0000125,0.00000865,0.0000113,0,0.00000932,0.00000882,0.0000107,0.00000469,0.0000044,0.0000124,0.00000492,0,0,0.00000827,0.00000256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1795E-05,0,0,0,0,5.7308E-05,0,0.000130352,0,0,0,0,0,4.3019E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168903,0,5.35178E-06
Campesterol,0.0000109,0.0000139,0.00000751,0.00000264,0.0000113,0.00000744,0.0000065,0.00000669,0.00000129,0.00000268,0,0.0000131,0.00000827,0.0000138,0.0000195,0.00000447,0,0.0000213,0.00000509,0,0.00000802,0.0000214,0.00000524,0.00000629,0.0000103,0.00000192,0.00000566,0,0.00000868,0,1.85803E-05,2.95767E-07,0,4.44989E-06,1.11797E-05,0,1.244E-06,8.48621E-06,1.43458E-06,2.06264E-05,1.94492E-05,3.46695E-06,2.62327E-06,0,6.44165E-06,1.4815E-06,2.78787E-06,3.7433E-06,1.85672E-06,0,6.7136E-05,3.78821E-07,1.47893E-05,2.25606E-06,5.08946E-06,2.24547E-05,0,5.52796E-06,5.62379E-06,1.4821E-05,3.1483E-05,2.20556E-05,3.29958E-05,0,4.75536E-08,3.42811E-06,1.90729E-07,0,6.09039E-06,1.72504E-07,0,5.11507E-06,0,2.06167E-05,2.54238E-07,5.23016E-06,1.07039E-06,5.94551E-06,0,9.36343E-06,0,0,0,0,2.04318E-05,1.85739E-07,0,0,0,8.43191E-06,0,0,0,0,4.83807E-06,1.95512E-05
Cholesterol,0.000011,0.0000101,0.00000714,0.00000354,0.00000828,0.00000713,0.00000859,0.00000731,0.00000427,0.00000425,0.0000047,0.0000123,0.00000673,0.00000784,0.0000175,0.000006,0.00000742,0.0000601,0.0000227,0.0000194,0.0000119,0.0000185,0.0000111,0.00000941,0.00000747,0.00000723,0.0000167,0.00000677,0.00000484,3.25171E-06,3.85026E-06,3.49464E-06,5.73295E-06,4.10887E-06,4.80424E-06,6.73675E-06,8.05343E-06,2.71926E-05,2.19582E-05,9.81166E-06,9.36683E-06,1.04157E-05,9.83839E-06,8.76371E-06,1.97877E-05,4.6022E-05,3.00746E-05,1.94445E-05,5.75503E-06,3.12297E-06,1.3182E-05,4.20293E-06,5.83693E-06,3.14694E-06,5.49359E-06,4.14423E-06,7.39471E-06,1.74255E-06,2.83531E-06,3.28742E-06,4.67153E-05,7.80927E-06,7.3985E-06,8.14529E-06,0,1.08795E-05,8.87367E-06,1.80717E-05,8.76855E-06,4.53666E-06,1.1495E-05,5.32371E-05,1.041E-05,8.93462E-06,1.27055E-05,2.24065E-05,9.06017E-06,8.22702E-06,7.12359E-06,0,2.04221E-05,4.15436E-06,5.83804E-06,1.01008E-05,6.50148E-06,3.05617E-06,3.01738E-06,2.51927E-06,3.15121E-06,2.7383E-06,4.2291E-06,3.1069E-06,1.09498E-05,3.80574E-06,2.90622E-06,3.55915E-06
Cinnamic acid,0.0000116,0.0000114,0.0000191,0.00000732,0.0000127,0.0000135,0.0000119,0.0000115,0.00000546,0.0000201,0.00000853,0.0000124,0.00000412,0.0000102,0.00000957,0.00000501,0,0,0,0,0,0,0,0.00000904,0.00000405,0.0000102,0.0000132,0,0.00000161,4.19615E-05,0,0,4.35083E-05,4.8349E-05,6.03383E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47071E-05,0,0,1.85731E-05,0,0,2.17692E-05,2.55661E-05,0,0,0,0,2.33453E-05,0,1.72597E-05,0,2.40682E-05,2.23356E-05,4.73144E-06,0,3.12103E-05,0,3.04569E-05,0,0,2.76823E-05,0,0,0,0,0,5.97109E-06,0,0,0,0,0,0
"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane",0.0000108,0.00000434,0.0000121,0.00000789,0.0000115,0.00000887,0.0000113,0.0000116,0.00000831,0.0000218,0.0000185,0.0000109,0.0000102,0.0000221,0.0000411,0.00000577,0.00001,0.000018,0.0000121,0.000015,0.00000812,0.0000125,0.0000111,0.00000784,0.00000241,0.00000853,0.0000146,0.0000117,0.00000174,1.38453E-05,0,1.48178E-05,2.65261E-05,1.28965E-06,7.34586E-07,9.89775E-07,1.17876E-05,2.22653E-06,1.37877E-06,9.62218E-07,2.03934E-05,1.92412E-05,1.3968E-05,1.85323E-05,1.35397E-05,2.20976E-05,1.21305E-05,1.9579E-05,1.79171E-05,2.41272E-05,0,2.83974E-05,1.84357E-05,1.70643E-05,0,0,4.64144E-05,0,0,0,0,2.08888E-05,3.94241E-05,1.79782E-06,0,2.59984E-05,3.60164E-06,1.07628E-06,3.76689E-05,0,1.1153E-05,2.3964E-05,1.44437E-06,0,8.83686E-07,0,6.85444E-06,0,6.61074E-06,0,6.18971E-06,6.93449E-06,5.37563E-05,4.74016E-05,0,0,0,0,0,0,5.90601E-06,0,0,0,5.78295E-06,0
"cis-4,5-Dihydroxy-o-dithiane",0.00000859,0.00000777,0.0000201,0.00000526,0.00000874,0.00000955,0.0000107,0.0000154,0.0000032,0.0000077,0.00000736,0.0000135,0.00000686,0.00000758,0.0000195,0.00000702,0.0000101,0.0000105,0.0000108,0.0000178,0.00000909,0.0000103,0.00000575,0.00000573,0.00000619,0.0000288,0.0000274,0.0000143,0.00000428,2.28546E-05,1.7283E-05,1.67796E-05,2.20266E-05,2.58133E-05,2.84665E-05,5.02967E-06,3.59043E-06,1.67424E-06,0,3.52229E-06,4.90574E-06,5.477E-06,4.9851E-06,4.09081E-06,5.55485E-06,5.63273E-06,3.50017E-06,4.7145E-06,7.90868E-06,8.94099E-06,4.79784E-05,1.54683E-05,8.21289E-06,8.40619E-06,5.91985E-06,6.32398E-06,8.0776E-06,7.6323E-06,9.21757E-06,9.43647E-06,2.18567E-05,1.12108E-05,7.89875E-06,1.25746E-05,1.1565E-05,1.49587E-05,1.26145E-05,1.26194E-05,1.36787E-05,8.93884E-06,1.07281E-05,1.10941E-05,1.29113E-05,8.62764E-06,1.76963E-05,1.11725E-05,9.15132E-06,2.34813E-06,1.3673E-06,3.19498E-05,3.63979E-05,9.90269E-07,3.07022E-05,1.42007E-06,0,8.76013E-07,1.12624E-06,1.08539E-06,9.71431E-07,1.12097E-06,1.20374E-06,1.37931E-06,1.04228E-06,1.12921E-06,1.28267E-06,1.41031E-06
Citric acid,0,0.00000467,0.00000498,0,0,0,0,0.000012,0.00000496,0.0000218,0.0000235,0.0000181,0.00000525,0,0,0.0000133,0.00000704,0,0.0000393,0,0.0000151,0,0,0,0,0.0000144,0.000013,0.00000453,0.00000358,5.54462E-06,1.04201E-05,1.06359E-05,8.66497E-06,6.97846E-06,7.25365E-06,4.64354E-06,3.1878E-06,6.01163E-06,3.89254E-06,4.34786E-06,7.18284E-06,2.05205E-06,4.3022E-06,9.53798E-06,1.70169E-05,1.26997E-05,5.28463E-06,8.60719E-06,4.91598E-06,6.42339E-06,1.65024E-05,5.48084E-06,2.13167E-06,4.88576E-06,1.72072E-06,1.04018E-05,0,6.95312E-06,7.23464E-06,7.52726E-06,0,9.26406E-06,8.31487E-06,5.10191E-07,6.84852E-06,6.15157E-06,1.25972E-05,7.827E-06,7.82664E-06,9.56994E-06,6.81554E-06,8.93693E-06,1.14815E-05,7.13454E-06,7.31363E-06,8.52342E-07,6.0048E-06,2.33601E-05,0,2.53415E-06,2.21637E-06,3.01796E-05,3.82049E-06,1.95713E-06,8.35393E-06,1.41132E-06,4.569E-06,5.15414E-06,3.08361E-06,1.20188E-09,3.27416E-06,6.39941E-06,5.04895E-06,6.36459E-06,4.10481E-06,7.00477E-06
Cyclo(L-prolyl-L-valine),0.0000047,0.00000385,0.000027,0.00000712,0.0000149,0.0000202,0.00000784,0.0000312,0.00000211,0.0000107,0.00000582,0.0000246,0.000006,0.00000686,0.00000596,0,0.00000385,0.00000933,0.0000138,0.0000172,0.00000785,0.00000216,0.00000706,0.00000248,0.0000102,0.00000737,0.0000275,0.000012,0.00000369,8.06248E-06,7.75163E-06,6.80449E-06,8.29671E-06,8.51787E-06,8.56312E-06,6.18529E-06,5.91491E-06,1.14349E-05,7.47486E-06,2.74348E-06,1.05567E-05,8.21443E-06,6.44253E-06,5.14255E-06,6.04244E-06,9.88564E-06,4.81713E-06,9.07191E-06,6.73973E-06,9.57687E-06,7.27347E-05,1.16446E-05,9.28492E-06,1.03977E-05,8.58824E-06,2.18636E-05,1.57027E-05,7.82589E-06,1.45919E-06,1.84598E-05,1.58813E-05,7.67955E-07,6.44585E-06,0,1.47072E-05,7.47567E-06,0,6.37561E-06,4.50604E-07,1.56302E-05,1.50185E-05,1.92231E-05,1.11142E-06,1.99347E-05,1.12372E-05,1.28453E-05,0,2.17815E-05,0,5.53609E-06,0,8.85432E-06,9.96139E-06,9.69364E-06,2.43935E-05,0,7.91669E-06,8.99771E-06,1.08634E-05,4.2331E-06,1.50142E-06,9.30813E-06,0,2.09931E-07,0,8.22688E-06
Cyclohexanecarboxylic acid,0,0.00000565,0,0,0,0,0,0.0000376,0.00000755,0.0000651,0.0000187,0.0000147,0.00000535,0.000017,0.0000138,0.00000498,0.00000803,0.00000727,0.0000247,0.00000623,0.00000895,0,0.00000319,0,0,0.0000137,0.0000179,0.00000604,0.00000155,0,0,0,8.35221E-07,0,3.34641E-05,0,0,0,0,0,1.77782E-05,0,0,0,1.5565E-05,0,1.74623E-05,2.13616E-05,3.24494E-05,4.72943E-05,0,4.28458E-05,1.71382E-06,2.77916E-05,1.66462E-06,0,0,0,0.000135234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21318E-05,4.27847E-05,1.54061E-06,1.26597E-06,0,1.16441E-06,3.72566E-05,0.000115993,0,0,0,0,0,0,0,1.59714E-06,8.71316E-07,0,1.224E-06
Cyclohexanemethanol,0.0000117,0.0000132,0.0000228,0.00000747,0.0000153,0.0000193,0.000016,0.0000118,0.00000443,0.0000186,0.00000889,0.000011,0.00000629,0.0000216,0.0000157,0.00000469,0.00000602,0.00000677,0.00000946,0.0000125,0.00000765,0.00000519,0.00000464,0.0000099,0.00000489,0.0000172,0.0000126,0.00000963,0.00000388,1.14515E-05,1.759E-05,1.1692E-05,1.42133E-05,1.40672E-05,3.4028E-06,5.56571E-06,6.44907E-06,1.00687E-05,6.89168E-06,7.25086E-06,8.43419E-06,4.01151E-06,4.56474E-06,7.83149E-06,7.00936E-06,7.68226E-06,8.07097E-06,1.43064E-05,8.81261E-06,1.24492E-05,3.45982E-05,1.12304E-05,1.08617E-05,1.51479E-05,1.23816E-05,1.13821E-05,8.94249E-06,8.79165E-06,9.03163E-06,1.39909E-05,2.97804E-05,8.56556E-06,9.11689E-06,1.30613E-05,6.16832E-06,8.10979E-06,1.63054E-05,6.80991E-06,7.23221E-06,1.35177E-05,1.15204E-05,1.4895E-05,9.70872E-06,1.47709E-05,7.95531E-06,1.1531E-05,8.36213E-06,1.06445E-05,7.99637E-06,5.5864E-06,4.92285E-06,9.86978E-06,5.95832E-06,7.5725E-06,1.42513E-05,8.16676E-06,6.68384E-06,5.0102E-06,5.19798E-06,5.81431E-06,6.9893E-06,4.96824E-06,1.18386E-05,7.28188E-06,5.89582E-06,6.5435E-06
Cyclohexanol,0.00000569,0.0000101,0.000013,0.00000233,0.00000739,0.00000715,0.0000139,0.0000113,0.00000256,0.00000556,0.00000484,0.0000245,0.00000601,0.0000234,0.0000447,0.00000358,0.0000193,0.0000158,0.0000309,0.0000421,0.00000584,0.00000969,0.0000132,0.00000312,0.00000315,0.0000146,0.0000203,0.0000153,0.00000439,1.49196E-05,2.38656E-05,3.10968E-06,1.97741E-05,2.59276E-05,2.23203E-05,7.42503E-06,0,1.13041E-05,1.24541E-05,4.87903E-06,0,3.48769E-06,9.45179E-06,9.92772E-06,0,1.11681E-05,1.36467E-06,3.4628E-06,2.07059E-05,1.88383E-05,9.46397E-05,2.76389E-06,3.21199E-06,8.69137E-06,1.44808E-05,1.0418E-05,0,7.12625E-06,1.91276E-06,1.73333E-05,7.12781E-05,1.85391E-05,1.58831E-05,1.97968E-05,0,1.30289E-05,3.4297E-05,1.32316E-05,5.6203E-06,1.06807E-05,1.09715E-05,1.56915E-05,2.08948E-06,1.90138E-05,6.11314E-06,0,4.86698E-06,0,8.43772E-06,1.19422E-05,2.98477E-06,9.59326E-06,9.43873E-06,3.19172E-06,2.16427E-05,7.37566E-06,5.12392E-06,0,1.16979E-05,8.20101E-06,1.07609E-05,1.06623E-05,1.59577E-05,6.47866E-06,2.70811E-06,7.77029E-06
"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",0.0000113,0.00000442,0.00000522,0.00000632,0.00000731,0.00000828,0.00000874,0.0000106,0.0000063,0.0000154,0.000018,0.0000155,0.0000176,0.0000136,0.0000339,0.00000968,0.0000112,0.0000449,0.000018,0.000027,0.0000126,0.00000947,0.00000987,0.00000406,0.00000289,0.0000096,0.0000149,0.00000929,0.00000226,8.44602E-06,7.01795E-06,1.01224E-05,9.45415E-06,9.57036E-06,9.71477E-06,8.32034E-06,1.03746E-05,1.06434E-05,9.59471E-06,8.75605E-06,1.36054E-05,1.02353E-05,6.68442E-06,4.50116E-06,5.9576E-06,1.56364E-05,6.86938E-06,1.30783E-05,1.06729E-05,1.43841E-05,6.19241E-05,2.18368E-05,1.52809E-05,1.14777E-05,6.23435E-06,1.66423E-05,1.26697E-05,8.95506E-06,8.12785E-06,5.42493E-06,8.2184E-05,7.16869E-06,6.3755E-06,4.16756E-06,1.06903E-05,9.3026E-06,2.96866E-05,1.00445E-05,0,1.10741E-05,1.0048E-05,1.33677E-05,1.06374E-05,1.46159E-05,8.04107E-06,1.43362E-05,4.23072E-06,1.43314E-05,5.82378E-06,5.43126E-06,7.64119E-06,0,9.35539E-06,3.84584E-06,1.63711E-05,5.26351E-06,3.89598E-06,5.64458E-06,3.97179E-06,5.81235E-06,6.6727E-06,6.0809E-06,4.86792E-06,4.22369E-06,3.11636E-06,4.05087E-06
"Cyclopentanone, 2,4,4-trimethyl",0.00000749,0.00000754,0.0000136,0.00000626,0.00000941,0.0000113,0.0000103,0.00000874,0.00000583,0.000016,0.000013,0.0000161,0.00000809,0.0000157,0.0000303,0.0000111,0.0000181,0.0000165,0.0000232,0.0000309,0.0000151,0.00000762,0.00000956,0.0000065,0.00000437,0.0000146,0.0000145,0.0000107,0.00000316,0,0,0,0,0,0,6.57046E-05,0,6.10014E-05,3.2013E-05,3.98663E-05,0,5.28843E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62579E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.06802E-05,9.29673E-05,8.08365E-05,0,0,0,0,0,0,0.000482456,0,0,0,0,0,0,0,0,0,0,0,0
