NAME ,CSF 75 103 20122021,CSF 106 20122021,CSF 105 21122021,CSF 101 102 104 21122021,CSF 81 83 108 113 21122021,CSF 109 21122021,CSF 110 21122021,CSF 113 20122021,CSF 88 118 21122021,CSF 89 PROVA 07122021,CSF 115 116 121 122 21122021,CSF 118 120 21122021,CSF  96 20122021,CSF 70 21122021,CSF 97 21122021,CSF 123 124 126 20122021,CSF 129 21122021,DSS 71+77+T0.5 090224,DSS 72+74+T0.8.2 090224,DSS 73 090224,DSS 76 090224,DSS B896 090224,DSS T0.5+B897 090224,DSS T0.7 090224,DSS T0.8 090224,DSS 79+111+80+902 090224,DSS 114+107 090224,DSS BT1.8 090224,DSS T1.5+T1.7+902 090224,DSS T1.6+901 090224,DSS 85+86+T3.8+78+906 120224,DSS 91  120224,DSS 117  120224,DSS 122+90+87  120224,DSS 906+T3.8 120224,DSS 907  120224,DSS T3.6  090224,DSS T3.7  090224,DSS 93+126+T5.6 120224,DSS 95+127 120224,DSS 129+94+128 120224,DSS 911+T5.6 120224,DSS 912  120224,DSS T5.5+T5.8  120224,DSS T5.7 120224,3297 VECPAC 190224,3354+3353VECPAC 190224,3369+3673+3371+3677 VECPAC 190224,3674+3677 VECPAC 190224,3677+3688 VECPAC 190224,3679 VECPAC 190224,3680+3629.1 REP VECPAC 200224,3681 VECPAC 190224,3687 VECPAC 190224,VECPAC 3678+3675 120224,3296+3296.1 VECPAC 200224,3306+3296+3296.1VECPAC 200224_2,3328+3356 VECPAC 190224,3330+3347+3689 VECPAC 190224,3352+3370+3689 VECPAC 200224,3355+3364+3665 VECPAC 200224,935 CTR LPS CSF 070224,936 CTR LPS CSF 070224_2,937 CTR LPS CSF 070224,938+942 CTR LPS CSF 070224,939+940.2 CTR LPS CSF 070224,940+934 CTR LPS CSF 070224,941 CTR LPS CSF 070224,942 CTR LPS CSF 070224,943 CTR LPS CSF 070224,"944+946 CSF 2,5H 080224","945+949 CTR 2,5H CSF 070224","948 CSF 2,5H 080224","950+951+947 CSF 2,5H 080224","952+953 CSF 2,5H 080224",954+961 CSF 24H 080224,955+961 CSF 24H 080224,956 CSF 24H 080224,957 CSF 24H 080224,958+963 CSF 24H 080224,959 CSF 24H 080224,960+962+963 CSF 24H 080224
Benzophenone,64328.919,50312.07387,28401.93882,30669.39568,53236.01725,53906.50954,42935.39408,39714.13832,24216.32864,92054.31058,10074.45241,46261.64461,52846.82336,33360.17168,52619.63598,43441.53248,32201.15474,47510.47502,11014.65821,62274.19812,49206.24593,43611.22755,30550.58555,13522.20247,33099.05651,47128.5654,60676.5825,39307.26919,44223.04141,43524.08494,62566.22256,33489.27252,26897.20877,54480.48388,33677.27743,37681.68346,35913.17794,77339.69765,51814.60504,47760.21416,76579.83466,54163.67208,32095.50615,57507.17374,28635.91539,29601.25041,74727.59752,52260.28611,53709.36421,55300.6865,22734.16291,43393.83302,0,35010.26645,36268.65497,53154.07589,35951.5189,48508.46923,45521.20224,55319.54993,64967.73211,38392.04848,46129.49669,53433.08587,48924.41921,27759.68369,19034.18495,29479.77133,42746.0297,46661.02096,58215.18823,79325.84117,29770.70526,93695.80827,24039.93477,55774.9473,39813.12743,21268.60734,35257.17631,51095.21338,60543.88127,25827.43205
Benzyl alcohol,51817232.89,42750210.98,34183996.8,53927787.93,44535617.16,98992499.47,48635585.38,37355348.62,37120883.38,40425358.52,45152529.49,37006641.75,33316170.86,36276681.3,38750068.92,53437339.65,31326401.48,80469438.03,28973111.31,73166516.09,46869621.79,38775069.67,56540617.96,26090911.35,29550391.36,39598309.14,45060434.76,33750127.53,35531977.23,42349848.12,64472586.58,30406722.59,39012256.72,52111249.18,24103213.97,28012717.91,38156019.07,66615486.51,43117632.38,40319621.03,64239434.77,43484533.47,44184697.29,72748884.56,32305624.28,29662925.79,87362392.38,50134746.93,51845509.16,54605906.44,25928181.18,30753706.59,28071022.04,30608973.81,32728860.15,49552760.83,32967426.47,42101576.71,34477184.54,64941424.03,74267148.44,39761441.7,30865509.53,42384014.64,34655265.84,35536648.6,44437176.26,61940912.6,23269570.41,26987835.43,52629876.66,51547742.92,37869642.04,98199373.12,31307909.64,48015956.71,38952053.61,34645595.56,72981606.1,47760723.93,41383839.34,49880096.33
Biphenyl,5900734.404,4271080.444,4345574.877,3776048.318,4185663.916,4811785.2,4783732.609,3970729.495,3960275.174,6698937.687,3571749.066,3679485.815,3804233.344,4075541.129,4140004.691,6827355.777,3563827.345,5407042.687,3468597.224,7039788.827,4822053.316,4520372.347,6731068.822,2909306.017,4345949.66,3961898.493,4915815.679,3953880.195,4193413.923,4527377.134,5794217.947,3371678.793,4308142.491,5072980.598,3301112.548,3246389.191,4195693.748,6348020.505,4452042.698,4707598.768,7201652.057,2717808.663,3582650.114,5073372.083,1610620.189,3399966.786,7786629.147,4972796.175,5090735.6,4947238.571,2709020.555,2730824.336,3320720.855,2868667.237,3987825.046,5551762.924,3649608.994,4241852.738,2829894.599,7390082.301,6396971.113,4611113.13,3327431.058,4700129.203,3685043.205,4484940.096,5262802.526,4259489.918,2801809.335,3596894.383,4986005.431,5307289.387,6230974.448,8359237.351,3639875.316,4923560.604,4311250.472,3652607.414,5400029.987,2833362.524,4400163.805,3561398.943
Butachlor ESA,0,0,0,1.838015074,0.780603597,0,0.561830567,0,0.304761966,0,0,0,0,0,0,0,0,0,0.17192935,0,0.337772901,0.208617911,0,0.34395544,0.654698103,0.28503249,0.370352094,0.429750617,0,0.394200723,0.303406248,0.077584796,0.291722585,0.208166967,0,0.358782889,0,0.789671807,0,0,0.194509233,0,0.226860675,0,0.093333036,0.247419454,0,0.164524788,0.192370983,0.139944483,0,0.23240322,0.236226523,0.346587577,0.137852622,0.230663853,0.275510595,0.296497566,0.315496756,0.46470036,0,0,0.086058184,0.384077502,0.185312188,0.197191638,0,0,0.268192607,0.242069495,0.25411993,0.281282366,0.204856927,0.143346207,0.275266606,0.342755759,0.273734643,0.21217781,0.254396931,0.166547012,0.324957443,0.208917653
Butanedioic acid,1181732887,810955659.7,988598134,1011414273,1028641096,768751609.1,868625541.1,762635495.8,764500651.9,1341117403,847036024.6,860298128.7,789168163.1,688930894.3,856790006,1272924974,763871641.3,346030865.9,798395234.8,928852620.6,275182526.1,1371253116,758804222.3,1115412187,1348984306,368163762.8,1284538992,1024161870,1114377374,1099164304,1233449311,334798711.1,1122479823,1049126324,222789683.2,261605487,236507384.6,1074078437,1144698140,1086867603,1630697794,1037282992,1049588532,1374584027,1012112151,787071215.3,698142662.3,1035906486,897257596.4,811247375.2,766162786.7,973455340.9,613268302.8,998757262.5,567557428.7,1525587652,812589546.3,879678170.9,1040241654,1162470422,1118599116,218102984.9,1176089602,386105147.3,1539005246,1390305714,352084112.9,435007880.9,979060402,1328093448,400370257.6,1594392686,1078856430,701042746,1311665770,1372979920,1077069853,816393869.2,384336367.3,300432970.3,1210864791,1225730638
Butylmethylamine,23615014.58,21522654.38,21336328.62,15762929.53,9662722.256,31515281.94,10687309.7,13850656.74,17026172.55,12091100.65,22635779.24,18917022.58,20233214.15,20228361.08,16936896.04,25044544.15,24019249.72,21363525.36,14868232.38,7358553.082,17476226.15,15508449.44,31118944.89,13260665.83,15430713.54,16609454.98,16317876.1,14887213.19,17258236.54,21546570.81,21712147.43,18731468.26,18176655.76,18140483.92,14619858.28,10952571.61,15584071.44,28839034.06,23036878.63,11878766.11,32957644.07,26171291.11,13345875.7,40842531.34,17440569.48,16531394.4,44615829.1,23141501.91,22178819.16,28786235.87,9995193.524,17666373.89,12824776.48,17747795.31,16425580.54,6614001.854,13745259.98,13631071.74,18978676.97,14472454.8,28607611.3,19541563.41,5685855.181,20472871.97,10600695.3,17537028.4,6831663.591,23314227.76,9943971.495,15813910.3,20162366,34875677,28988960.59,21708550.41,5059561.28,13271520.53,11006880.91,18729439.99,31662149.97,30089382.71,25135182.64,31144422.67
Butyric Acid,195129446.7,120166220.7,175861269.2,137380785.4,124260096.2,133410722.4,134071964.6,145849985.6,160847849.3,204182899.1,148400441,109222781.6,111931856.1,133600019.3,131288555,236663320.2,101194578.1,198391864.7,95331998.94,179592354.3,184509415.3,155367107.2,207674198.5,130470813.7,101200277.7,163722831.7,174286987.1,141420035.1,148664202.2,184968494.5,196724994.8,49871536.81,104842228.6,164813700.5,111752741.4,122358828.9,140791365.4,96068688.89,157381126.1,128829213.3,214034747.5,152203895.8,108152055.6,177616151.9,132308621.8,97129452.59,189179727.8,146974112.1,194092130.6,173859669.4,148106692.7,96232070.03,90510879.16,111510580.5,131697590.2,163998617.4,119319746.9,148042366.8,122041331,204132127.3,219373179,130874154.1,112968359.7,183631321.5,153583999.7,108371338.3,126683963.9,236806999.7,108034866,127879505.7,142387614,175026336.3,197545574.6,188938437.9,163960187.6,130683812.9,112180021,119207624.2,158178488.4,120517327.1,149683419.3,145369507.1
Chlorobenzilate ,0,2606658.785,0,841032.1714,3483253.971,0,28480771.62,4796871.263,45226293.83,0,0,0,9086840.448,33266077.72,0,0,8035218.905,11454897.56,10110111.47,19686958.06,0,151739340.9,0,16874013.21,0,13843180.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127833429.4,0,0,0,0,0,0,24421262.16,0,0,1111181.773,1225514.207,0,0,0,13729769.82,17085110.93,0,0,0,0,0,7347828.325,5919457.064,90860901.88,6080349.886
Cholesterol,10555502.52,3682993.25,7511804.511,46171399.7,16864.08981,3436187.687,12314493.71,13118027.98,2611554.418,3701.378319,15297884.2,41439879.98,4448.493947,17319893.2,178574403.2,39677.83945,53566568.2,135912973.3,9024027.614,216926142.5,2415407.278,2649351.506,22458385,4256282.266,743035.6216,9508568.052,8682430.624,297852.3988,1309916.356,828565.3589,146956778.6,0,10542027.31,28714484.55,3677673.028,2911521.966,4759831.6,0,9704742.362,0,26284591.57,1510952.902,101713.4814,16856075.34,1121255.436,4578691.269,70039879.67,31431687.01,25684584.31,0,5372335.71,3287593.233,46236.90927,1606913.25,5612944.736,6496611.517,6845632.963,5739878.245,20326091.6,24536705.63,170196834.5,18785342.96,11149870.23,23535487.1,25357855,29557019.98,33155785.33,96037517.29,825880.2118,9438729.023,0,35953545.31,33907641.63,90250301.44,12271115.46,15774916.12,2383770.531,9941545.052,0,25996186.07,0,26793430.78
cis-2-Decenoic acid,0,0,46016.55979,132051.6638,0,0,66654.86288,62919.80477,0,0,0,8666.449018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233000.83,0,0,0,0,0,0,0,0,0,287979.2598,0,0,0,0,0,0,0,0,0,0,0,0,101989.9296,0,0,0,0,0,0,0,47685.93982,0,148027.0391,0,28987.54204,0,46571.63624,0,62211.34606,0,0,29170.83083,0,55676.13906,52037.18422,40650.49281,39668.87192,0,13522.14983,22238.87433,0,0,0,0
Citramalic acid,65475.55427,0,42215.0355,16645.59004,40382.68802,14671.29419,17266.74568,23480.34146,46932.6767,8752.206545,21180.97328,18965.88413,17988.60439,0,0,59059.38039,11184.41482,5033.763889,12714.12534,11441.87584,48435.64941,15369.93686,20407.21707,16528.30859,32356.77751,8795.600953,18564.86749,23160.05468,0,20375.70389,32480.31932,40204.99818,29403.29776,37457.9968,25827.66776,32365.7085,21988.46756,32060.14567,23922.44988,30774.79985,35124.12549,0,27172.39748,30099.4958,33677.71337,16750.21943,36030.99772,48442.0467,0,32870.98268,23738.29857,0,17749.63806,29696.42065,14993.05973,19432.78029,36296.33007,28416.77276,41706.67755,9386.526379,24914.08653,35483.94342,19264.93791,15861.62426,23174.26125,26459.04473,21849.2033,18161.53564,0,39229.38961,36910.60872,33274.47084,22211.62005,10627.94762,29698.37246,29135.29722,25486.21055,26048.52631,23394.35425,15984.93902,29614.25095,17437.0606
Crotonic acid,8812609.678,6629605.181,7692800.92,3510631.149,7143368.218,9436608.319,8754135.641,6842479.137,6806952.562,8610273.526,6053968.28,6387251.045,6804818.231,6557850.49,7128516.868,11291433.42,6823244.38,12357858.01,6465047.523,10660931.65,7574218.79,6294534.574,9798831.466,6052583.029,1559505.488,6939264.743,7984620.065,6546907.436,6138404.946,7453104.456,7780983.362,5139335.99,6275439.595,7003210.314,4934773.85,4701334.742,6810329.282,15943898.85,6225722.763,6923937.175,9069123.91,8101930.889,5940936.192,10295498.82,5382044.869,5384743.275,11270193.92,9638117.484,9303518.982,7297944.526,5028004.964,6472902.216,5008721.948,6039096.361,4153970.086,6785074.117,5969733.837,7037719.448,7127167.13,9452233.653,11947608.21,6270394.093,5669818.278,8155260.78,8206399.938,7980399.155,7390421.641,8747736.584,5128296.611,6011869.399,7687841.464,10495765.98,8257987.256,9276309.02,7065172.573,7756608.4,4542802.07,5160255.314,7708845.536,9851668.554,6741628.272,6660253.665
Curcumin,0,365177.5629,238355.4516,0,0,0,0,335884.1981,0,0,0,311384.1557,439027.8737,302422.1194,338603.1089,0,266669.656,139619.0577,184735.2153,209114.0763,173823.3657,140597.6259,211823.5095,106130.6203,160620.0488,156166.4211,179248.6114,159105.4517,154973.3321,171550.8617,156592.7058,130297.2253,153500.3639,54368.10224,107784.8766,0,153498.1822,260100.6775,138332.0758,69421.57861,273492.6234,163734.3022,152364.4312,194171.1455,123108.5436,105906.9438,229211.4083,144316.6128,217950.682,144571.6996,87267.14672,138707.4034,101540.8392,151528.898,137473.783,184813.8245,115267.7502,143604.5667,153870.25,184649.708,204047.0731,123241.3648,91855.79596,167759.5217,150980.6638,149202.2675,148519.4988,239164.6689,121256.4494,148190.0094,132482.6043,220116.249,195430.4662,245448.4731,157876.6601,160735.2,112160.759,134333.4949,166176.6822,70037.57962,155314.9093,118422.9555
Cyclobutylamine,62194771.29,40754575.15,43011370.28,49206230.6,37261212.25,48704731.12,51186072.78,41973780.05,49294057.17,39172061.38,38526654.91,39176292.19,39052678.85,37837507.98,38206651.7,63251664.15,34174776.03,75002847.22,48028784.87,52323740.57,45526155.11,35137671.58,52777952.32,34116780.31,42564523.85,38676396.62,43344611.69,37000073.72,36022297.53,44269025.9,50703164.54,32339229.33,35475810.99,47733124.16,30126893.09,32581079.33,38191399.58,61541412.11,42846772.23,41828211.77,61021278.8,52384153.8,39823798.67,54161838.07,34661705.22,29746210.27,76841286.4,51113685.53,50960566.18,41808103.02,24690521.2,39599421.42,28265474.73,39921928.17,36164973.4,50583403.87,35378329.3,41157897.31,40906533.85,59543725.87,62009786.91,34559781.06,30281402.39,47802200.33,40548877.92,49993774.98,38474147.56,68522421.03,32446267.64,37872678.34,42888058.96,55425645.03,51138220.27,66501045.52,42350802.55,45637299.73,33100497.73,34540664.12,43433566.88,55004352.75,40290058.52,39346286.45
Cyclocurcumin,0,239994.9512,0,85392.74562,2176827.033,0,1577449.746,14.44858157,26264.74423,0,33681.18265,1062887.734,0,0,119445.5359,0,19449.75274,0,166150.3189,0,0,0,0,0,0,0,0,0,0,0,0,0,4167.239907,0,0,0,0,0,0,0,0,0,8627295.409,0,0,0,24324.98378,9278.181477,0,0,6299.772852,343406.3065,0,0,0,0,537757.9163,841260.847,54330.05572,1439539.377,1771009.97,0,0,0,0,0,1554376.119,0,0,0,0,0,0,37636.86549,434136.4001,0,0,0,0,712160.6372,3859899.705,0
Cycloheptanol,12555884.31,10437064.64,8141604.086,8697874.112,9200738.723,9871791.412,8582033.7,10174858.8,8740902.45,5761511.569,8030382.622,9333241.858,8147286.664,8945025.732,10266093.95,9737462.01,8367179.331,14531958.82,5735869.429,13728475.27,5328413.735,6407572.816,7679601.843,5911010.333,6435019.557,4259132.316,5975770.714,5059880.792,4040267.131,3550669.594,27177348.94,4218983.554,5873915.632,11835179.64,4658645.61,6203675.757,3530576.415,17830817.45,11655761.17,7428936.958,23522236.49,17111350.88,5582077.203,13588865.55,6417175.028,5260369.97,12980600.23,8251831.697,7454803.856,8401261.162,9485329.255,5943896.137,15690617.35,4943549.472,11463119.85,9135287.63,6718257.617,7862742.681,5700482.028,14117484.25,12464188.9,5733260.108,5422968.552,7322700.776,8775162.849,10545061.52,8056159.126,11348501.47,4547224.374,6964555.4,10692928.2,9704014.786,10013769.16,15526264.28,7225023.588,8504488.044,4195330.127,10171725.93,12430919.96,9715659.891,10888393.99,13675279.33
"Cyclohexanone, 3,3,5-trimethyl",6387665.111,2976523.14,3139768.87,15266218.09,2799977.036,3434515.289,5351656.028,20306811.53,3943741.845,2969765.393,3147325.675,2997757.678,4835315.875,6511941.043,19254698.05,15025493.26,4098762.15,17107209.28,9560244.037,1727230.311,3569090.047,4788999.207,5958437.997,10199997.97,8486823.072,1804750.765,5177554.15,4066256.137,5661035.482,5778260.15,6780106.303,4852714.427,4106751.844,13868175.59,4577419.088,6101253.135,8500859.806,16712709.85,4540062.165,1773053.684,6901170.384,9988841.138,10128395.95,15517779.76,3443771.783,7214747.331,3594208.78,13029613.44,6062147.594,9551409.896,3255244.627,5097503.774,7218746.834,8051850.872,8653257.58,9738512.476,3680828.79,5204364.246,5292274.077,12674999.88,6925406.09,4416261.147,0,3131032.713,9417940.179,7977470.319,10177837.23,4814871.951,7546433.042,8590158.272,7864754.97,5174200.188,7980270.535,12366192.68,4577017.988,10850731.27,4768425.194,6186959.824,3120047.78,18002623.97,4389911.034,9906074.85
Cyclooctylamine,18970742.32,21300442.83,23157423.84,15263617.96,17456825.45,23623733.63,27289681.43,20275246.63,22459221.58,47779151.43,15275022.25,19392486.35,18027507.76,21178091.87,24450415.19,17775852.12,21740933.15,11185441.81,15787286.62,7144593.23,21562016.21,22168086.2,31544240.66,21256029.63,39711351.08,10507547.65,25917107.53,34649223.93,32668902.32,36309149.73,7292674.395,27529320.28,23817176.25,17191408.7,11344039.32,13395218.17,26239959.66,28428702.37,7791387.905,14999527.2,14996307.76,28640409.53,42040745.03,24902416.13,19312617.88,19324862.69,15158064.14,31779680,25304659.16,18482106.19,12577907.23,23708829.54,17981171.09,20134437.12,9916555.132,18832972.87,25782038.39,27378824.28,26137014.26,40553290.96,20280665.35,10502488.51,18516750.59,25852207.47,24387809.49,29111794.53,13808966.61,5670264.892,19420359.23,28938683.75,27517719.44,24856691.57,28765595.49,16156064.79,33377961.23,23995771.16,31650916.3,23198052.9,12317196.82,19420675.78,34334760.89,11948933.91
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",882480.7935,1038452.678,437200.0428,862669.2817,831560.7965,912397.172,658664.6474,829757.4531,533179.2416,1691660.831,1115118.679,684753.6859,879398.0533,705128.1966,826694.6899,838094.1948,782365.0587,1370887.523,708430.5652,1250693.48,817184.904,784543.6431,1091063.55,460111.6838,623013.5737,843660.6563,872499.2099,804466.6596,789956.3027,799845.5394,1163884.959,505758.9394,861445.3203,848023.7172,568353.0402,558223.7781,677732.3449,1355244.058,744805.8774,1011166.038,1409653.512,909551.783,583609.2542,1066761.552,417552.8832,651040.7747,1524467.847,1213306.836,1175439.965,998548.4362,76470.11271,850889.7171,647782.7837,752231.5614,532204.3815,846282.6884,586798.7955,928010.8325,775115.6422,1019315.785,1078164.896,715439.136,515510.7638,795465.2945,713020.7846,864863.6262,812539.2633,1325854.696,470254.3416,702363.3295,1048902.249,1188707.745,1161605.444,1577916.002,802649.1181,549723.2814,845452.3291,721265.9966,914409.9715,979846.0285,673074.2812,544729.5777
"Cytosine, N-(tert-butyldimethylsilyl)-",14845.797,2818.251355,12885.84756,13896.43614,28555.22778,24764.97994,24128.49744,15067.06126,15358.25142,71368.34326,11647.94481,16924.7753,12888.47478,12680.06539,11340.69112,22443.01559,13587.17538,26821.89102,16728.05033,27264.38798,20610.78856,15332.27862,24431.74529,14475.89449,15418.24323,17456.08086,20777.35615,14727.46829,17167.15384,17666.10871,20005.04583,16183.72914,19070.88385,21600.73884,15190.65614,12921.58624,14493.75505,30702.75679,16806.02844,19936.31632,26184.73993,20926.91109,14311.51796,26319.81156,12092.981,14021.26057,36853.94579,22332.31589,22388.15817,24651.23892,11762.40459,14501.93352,13359.83135,15781.73658,12684.78533,22961.46213,13110.79163,18189.73036,16745.22249,24362.69714,22363.86016,15999.117,15315.1579,20366.3791,16212.72376,19601.07489,19371.84967,24015.73401,11843.76937,13786.32687,22344.90639,22853.83971,22951.36583,31311.03511,16705.46149,18673.14443,16777.08023,12732.28123,20625.66147,25755.09977,16238.4332,18238.23773
Desmethylverapamil,5799648.805,11131378.11,9021872.53,11581937,0,14338777.78,0,10244014.59,14202552.06,0,9151817.101,11949424.45,8064291.754,562383.8312,13434079.42,0,5481074.427,0,0,0,0,0,0,40148352.37,0,0,0,0,0,35408492.23,714836.6422,1469369.145,48724953.43,0,48052913.24,49647.85159,0,0,31253261.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diacetyl monoxime,22336.02758,416025.5182,56771.34821,6373.302346,106945.4279,15840.06537,449802.9447,351808.1946,290263.4539,1009715.611,36441.10968,239712.9985,253115.9769,46723.73443,0,198596.1296,295075.0107,420170.3897,205756.3464,285665.6316,201634.5478,191006.4975,336964.9655,179996.395,234403.2683,172205.2366,216007.2402,144975.3695,161405.4626,210015.8893,245407.0724,154907.6997,210689.5895,232440.5625,154489.5203,147331.2205,182100.6015,312805.4737,233820.2671,244868.1969,327871.9279,234964.2687,168572.0772,293296.5699,147716.6469,150626.994,407624.3541,248044.5202,247254.5505,205073.8602,111190.2065,206358.2198,133952.615,188772.8659,174368.0161,275661.8213,201670.4157,199331.2666,227279.6817,303740.6146,291329.3891,176317.9161,156924.6982,206679.6452,153816.566,213464.6207,178940.2112,324367.8312,119443.9688,197308.9484,257192.8117,292495.0838,228400.5112,306717.4775,178674.6621,272151.2531,215657.7124,170868.5028,314645.6446,296591.8915,219051.7878,208904.9566
Dibutyldodecylamine,53105.97901,504709.4447,375221.9719,1186691.7,328878.8704,0,0,385143.3818,364366.5208,109911.3401,385463.9075,343074.2736,224225.7826,397199.2439,660245.2015,0,374829.847,1703634.394,0,1600648.266,0,0,0,0,0,814468.5363,91330.97986,771909.9515,686943.4858,339688.5143,0,0,0,382946.6408,0,0,394407.4904,1263488.94,0,1094015.225,0,233334.5775,0,0,0,0,2894141.421,0,0,0,0,0,0,817849.7499,0,944741.9531,0,0,0,0,701448.0195,0,0,0,0,0,0,7032612.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diclofenac,0,122069.5292,44503.8567,0,0,0,0,0,0,0,0,116234.0817,61171.6173,307294.1326,191471.618,0,39569.46596,0,0,42841.20235,101891.8552,0,0,125752.4297,113156.1279,0,0,93427.48594,0,0,0,0,11324.25957,0,75468.56523,42960.22035,85312.25633,197909.7813,28125.42723,45193.30985,0,0,489860.6343,0,0,0,0,162207.5686,93276.06721,0,0,122578.3971,60780.93919,24633.23081,0,94904.66135,0,82004.06565,71932.91834,75174.40962,42921.20235,0,0,0,95637.78269,0,0,0,0,186043.5021,102782.0722,0,0,0,158003.872,128804.4613,139700.3839,0,78133.16847,0,180088.5152,20723.90872
Diethylamine,561255.7366,0,1325744.628,0,1691317.913,2234692.746,755313.8327,615214.8947,0,0,0,0,0,591283.4414,669879.3233,0,0,455486.3534,400828.7167,351713.3888,449764.7189,569669.5501,608240.3125,598999.5631,672113.6844,377938.6825,714385.0559,691434.7057,498212.9594,438318.4903,337054.7421,440516.8506,473280.509,435177.5548,318520.1437,397718.504,548963.1034,732789.7407,351260.279,402709.8945,715508.0533,693252.7353,50900.33742,608911.7171,575251.4454,455999.2711,594099.213,648962.9226,572213.6041,395177.9203,289392.6371,520976.6838,479627.8944,459805.4517,313517.5327,398305.2951,466768.0041,574847.1467,504874.2311,748131.723,525255.7789,330770.2783,368432.5211,492674.1332,638816.4392,552490.0635,432010.2633,358392.0913,463959.4926,626643.1822,631922.9637,696894.1955,499763.7777,490116.0319,439586.8468,541277.7911,424213.0539,400941.1318,521829.8525,478331.6837,598735.3482,443890.2026
DL-Glyceraldehyde,100508414.8,107788375,106357201.6,48767846.84,113854887.8,99226791.87,105730436.8,116407302.8,98382377.76,13028420.78,54309329.5,96764565.55,83515884.1,66779504.62,82192965.71,71983370.32,74748667.85,59454004.51,0,38869061.82,75616386.32,78381244.13,0,56728062.42,81708900.6,59303116.07,108998636.3,113960904.5,3443637.691,72162427.54,79286051.61,129535188.8,81363411.55,88273230.38,60785555.62,119368320.1,80103878.78,186594814.8,74800167.64,99217644.92,129738794.7,146793422.3,95033348.34,99431076.8,153383866.2,58628899.85,135175798.9,125770187,113731007.3,65733354.76,39242481.43,121369903.1,58454247.21,127780361.3,59981949.76,65199176.26,81689667.95,83214014.23,107140817.5,95432397.51,17075824.39,86595262.2,73659870.3,122232847.1,109626176.9,134833540.9,91912707.65,98080915.32,95588139.44,126315513.4,109415456.8,568821.8574,45986237.08,87509867.44,79084454.87,91251286.94,76493313.32,77720987.48,83268045.66,0,108107421.8,81000499.51
DL-p-Hydroxyphenyllactic acid,307869.9724,121578.648,169424.5688,122943.3695,191422.5637,0,193214.0861,210832.4745,380910.9828,231494.5614,164850.4537,269734.5729,175714.7139,147199.1617,177211.387,306988.0117,168823.994,0,97148.89095,0,128526.8949,125493.6711,107301.6959,302726.8967,230239.1293,401097.7475,152621.5901,306063.3004,184835.5074,171650.6894,369539.4078,14795.08831,294271.5154,221354.8718,427540.4386,206027.4704,131197.2286,153842.9553,244348.9861,470512.1451,221610.5277,248068.2067,130360.2661,0,160353.0325,172623.3251,161829.3305,269101.495,184252.7001,276363.8371,181985.5115,117936.9823,174351.1077,178621.2156,131250.8563,47474.98391,226235.5762,262438.4034,290099.0598,215803.4784,253362.5106,174853.6102,257096.9384,337574.0441,0,269177.8537,252538.337,0,191965.921,221047.8912,144976.6231,496223.3364,129663.1691,49708.05901,155372.0772,162702.0047,254486.5989,178525.7889,226682.732,182829.3719,0,440721.7586
"Dodecanoic acid, 1-methylethyl ester",8504.052566,0,3254.452396,5230.712296,6867.15927,9242.794513,3758.176212,3960.179135,3271.89862,8186.001744,8995.794823,8386.065467,5157.676696,3071.851051,5147.980557,7537.671157,4181.970042,10917.19208,5082.498244,5857.639958,6422.979089,5918.427847,5662.37847,4239.588051,3754.700856,5955.594234,4753.173266,4433.334908,6097.932234,8039.913117,11331.21075,3902.056224,4044.302072,4290.825322,3105.182856,4665.58038,3430.687532,6662.531121,3924.883026,5327.10511,5397.287819,5967.61347,3250.422331,10089.42613,3541.664278,6319.85824,11733.09821,6570.022063,7144.39811,6129.305249,5208.440852,4022.842952,5742.471245,4452.612049,3327.827626,4328.932542,3374.508077,4331.706572,4092.529805,4924.488838,7477.603728,6783.10219,3919.646022,4312.406039,4059.360273,3481.258763,8343.458999,8284.741673,3273.544986,4294.549345,5270.373569,4901.555877,9430.32382,6402.854914,5781.339722,5756.887842,5356.821902,5474.228235,4953.574859,7269.170909,7871.227627,1829.17052
