Gene,Metabolite,VECPAC r,LPS r,DSS r,Pooled Data r,Pooled P-value,Consistent,Sign
2-Amino-4-methylbenzophenone,"2-Oxiraneethanol, 2-t-butyldimethysilyloxymethyl- acetate",,,,,,False,
2-Amino-4-methylbenzophenone,2-Pentadecanone,0.0,0.5642880936468347,-0.8999999999999998,-0.18457370312460938,0.5460705972238009,False,
2-Amino-4-methylbenzophenone,"2-Pivaloyl-1,3-indandione",,,,,,False,
2-Amino-4-methylbenzophenone,2-Propyl-1-pentanol,,0.19999999999999998,-0.7999999999999999,-0.19090909090909092,0.5739131682855215,False,
2-Amino-4-methylbenzophenone,2-Pyrrolidone-5-carboxylic acid,-0.5,0.49999999999999994,0.44721359549995787,0.30387204106040644,0.3128006795793604,False,
2-Amino-4-methylbenzophenone,"2-Thiophenecarboxylic acid, 4-cyanophenyl ester",,,,,,False,
2-Amino-4-methylbenzophenone,"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",0.5,0.8999999999999998,0.49999999999999994,0.6758241758241759,0.011225245577668613,True,+
2-Amino-4-methylbenzophenone,3-(4-Methoxyphenyl)coumarin,,,,-0.5,0.6666666666666666,False,
2-Amino-4-methylbenzophenone,"3,3-Bis{4-[(trimethylsilyl)oxy]phenyl}-2-benzofuran-1(3H)-one",,,,,,False,
2-Amino-4-methylbenzophenone,"3,3-Dimethylacrylic acid",,,,1.0,0.0,False,
2-Amino-4-methylbenzophenone,"3,4-Dihydroxybenzaldehyde",-1.0,,,-1.0,0.0,False,
2-Amino-4-methylbenzophenone,"3,4-Methylenedioxyamphetamine",-1.0,-0.39999999999999997,,-0.38333333333333336,0.3084952723803716,True,-
2-Amino-4-methylbenzophenone,"3,5-Dimethoxy-4-(tert.-butyldimethylsilyl)oxybenzaldehyde",,,,,,False,
2-Amino-4-methylbenzophenone,"3,5-Dimethylphenol",-0.5,-0.19999999999999998,-0.8999999999999998,-0.2937062937062937,0.3541476412329215,True,-
2-Amino-4-methylbenzophenone,3-Amino-5-methylisoxazole,,-0.09999999999999999,-0.5642880936468347,-0.11558686727582713,0.7205545635404205,True,-
2-Amino-4-methylbenzophenone,3-Aminobenzoic acid,,-0.3,-0.6155870112510925,-0.38879218992778225,0.21164296722004278,True,-
2-Amino-4-methylbenzophenone,3-Buten-2-one,0.5,0.7,-0.8999999999999998,-0.21428571428571427,0.48205445470236835,False,
2-Amino-4-methylbenzophenone,3-Heptanol,-1.0,-0.6155870112510925,-0.19999999999999998,-0.43082377802808297,0.16205750617523695,True,-
2-Amino-4-methylbenzophenone,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,-0.7999999999999999,0.2000000000000001,False,
2-Amino-4-methylbenzophenone,3-Hydroxymethyl-2-trimethylsilyloxypentane,,0.39999999999999997,,0.0,1.0,False,
2-Amino-4-methylbenzophenone,3-Methyl-3-buten-1-ol,,0.7999999999999999,,0.8503146459584139,0.0074714146399534566,False,
2-Amino-4-methylbenzophenone,3-Nonene,,,,,,False,
2-Amino-4-methylbenzophenone,3-Phenyl oxindole,,,,,,False,
2-Amino-4-methylbenzophenone,"4,4'-Dichlorobenzophenone",,,,,,False,
2-Amino-4-methylbenzophenone,"4,5-Dihydro-1H-pyrazole",,,0.5,0.39999999999999997,0.6,False,
2-Amino-4-methylbenzophenone,"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",-0.5,-0.9746794344808964,-0.35909242322980395,-0.6473853766310926,0.016752574250286183,True,-
2-Amino-4-methylbenzophenone,4-Aminobutanoic acid,-0.5,0.49999999999999994,-0.09999999999999999,-0.07142857142857142,0.8166280406760862,False,
2-Amino-4-methylbenzophenone,4-Hydroxybutanoic acid,,,,,,False,
2-Amino-4-methylbenzophenone,4-Methoxyphenol,1.0,-1.0,,0.7619047619047621,0.028004939153071815,False,
2-Amino-4-methylbenzophenone,"4-Methylquinoline-2,7-diol",,,,,,False,
2-Amino-4-methylbenzophenone,4-Methylvaleric acid,-1.0,0.39999999999999997,-0.49999999999999994,0.21678321678321683,0.49855598552418845,False,
2-Amino-4-methylbenzophenone,4-Oxohexanoic acid,-1.0,0.5,-0.7,-0.33636363636363636,0.31182431390038634,False,
2-Amino-4-methylbenzophenone,"4-Phenyl-2,3-dihydro-1H-1,5-benzodiazepin-2-one",,,,,,False,
2-Amino-4-methylbenzophenone,4-tert-Butyldimethylsiloxy-3-penten-2-one,,-0.5,,-0.49999999999999994,0.3910022189557703,False,
2-Amino-4-methylbenzophenone,5-Aminovaleric acid,,,,,,False,
2-Amino-4-methylbenzophenone,5-Azacytosine,0.5,0.8999999999999998,-0.6,-0.03296703296703297,0.9148564744875124,False,
2-Amino-4-methylbenzophenone,"5-Chlorovaleric acid, nonyl ester",0.0,-0.39999999999999997,-0.7,-0.7262730392025629,0.004934119501362156,False,
2-Amino-4-methylbenzophenone,"5-Ethyl-1,3-dioxane-5-methanol, tert-butyldimethylsilyl ether",-0.5,-0.39999999999999997,0.6000000000000001,-0.08181818181818183,0.810990394300046,False,
2-Amino-4-methylbenzophenone,5-Ethyl-5-methylnonadecane,,,,,,False,
2-Amino-4-methylbenzophenone,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,,0.7,0.7999999999999999,0.6727272727272726,0.033041222545437725,True,+
2-Amino-4-methylbenzophenone,5-Nitroso-8-quinolinol,,,,-0.35909242322980395,0.5528147466433508,False,
2-Amino-4-methylbenzophenone,"5-Nonanol, tert-butyldimethylsilyl ether",-1.0,-0.15389675281277312,-0.7,-0.3438792799254559,0.2499517726363449,True,-
2-Amino-4-methylbenzophenone,5-Oxohexanoic Acid,0.5,-0.15389675281277312,-0.6155870112510925,0.022038651119356344,0.9430297417421802,False,
2-Amino-4-methylbenzophenone,"6,7,4'-Trihydroxyisoflavone",-0.5,0.5642880936468347,-0.7,-0.3906468619953179,0.1869140290147347,False,
2-Amino-4-methylbenzophenone,"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",0.8660254037844387,1.0,-0.8720815992723809,-0.009132515299544463,0.9787396603211076,False,
2-Amino-4-methylbenzophenone,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",,1.0,0.632455532033676,0.730552019767088,0.03955562790429757,True,+
2-Amino-4-methylbenzophenone,6-Methyluracil,-1.0,-0.8720815992723809,-0.7,-0.4566716837410055,0.11671530324658744,True,-
2-Amino-4-methylbenzophenone,6-Nitroveratryl alcohol,,0.5,,0.09999999999999999,0.8728885715695384,False,
2-Amino-4-methylbenzophenone,6-Oxoheptanoic acid,-0.8660254037844387,0.6,-0.6668859288553501,-0.15702538922541395,0.6084316418425201,False,
2-Amino-4-methylbenzophenone,"7(S),17(S)-Dihydroxy-8(E),10(Z),13(Z),15(E),19(Z)-docosapentaenoic acid",,,,,,False,
2-Amino-4-methylbenzophenone,7-Hydroxy-4-(methoxymethyl)coumarin,,0.5,,-0.14285714285714288,0.7871720116618076,False,
2-Amino-4-methylbenzophenone,8-Acetyl-7-hydroxycoumarin,,,,,,False,
2-Amino-4-methylbenzophenone,8-Methylnonanoic acid,-1.0,0.5642880936468347,-0.7,-0.06602482174568754,0.8303121739076676,False,
2-Amino-4-methylbenzophenone,"9,12-Octadecadienoic acid (Z,Z)",,,,,,False,
2-Amino-4-methylbenzophenone,9-Ethyl-N-(trimethylsilyl)-9H-carbazol-3-amine,,,,,,False,
2-Amino-4-methylbenzophenone,"9H-Xanthen-9-one, 1-hydroxy-3,5,6-trimethoxy",,,,,,False,
2-Amino-4-methylbenzophenone,"9Z-Octadecenoic acid, (2S)-3-[(hydroxymercaptophosphinyl)oxy]-2-methoxypropyl ester ",,-0.7999999999999999,,0.25,0.5887244480896834,False,
2-Amino-4-methylbenzophenone,Acetic acid,0.8660254037844387,0.28867513459481287,-0.6708203932499368,-0.1281461340644694,0.6765250035341058,False,
2-Amino-4-methylbenzophenone,Aceturic acid,0.5,0.8999999999999998,0.0,0.4125874125874127,0.18256397857316675,False,
2-Amino-4-methylbenzophenone,Aconitic acid,0.5,0.41039134083406165,0.7181848464596079,0.5757597604931846,0.039481812276791976,True,+
2-Amino-4-methylbenzophenone,Adenine,,0.39999999999999997,-0.8999999999999998,-0.1272727272727273,0.709214625773305,False,
2-Amino-4-methylbenzophenone,Adipic acid,,,,,,False,
2-Amino-4-methylbenzophenone,Adipoyl-L-carnitine,,,-0.5,-0.08571428571428573,0.8717434402332361,False,
2-Amino-4-methylbenzophenone,alpha-Hydroxyisobutyric acid,,0.6,-0.5,-0.11904761904761905,0.7788857260523796,False,
2-Amino-4-methylbenzophenone,Allylescaline,1.0,0.7905694150420948,0.051298917604257706,0.20138103442289482,0.5094205880071835,True,+
2-Amino-4-methylbenzophenone,Aminoguanidine,,,,,,False,
2-Amino-4-methylbenzophenone,Aniline,-0.5,0.8999999999999998,-0.7,-0.06593406593406594,0.830542385756094,False,
2-Amino-4-methylbenzophenone,Azelaic acid,-0.5,0.9746794344808964,-0.6,0.008253102718210942,0.9786522347721123,False,
2-Amino-4-methylbenzophenone,"Aziridine, 1-(2-buten-2-yl)",,,,,,False,
2-Amino-4-methylbenzophenone,"Benz[a]anthracene-1,7,12(2H)-trione, 3,4-dihydro-8-hydroxy-3-methyl-, (3S)",,,,,,False,
2-Amino-4-methylbenzophenone,"Benz[c]acridine, 5,10-dimethyl",,,,,,False,
2-Amino-4-methylbenzophenone,"Benzaldehyde, 2,5-dimethoxy",0.8660254037844387,0.28867513459481287,0.7071067811865475,0.18824978501626824,0.5379601743837704,True,+
2-Amino-4-methylbenzophenone,"Benzene, 1,4-dimethoxy",0.8660254037844387,0.6,0.051298917604257706,0.31680560984074746,0.29158888073138317,True,+
2-Amino-4-methylbenzophenone,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)",,,,,,False,
2-Amino-4-methylbenzophenone,"Benzene, 1-ethyl-3,5-dimethyl",,,,0.6000000000000001,0.4,False,
2-Amino-4-methylbenzophenone,Benzeneacetic acid,,,,-0.7999999999999999,0.10408803866182788,False,
2-Amino-4-methylbenzophenone,Benzenepropanoic acid,-1.0,0.8720815992723809,0.6,0.4126551359105471,0.16111679314881544,False,
2-Amino-4-methylbenzophenone,"Benzenesulfonamide, N-butyl",-1.0,0.35909242322980395,-0.8999999999999998,-0.12929860925197142,0.6737596060710332,False,
2-Amino-4-methylbenzophenone,"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ",1.0,-0.3,-0.09999999999999999,0.13186813186813187,0.6676075762175147,False,
2-Amino-4-methylbenzophenone,"Benzoic acid, methyl ester",1.0,0.7,0.09999999999999999,0.24175824175824176,0.4261755195945089,True,+
2-Amino-4-methylbenzophenone,Benzoic Acid,0.0,-0.6668859288553501,0.5642880936468347,0.17655323565842834,0.5639433695266143,False,
2-Amino-4-methylbenzophenone,Benzophenone,,0.6,-0.9746794344808964,0.07005264683383464,0.8287278541011254,False,
2-Amino-4-methylbenzophenone,Benzyl alcohol,-0.5,-0.3,-0.6,-0.4450549450549451,0.1275238361384368,True,-
2-Amino-4-methylbenzophenone,Biphenyl,-0.5,-0.3,-0.7999999999999999,-0.6043956043956044,0.028672705671406996,True,-
2-Amino-4-methylbenzophenone,Butachlor ESA,,0.39999999999999997,-0.7999999999999999,-0.22424242424242422,0.5334005612725946,False,
2-Amino-4-methylbenzophenone,Butanedioic acid,-1.0,0.9999999999999999,-0.09999999999999999,0.2582417582417582,0.3942840173973615,False,
2-Amino-4-methylbenzophenone,Butylmethylamine,0.5,-0.39999999999999997,0.46169025843831935,0.060522753266880246,0.844290679129877,False,
2-Amino-4-methylbenzophenone,Butyric Acid,-0.5,-0.3,-0.09999999999999999,-0.3736263736263736,0.20855405979520913,True,-
2-Amino-4-methylbenzophenone,Chlorobenzilate ,,,0.5,0.19999999999999998,0.8,False,
2-Amino-4-methylbenzophenone,Cholesterol,-1.0,-0.7,-0.8999999999999998,-0.34615384615384615,0.24662526251007164,True,-
2-Amino-4-methylbenzophenone,cis-2-Decenoic acid,,,,-1.0,0.0,False,
2-Amino-4-methylbenzophenone,Citramalic acid,-0.8660254037844387,0.7999999999999999,-0.7,-0.03152369107522558,0.9225248645215405,False,
2-Amino-4-methylbenzophenone,Crotonic acid,-1.0,-0.35909242322980395,-0.35909242322980395,-0.38016673180889693,0.20006305741736458,True,-
2-Amino-4-methylbenzophenone,Curcumin,0.5,0.49999999999999994,-0.8999999999999998,-0.03846153846153846,0.9007243023389339,False,
2-Amino-4-methylbenzophenone,Cyclobutylamine,1.0,-0.20519567041703082,0.09999999999999999,0.024759308154632828,0.9360090189501213,False,
2-Amino-4-methylbenzophenone,Cyclocurcumin,,,,,,False,
2-Amino-4-methylbenzophenone,Cycloheptanol,0.5,0.46169025843831935,-0.8999999999999998,-0.4181572043893544,0.15504779265451876,False,
2-Amino-4-methylbenzophenone,"Cyclohexanone, 3,3,5-trimethyl",1.0,0.6000000000000001,0.49999999999999994,0.44755244755244755,0.1445863013033476,True,+
2-Amino-4-methylbenzophenone,Cyclooctylamine,1.0,0.8999999999999998,0.6155870112510925,0.7042647652873337,0.0072031432160994955,True,+
2-Amino-4-methylbenzophenone,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",1.0,-0.15389675281277312,-0.8999999999999998,-0.25859721850394285,0.3936102694877724,False,
2-Amino-4-methylbenzophenone,"Cytosine, N-(tert-butyldimethylsilyl)-",0.8660254037844387,0.39999999999999997,-0.8999999999999998,-0.19532343099765895,0.5225013271325196,False,
2-Amino-4-methylbenzophenone,Desmethylverapamil,,,,,,False,
2-Amino-4-methylbenzophenone,Diacetyl monoxime,0.0,0.19999999999999998,-0.8999999999999998,-0.38514479351651065,0.19374727203670591,False,
2-Amino-4-methylbenzophenone,Dibutyldodecylamine,,,,,,False,
2-Amino-4-methylbenzophenone,Diclofenac,,,-0.632455532033676,-0.17393131069573456,0.7417339277316278,False,
2-Amino-4-methylbenzophenone,Diethylamine,1.0,0.7,-0.09999999999999999,0.40659340659340654,0.1679783461478964,False,
2-Amino-4-methylbenzophenone,DL-Glyceraldehyde,0.8660254037844387,0.6,0.15389675281277312,0.5123986385250351,0.07339869170059815,True,+
2-Amino-4-methylbenzophenone,DL-p-Hydroxyphenyllactic acid,-0.5,0.5642880936468347,-0.6000000000000001,0.1541158230344362,0.632487778851591,False,
2-Amino-4-methylbenzophenone,"Dodecanoic acid, 1-methylethyl ester",0.5,0.39999999999999997,-0.8999999999999998,-0.2087912087912088,0.49362181935688504,False,
2-Amino-4-methylbenzophenone,Dodecanoic acid,-0.5,0.0,-0.8999999999999998,-0.3516483516483516,0.23869970534203375,False,
2-Amino-4-methylbenzophenone,"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",0.5,0.8207826816681233,-0.7999999999999999,0.15061319069274445,0.6403345250750125,False,
2-Amino-4-methylbenzophenone,Durapan,,-0.7999999999999999,-0.6,-0.5909090909090909,0.05557560428877467,True,-
2-Amino-4-methylbenzophenone,"Erythrono-1,4-lactone",-0.5,0.7999999999999999,-0.19999999999999998,0.2747252747252747,0.36367498164017836,False,
2-Amino-4-methylbenzophenone,Ethanolamine,-0.5,-0.20519567041703082,0.8207826816681233,-0.30303145289114974,0.3142085754056803,False,
2-Amino-4-methylbenzophenone,Formamide,-0.5,-0.15389675281277312,-0.20519567041703082,-0.6253467255117363,0.022272287256376543,True,-
2-Amino-4-methylbenzophenone,Frangulin,0.5,0.9486832980505139,-1.0,-0.02277910237891026,0.9469975714556126,False,
2-Amino-4-methylbenzophenone,Glabridin,,,-1.0,0.2,0.7040000000000001,False,
2-Amino-4-methylbenzophenone,Glyceric acid,,,,0.39999999999999997,0.6,False,
2-Amino-4-methylbenzophenone,Glycerol,0.0,0.7,-0.9999999999999999,0.09903723261853131,0.7475313978174702,False,
2-Amino-4-methylbenzophenone,Glycine,0.5,0.10259783520851541,-1.0,-0.4658501014450003,0.12691907673410674,False,
2-Amino-4-methylbenzophenone,"Glycine, tert.-butyldimethylsilyl ester",0.5,0.15389675281277312,-0.8207826816681233,-0.45730201072664417,0.11614704935263097,False,
2-Amino-4-methylbenzophenone,Glycolic acid,-0.5,0.30779350562554625,0.6,0.16506205436421886,0.589960566137235,False,
2-Amino-4-methylbenzophenone,Guanosine,,-0.7999999999999999,-0.39999999999999997,-0.26666666666666666,0.48792227483870076,True,-
2-Amino-4-methylbenzophenone,Heptanedioic acid,,,,,,False,
2-Amino-4-methylbenzophenone,Heptanoic acid,-0.5,-0.3,-0.6668859288553501,-0.37964272503770335,0.20073526018875065,True,-
2-Amino-4-methylbenzophenone,Heptylamine,,-1.0,-0.7999999999999999,-0.19999999999999998,0.6059012741795534,True,-
2-Amino-4-methylbenzophenone,Hexacosanoic acid,,0.632455532033676,-1.0,-0.17629260766721871,0.6261234187474364,False,
2-Amino-4-methylbenzophenone,Hexanoic acid,-0.5,0.19999999999999998,-0.20519567041703082,-0.19257239675825533,0.528490168329597,False,
2-Amino-4-methylbenzophenone,Hydracrylic acid,-0.5,0.8999999999999998,0.09999999999999999,0.5549450549450549,0.049004495598330935,False,
2-Amino-4-methylbenzophenone,Hydroxylamine,,,,,,False,
2-Amino-4-methylbenzophenone,"Hymexazole, tert-butyldimethylsilyl ether",-1.0,-0.8999999999999998,-0.7,-0.5384615384615384,0.05763443347046608,True,-
2-Amino-4-methylbenzophenone,Hypoxanthine,-0.5,-0.09999999999999999,-0.7,-0.2087912087912088,0.49362181935688504,True,-
2-Amino-4-methylbenzophenone,Iminodiacetic acid,-0.5,0.7,-0.6155870112510925,-0.18156825980064073,0.5527396628650438,False,
2-Amino-4-methylbenzophenone,Indoprofen,,,,,,False,
2-Amino-4-methylbenzophenone,Isobutanol,0.5,0.49999999999999994,0.316227766016838,0.612960659796053,0.03406733166335623,True,+
2-Amino-4-methylbenzophenone,Isonicotinic Acid,0.5,-0.3,-0.19999999999999998,-0.34615384615384615,0.24662526251007164,False,
2-Amino-4-methylbenzophenone,Isopropyl palmitate,0.0,0.35909242322980395,-0.8999999999999998,-0.1349867381060576,0.660166553561702,False,
2-Amino-4-methylbenzophenone,Isopropylamine,-0.5,0.0,0.6,0.2802197802197803,0.3537636356336791,False,
2-Amino-4-methylbenzophenone,Isosorbide,0.5,,,0.5,0.6666666666666666,False,
2-Amino-4-methylbenzophenone,Ketamine,-0.5,-0.39999999999999997,-0.3,-0.32967032967032966,0.2713350545052358,True,-
2-Amino-4-methylbenzophenone,"Kojic acid, bis(tert-butyldimethylsilyl) ether",-1.0,-0.7999999999999999,-0.8999999999999998,-0.48901098901098894,0.08991308230865636,True,-
2-Amino-4-methylbenzophenone,L-(+)-Threose,,1.0,,0.39999999999999997,0.6,False,
2-Amino-4-methylbenzophenone,Lactic acid,-0.5,-0.6,0.9486832980505139,-0.0770579115172181,0.8118586763333356,False,
2-Amino-4-methylbenzophenone,L-Alanine,-0.8660254037844387,-0.051298917604257706,-0.9746794344808964,-0.3641410485455085,0.2212590767852204,True,-
2-Amino-4-methylbenzophenone,L-Asparagine,,,,-0.5,0.6666666666666666,False,
2-Amino-4-methylbenzophenone,L-gamma-Glutamyl-L-glutamic acid,,,,,,False,
2-Amino-4-methylbenzophenone,Leucylglycine,,-0.3,0.3,-0.1272727272727273,0.709214625773305,False,
2-Amino-4-methylbenzophenone,Levulinic acid,0.0,-0.051298917604257706,-0.35909242322980395,-0.1875878128870801,0.5394168308587873,False,
2-Amino-4-methylbenzophenone,L-Glutamic acid,,0.5,-0.5,-0.5428571428571429,0.26570262390670546,False,
2-Amino-4-methylbenzophenone,L-Glutamine,0.5,0.30779350562554625,-0.8999999999999998,-0.24759308154632828,0.4147425578719316,False,
2-Amino-4-methylbenzophenone,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)-",-1.0,0.6668859288553501,0.0,0.23724341041601307,0.4351286333150973,False,
2-Amino-4-methylbenzophenone,Lignoceric acid,-0.5,-0.09999999999999999,-0.7,-0.3131868131868132,0.29743842207102933,True,-
2-Amino-4-methylbenzophenone,L-Leucine,0.5,-0.3,-0.6668859288553501,-0.28060549241917204,0.35307340606108023,False,
2-Amino-4-methylbenzophenone,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,1.0,0.8285714285714287,0.04156268221574335,False,
2-Amino-4-methylbenzophenone,L-Lysine,,0.19999999999999998,-0.49999999999999994,-0.16783216783216784,0.6020994277865379,False,
2-Amino-4-methylbenzophenone,L-Norleucine,,-0.39999999999999997,,-0.028571428571428574,0.9571545189504373,False,
2-Amino-4-methylbenzophenone,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",,0.19999999999999998,0.7999999999999999,0.31666666666666665,0.406397014486386,True,+
2-Amino-4-methylbenzophenone,L-Ornithine,,,,0.8999999999999998,0.03738607346849874,False,
2-Amino-4-methylbenzophenone,L-Pyroglutamic acid,,0.0,,-0.34235623582431246,0.45225122159090614,False,
2-Amino-4-methylbenzophenone,L-Serine,-1.0,,,-0.39999999999999997,0.5046315754686912,False,
2-Amino-4-methylbenzophenone,L-Threonine,,1.0,-0.5,0.14285714285714288,0.7871720116618076,False,
2-Amino-4-methylbenzophenone,L-Tryptophan,0.8660254037844387,-0.09999999999999999,-0.8999999999999998,-0.2558461842645392,0.3988401854392244,False,
2-Amino-4-methylbenzophenone,L-Tyrosine,-1.0,0.9486832980505139,-0.6000000000000001,0.12300715284611541,0.7186119752409875,False,
2-Amino-4-methylbenzophenone,Luciferin,,,,0.39999999999999997,0.6,False,
2-Amino-4-methylbenzophenone,Lupinine,,0.8999999999999998,,-0.023809523809523815,0.9553740118158806,False,
2-Amino-4-methylbenzophenone,L-Valine,-1.0,0.7999999999999999,-0.8999999999999998,0.06593406593406594,0.830542385756094,False,
2-Amino-4-methylbenzophenone,L-Val-L-Leu,,,,-0.5,0.6666666666666666,False,
2-Amino-4-methylbenzophenone,Malic acid,-1.0,-0.39999999999999997,-0.8999999999999998,-0.46153846153846156,0.1123759705582514,True,-
2-Amino-4-methylbenzophenone,Maltol,,,,,,False,
2-Amino-4-methylbenzophenone,Methanesulfonic acid,,-0.49999999999999994,-0.7,-0.5104895104895105,0.08991373630263919,True,-
2-Amino-4-methylbenzophenone,Methyl lactate,,0.8999999999999998,-0.3354101966249684,0.4155032609703593,0.17918196554757052,False,
2-Amino-4-methylbenzophenone,Methylsuccinic acid,,,,,,False,
2-Amino-4-methylbenzophenone,Methylthiouracil,,-0.8999999999999998,-0.6,-0.6013986013986015,0.03858845292201946,True,-
2-Amino-4-methylbenzophenone,Mevalonolactone,1.0,0.3,0.15389675281277312,0.48143099189563826,0.09577198532843816,True,+
2-Amino-4-methylbenzophenone,Monocaproin,-1.0,,0.0,-0.75,0.01994212613199253,False,
2-Amino-4-methylbenzophenone,m-Toluic acid,0.5,-0.41039134083406165,-0.8999999999999998,-0.5254475397260966,0.06517077743426351,False,
2-Amino-4-methylbenzophenone,Myristic acid,-0.5,0.6668859288553501,-0.9999999999999999,-0.049518616309265656,0.8723702787624735,False,
2-Amino-4-methylbenzophenone,"N,N-Dimethyl-2-aminoethanol",-1.0,-0.3,-0.39999999999999997,-0.2447552447552448,0.44326193645018325,True,-
2-Amino-4-methylbenzophenone,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-0.5,,-0.5,0.6666666666666666,False,
2-Amino-4-methylbenzophenone,N-Acetylaminoethanol,0.0,0.7181848464596079,0.35909242322980395,0.5544875057397516,0.04923070637070613,False,
2-Amino-4-methylbenzophenone,N-Acetylaspartic acid,-1.0,0.0,0.39999999999999997,-0.055944055944055944,0.8628980736949713,False,
2-Amino-4-methylbenzophenone,N-Acetyl-L-alanine,-0.5,0.7,-0.20519567041703082,0.2751034239403647,0.36298813596125057,False,
2-Amino-4-methylbenzophenone,"Naringenin 4',7-dimethylether",,0.9486832980505139,-0.49999999999999994,0.12552411131335847,0.7476182289428042,False,
2-Amino-4-methylbenzophenone,N-Caffeoyl-O-methyltyramine,,0.19999999999999998,-0.7999999999999999,0.009090909090909092,0.9788365001441937,False,
2-Amino-4-methylbenzophenone,N-Ethylamphetamine,0.5,-0.41039134083406165,0.0,0.06392760709681124,0.8518706025636503,False,
2-Amino-4-methylbenzophenone,N-Ethyldiethanolamine,-0.5,0.49999999999999994,-0.7999999999999999,-0.3021978021978022,0.31560836624995475,False,
2-Amino-4-methylbenzophenone,Niacin,-1.0,0.9486832980505139,-0.9999999999999999,-0.4343264103697747,0.15829394366797928,False,
2-Amino-4-methylbenzophenone,Niacinamide,,0.09999999999999999,-0.051298917604257706,0.11558686727582713,0.7205545635404205,False,
2-Amino-4-methylbenzophenone,N-Isobutyrylglycine,-0.5,0.46169025843831935,-0.6155870112510925,-0.19283819729436802,0.52791023374094,False,
2-Amino-4-methylbenzophenone,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,1.0,0.19999999999999998,-0.7999999999999999,0.03636363636363637,0.9154683168905347,False,
2-Amino-4-methylbenzophenone,N-Methylacetamide,-0.5,0.7181848464596079,0.7378647873726218,0.435865800531745,0.1365304396864815,False,
2-Amino-4-methylbenzophenone,Nonanoic acid,0.5,-0.7378647873726218,-0.6668859288553501,-0.09824621881515054,0.7613069111155328,False,
2-Amino-4-methylbenzophenone,Norephedrine,0.5,0.5,-1.0,-0.03333333333333333,0.9321567355405039,False,
2-Amino-4-methylbenzophenone,Norketamine,-0.8660254037844387,0.10259783520851541,-0.8999999999999998,-0.23967033092300027,0.4303044504432386,False,
2-Amino-4-methylbenzophenone,"Norleucine, N-trimethylsilyl-",,,,,,False,
2-Amino-4-methylbenzophenone,Octacosanol,,0.5,0.5,0.1785714285714286,0.7016579425162728,True,+
2-Amino-4-methylbenzophenone,"Octadecanoic acid, octyl ester",,,,,,False,
2-Amino-4-methylbenzophenone,Octadecanoic acid,,,,-1.0,0.0,False,
2-Amino-4-methylbenzophenone,Octanoic acid,,0.0,-0.19999999999999998,-0.4523809523809524,0.2604047674368854,False,
2-Amino-4-methylbenzophenone,Octocrylene,,,,,,False,
2-Amino-4-methylbenzophenone,Oleamide,-0.5,-0.7999999999999999,-0.3,-0.41208791208791207,0.16175105277252644,True,-
2-Amino-4-methylbenzophenone,Oleic Acid,-0.8660254037844387,,,-0.9486832980505139,0.05131670194948613,False,
2-Amino-4-methylbenzophenone,Olomoucine,,,,,,False,
2-Amino-4-methylbenzophenone,Oxalic acid,0.0,-0.15389675281277312,0.10540925533894596,-0.20994795564173535,0.49117605715011575,False,
2-Amino-4-methylbenzophenone,"Oxalic acid, di(cyclohexylmethyl) ester",,,,,,False,
2-Amino-4-methylbenzophenone,"Oxymorphone, bis(trimethylsilyl) ether",0.0,0.7905694150420948,-0.39999999999999997,0.05272481016334465,0.8707272686249733,False,
2-Amino-4-methylbenzophenone,Palmitic Acid,-1.0,-0.39999999999999997,,-0.19999999999999998,0.6059012741795534,True,-
2-Amino-4-methylbenzophenone,Pentadecanoic acid,,,,,,False,
2-Amino-4-methylbenzophenone,Pentanedioic acid,-1.0,0.15389675281277312,-0.7999999999999999,-0.2556921609434964,0.4224811423333079,False,
2-Amino-4-methylbenzophenone,Pentanoic acid,-1.0,-0.3,-0.15389675281277312,-0.3136179032920158,0.29673809964823006,True,-
2-Amino-4-methylbenzophenone,"Phenol, 2,4-bis(1-methyl-1-phenylethyl)-",-1.0,0.0,0.7,-0.21978021978021978,0.4706148514721426,False,
