,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124
"2,5-Di-tert-butylhydroquinone",-0.20907183,-0.29092409,-0.22109715,-0.35594692,-0.28071179,-0.25947451,-0.24349797,-0.33348200,-0.33894494,-0.47717140,-0.47717140,-0.47717140,-0.47716741
"2,5-Dimethoxy-4-(n)-propylphenethylamine",-0.45103830,-0.45268973,-0.45217233,-0.45386666,-0.44831016,-0.44962501,-0.45091399,-0.45410322,-0.38752781,-0.45132198,-0.40994524,-0.44947383,-0.43057521
"2,5-Dimethoxy-4-methylamphetamine",-0.75656115,-0.85500265,-0.41441531,-1.17614167,-0.17144891,-0.12126966,-0.54892954,-0.91984694,-0.75025812,-0.28902355,-0.34781773,-0.30933815, 0.37358085
"2,5-Dimethoxybenzhydrazide",-0.222718772,-0.140382075, 0.226004965,-0.438561240, 0.090958532, 0.129843843, 0.071529633,-0.130936085,-0.302482738, 0.587226600, 0.661561517, 0.716794456, 0.012843239
"2,5-Dimethoxybenzonitrile",-0.586129227, 0.059212059, 0.138502431,-0.652175874, 0.311348621, 0.210299670, 0.113626928,-0.201054161,-0.336004039, 0.788545410,-0.048026436, 0.150693141,-0.691917867
"2,5-Dimethoxymandelic acid",-4.257351e-01,-3.702984e-01,-1.830380e-01,-6.042867e-01,-7.540205e-02,-1.901799e-01,-7.527127e-02,-2.088194e-01,-3.751568e-01,-6.533756e-01,-6.532996e-01,-6.533984e-01,-6.534726e-01
"2,5-Dimethoxyphenol",-0.54003427,-0.58001398,-0.08834085,-0.98818983,-0.22062211,-0.07939454,-0.15544580,-0.42283406,-0.65727381, 0.68315075, 0.53594616, 0.72010192, 1.14944794
"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane",-0.28814369,-0.05842387,-0.04895051,-0.28953003, 0.33806128,-0.19095009,-0.05153608, 0.09465536,-0.26559319,-0.27304695,-0.27715825,-0.29096696,-0.28890570
"2,5-Piperazinedione, 3-(phenylmethyl)-",-0.417741487,-0.418737430,-0.418425397,-0.266238057,-0.416096204,-0.416889161,-0.417666517,-0.419589877,-0.418542686,-0.417912568,-0.417887185,-0.416797987, 1.855056472
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",-0.9980228,-0.9980315,-0.9980288,-0.6835968,-0.9980084,-0.9980153,-0.9980221,-0.9980390,-0.9980298,-0.9980243,-0.9980241,-0.9980145,-0.9979145
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",-0.27789239,-0.27806351,-0.27800990,-0.17980790,-0.27760971,-0.27774595,-0.27787951,-0.27820997,-0.27803005, 6.86771884,-0.01141826, 4.84719640,-0.27577206
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",-0.5480083476,-0.5718634096,-0.3438091925,-0.6824040701,-0.5348633773,-0.5154152973,-0.6814320396,-0.6824819466,-0.6819103152,-0.2391434635,-0.3827641647,-0.6809579345,-0.6747364408
"2,6-Dimethoxybenzylamine",-0.387009658, 0.034760702,-0.453665364, 0.091425284,-0.003621118,-0.382224498,-0.106842286,-0.317752091,-0.444379216,-0.468898184,-0.468898077,-0.468893484,-0.468845423
"2,6-Dimethoxyhydroquinone",-0.321933776,-0.304484370, 0.040057942,-0.595366394,-0.185196915,-0.061128089,-0.027633614,-0.234124087,-0.382030236, 0.896904517, 0.613367931, 0.587931225,-0.140208172
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",-1.346300937,-1.420402956,-0.744385952,-0.693998429, 0.016073229,-1.227446238,-1.410567488,-1.174344604, 0.013645377,-0.340314650,-0.972928321,-0.444558770, 1.071085940
"2,6,10-Trimethyltridecane",-0.07084188,-0.38675882,-0.38655547,-0.38722139,-0.38503753,-0.38555430,-0.35965730,-0.24822544,-0.38663191,-0.38622126,-0.38620472,-0.38549489,-0.37806721
2'-Deoxyribolactone,-0.52848261,-0.52849235,-0.47463272,-0.49820093,-0.52849088,-0.52849132,-0.30874471,-0.52849282,-0.52748401, 2.97917485, 1.40910513, 1.75045539,-0.52848495
"2',2,3,6'-Tetramethoxychalcone",-0.442800609,-0.523187087, 0.065270709,-0.834206804, 0.003175075, 0.133402221,-0.197790656,-0.587644956,-0.485114513,-0.932099096,-0.932032986,-0.929196218, 2.145398479
3-(2-Hydroxyethyl)imidazole-2-thione,-0.205102736,-0.940359522,-0.689701089,-0.674820161,-0.510174503,-0.364064550,-0.058940138,-0.790312723,-0.614319795,-1.128312297,-1.135982925,-1.129285434,-0.525689160
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-0.36760636,-0.31064199,-0.45730421, 0.24799023,-0.43471881,-0.43284979,-0.37818055,-0.47209252,-0.36815379, 0.69083405, 0.31635211, 1.63233982, 3.52691790
3-Amino-2-piperidone,-0.369949308,-0.349263748,-0.349166333, 0.076481831,-0.380105721,-0.388064973,-0.390018713,-0.325706888,-0.251764254, 5.014082180, 2.825803072, 2.593675620,-0.208336878
3-Amino-5-morpholinomethyl-2-oxazolidinone,-0.500294810,-0.500353298, 0.844512502,-0.500394981, 1.318888840, 0.346519816,-0.500290407,-0.500403359,-0.500341862,-0.120688758,-0.226076209, 0.116768618, 2.808219412
3-Aminobenzoic acid,-0.40098065,-0.31445168,-0.38987652,-0.59428456,-0.31503769,-0.29794279,-0.34291393,-0.41571033,-0.46224493,-0.16642792,-0.11420172, 0.03201109, 4.12858264
3-Aminobutanoic acid,-1.410020872,-0.520808900,-1.420103941, 1.879200054,-1.385764014,-1.397454791,-1.408915565,-1.437272206,-1.421833175,-1.091368129,-0.955237637,-0.945115532, 1.726362833
"3-Buten-2-one, 3-trimethylsilyloxy-",-0.753537023,-0.965847678,-0.966964192,-1.344333400,-0.784538997,-0.558676707,-0.994559408,-1.201141038,-0.874369523,-0.795930483,-0.712984025,-0.640065242, 1.295474439
"3-Buten-2-one, 4-(4-methoxyphenyl)-",-0.31098838,-0.43183328, 0.18569623,-0.65060043,-0.09411764,-0.12249558,-0.12693354,-0.19131383,-0.28552530, 1.43178295, 0.97652595, 1.66367459,-0.61114724
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",-0.2933796048,-0.2238500744,-0.3784841477, 0.0775445230,-0.4182824384,-0.4098380952,-0.3802586868,-0.2752002578,-0.2803604744, 3.8771177996, 3.0460019406, 3.0969007266,-0.1348694439
3-Ethylphenol,-0.36522360,-0.45396336,-0.23060772,-0.55196640,-0.27139954,-0.33419937,-0.48546114,-0.54263072, 0.12047975,-0.64445436,-0.37882072,-0.63709824,-0.56187675
3-Hexenedinitrile,-1.001888333,-0.906187071,-0.382946765,-0.971085868, 0.045882165,-0.079707745,-0.895881527,-0.778837607,-1.058497315,-0.335125573,-0.327504426,-0.019320766, 1.971599016
"3-Hydroxy-2,3-dihydromaltol",-0.412103721,-0.262298297,-0.412186039, 3.441603002,-0.411905688,-0.337347004,-0.048863600,-0.312657711,-0.412200157, 1.505009393, 1.315001006, 1.808613437,-0.221138096
3-Hydroxybutyric acid,-0.67334276,-0.75753517,-0.66089497,-0.79890522, 0.43149966,-0.57134706,-0.38342933,-0.76594756,-0.77067675, 1.45418187, 0.66772739, 1.23788263, 1.92214652
3-Hydroxyisovaleric acid,-0.53177511,-0.33801146,-0.58138056,-0.80547868,-0.21397259,-0.48829637,-0.41494726,-0.76139878,-0.38400101,-1.02220932,-1.06893361,-1.10835992,-1.04619570
3-Indoleacetic acid,-0.79392419,-0.70722624,-0.73122019,-0.29396034,-0.79304104,-0.79346668,-0.66240329,-0.54041385,-0.57979339,-0.79401602,-0.79400240,-0.79341774,-0.78729989
3-Indolepropionic acid,-0.417984805,-0.555782934,-0.568833956,-0.098262777,-0.517488482,-0.543108879,-0.511689181,-0.250591985,-0.481695651,-0.596750450,-0.596728658,-0.595793584,-0.586008966
"3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)-",-0.271241278,-0.337297521,-0.443530718,-0.387950165,-0.366924886,-0.307690616,-0.251358942,-0.359229577,-0.287914809,-0.532852062,-0.532827121,-0.531756932,-0.520558472
3-Methoxysalicylic acid,-0.05173896,-0.35555535, 0.15612211,-0.32776285,-0.29111791,-0.14153812,-0.35555498,-0.05012570,-0.20914241,-0.35555507,-0.35555506,-0.35555468,-0.35153146
"3-Methyl-1-(tetrahydropyrrolo[1,2-c]oxazol-3-ylidene)-butan-2-one",-0.285471513,-0.226778940,-0.312114893, 0.007891767,-0.310844084,-0.316130628,-0.290300802,-0.196230484,-0.269789110,-0.176779945,-0.244465524,-0.262354939,-0.324372877
3-Methyl-2-butanol,-0.104879941,-0.411653053,-0.270229613,-0.226834859,-0.189015029,-0.006270674,-0.411176564,-0.399621536,-0.144925170,-0.411286041,-0.411274747, 1.025917914, 2.750999727
"3-Methyl-2-butenoic acid, tridec-2-ynyl ester",-0.6872215723,-0.4274889053,-0.8542082741,-0.6481300499,-0.1297416150,-0.4205537104, 0.0635204232,-0.4250621791,-0.5243927271,-0.8540865369,-0.8540805113,-0.8538219532, 2.0610048501
3-Methyladenine,-0.73111761,-0.67663672,-0.71974443,-0.65356868,-0.80028934,-0.71476932,-0.73371630,-0.70150277,-0.77244730,-0.71964479,-0.75622348,-0.80036212,-0.79918009
"3-Methylpiperazine-2,5-dione, (R)-",-0.30247592,-0.13789380,-0.27708203, 0.16692487,-0.31601066,-0.31687220,-0.30048269,-0.17362445,-0.27927227, 4.64819398, 4.27692991, 2.43340894,-0.35048340
3-Methylvaleric acid,-0.001910217,-0.129768107,-0.286939297,-0.928215463,-0.377552388,-0.384917267, 0.004394931,-0.744230694, 0.133458902,-0.903584987,-0.925056022,-0.908159618,-0.927212084
3-Nonen-1-ol,-0.459918774, 0.039388855, 0.269829615,-0.466167505,-0.453891470, 0.257855674,-0.459644129,-0.116596262, 0.102089678, 3.952319267, 6.273419945,-0.456462372,-0.414709425
3-Ureidopropionic acid,-0.753571650,-0.753719409,-0.012265722,-0.753824713, 1.759959061,-0.753445198,-0.753560527,-0.753845878,-0.753690516,-0.607954173,-0.538402946,-0.375281966, 0.866049722
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",-0.248001704,-0.256107393,-0.003748831,-0.537849426,-0.054517970, 0.122282936, 0.018459297,-0.184754493,-0.309531356, 0.925189791, 0.606386837, 0.870846739,-0.157570723
"3,4-Dihydroxymandelic acid, ethyl ester",-0.71425779,-0.68747303,-0.71426064,-0.71426488,-0.71425095,-0.71425425,-0.71425748,-0.71426548,-0.71426112,-0.71425850,-0.71425840,-0.71425387,-0.71420649
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",-0.50311259,-0.50458337,-0.50412257,-0.14581293, 3.70483730,-0.50185390,-0.50300188,-0.50584225,-0.50429578,-0.36080726,-0.37325973,-0.35379797,-0.28063719
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",-0.206313776,-0.501651919, 0.561061754,-0.501668633,-0.501589721,-0.210122125,-0.118856052, 0.272144697,-0.501647333,-0.501632494,-0.420044505,-0.404343152,-0.479298672
"3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde",-0.40775530,-0.69105478,-0.46593437,-0.28373196,-0.38027514,-0.47938975,-0.68404863,-0.69663168, 0.21238599, 1.63987147, 1.09932745,-0.67836652,-0.60380248
"3,5-di-tert-Butyl-4-hydroxyacetophenone",-0.643876571, 1.006723843,-1.149430398,-0.809339838,-0.729059010,-0.792719821,-1.145203265,-1.155916820,-0.927190070,-1.146573829,-0.820512474,-1.140365359, 0.384167778
"3,5-Dimethyl-1,4-diallylpyrazole",-0.311287724,-0.372241744,-0.446545155,-0.147566339,-0.084863048,-0.105778486,-0.271560239,-0.550640237,-0.284839334,-0.687934401,-0.687929056,-0.687699679,-0.670641841
"3,5-Dimethylpyrazole",-0.4090204,-0.4273120,-0.4014542,-0.5371262,-0.3341284,-0.3480058,-0.5332221,-0.4597973,-0.4112524, 0.5256848,-0.5337059, 0.3874732,-0.5063297
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,-0.30899632,-0.36493025,-0.48183394,-0.48183515,-0.44367915,-0.44302198,-0.48183304,-0.37149597,-0.38970439, 0.06278955,-0.48183331, 0.30581426, 1.85796163
3'-Hydroxyacetophenone,-0.468468986, 0.122136744,-0.583088238,-0.734589230,-0.558892065,-0.414224301,-0.598895035,-0.602792436,-0.544057749, 0.293087805, 1.803759970,-0.033155392, 0.777073851
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",-0.246250213,-0.049611030, 0.082066157,-0.278298762,-0.131539047, 0.065171261,-0.085265603, 0.066617972,-0.213918244,-0.047473319, 0.895742976,-0.147422073,-0.189209002
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-0.7409570410,-0.5185273699,-0.3617458780,-0.6702659507,-0.3690707348,-0.5769770482,-0.5434259862,-0.6035820318,-0.6156000807,-0.3055005701, 0.3428125376,-0.3297119561, 3.5343504319
4-(Methoxycarbonyl)phenol,-0.179222857,-0.974799049,-0.789862110,-0.712186931, 0.733935801,-0.234634544,-0.033286901,-0.520403320,-0.688470489,-0.933296708,-1.034887150,-1.065840939, 0.356544096
"4-(tert-Butylamino)-6-ethylamino-5H-1,3,5-triazin-2-one",-0.06910081,-0.04479476,-0.23382049,-0.25146066,-0.06790151, 0.07011416,-0.04703550,-0.22449731,-0.18255342, 1.59922098,-0.10873072,-0.27585319,-0.26790461
4-(Trimethylsilyoxy)-3-penten-2-one,-1.175151297,-0.935929423,-0.955786897,-1.381809162,-0.563862123,-0.575646873,-0.594013414,-1.119126820,-0.985867998,-0.423129876,-0.301388549,-0.203823470, 0.098757196
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",-0.10208176,-0.14356101,-0.11044323,-0.14458830,-0.07840005,-0.08359173,-0.11393014,-0.13712813,-0.12452091,-0.16266887,-0.16266869,-0.16266101,-0.16258072
4-Cumylphenol,-1.28170736,-1.28786109,-0.99569336,-0.57474443,-1.27154149,-1.27644101,-1.01054448,-1.02270046,-0.94251391,-1.28276444,-1.28260760,-0.24688218, 1.71603824
"4-Fluoroaniline, N-trimethylsilyl-",-0.921641076,-1.007253744,-0.722553616,-1.295091512,-0.807860966,-0.873134249,-0.868638107,-0.969713158,-0.979763216, 0.524113790, 0.537774455, 0.475083271, 2.627272968
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,-0.72410208,-0.72500079,-0.72471922, 1.44276997, 2.19311733,-0.72333296,-0.72403443,-0.72577002,-0.72482506, 0.21302026,-0.56183780, 0.46735832, 0.95893537
4-Hydroxybenzaldehyde,-0.448372678,-0.403594354,-0.270473034,-0.449923571,-0.316628069,-0.420502172,-0.269735039,-0.285477249,-0.417930158, 3.375602458, 2.400588613, 2.441176301, 0.226179070
4-Hydroxybenzeneacetic acid,-0.90297068,-0.90488232,-0.90428339,-0.13174841,-0.89981268,-0.90133470,-0.90282678,-0.90651853,-0.90450852, 2.28612693, 1.90890195, 1.31284294, 0.05714718
4-Hydroxybenzoic acid,-0.24244777,-0.19043528,-0.20937152,-0.23127845, 1.04962708,-0.07177612,-0.05378626,-0.14388675,-0.24703872, 2.38970801, 2.78443949, 1.89344652,-0.21019379
4-Hydroxybutanoic acid,-0.662304317,-0.692490382,-0.510346142,-0.568952984, 1.305369210,-0.512594970,-0.207860968,-0.376128062,-0.625720600, 1.100284414, 0.214955285, 0.459190300,-0.761374684
4-Hydroxyphenyllactic acid,-0.63524356,-0.85156734,-0.74597336,-0.74722457,-0.55754418,-1.09589754,-0.60067126,-0.54641370,-0.67591322, 0.59044121,-1.26879743, 0.30491959, 0.66872693
4-Methoxyphenol,-0.577343076,-0.713197475,-0.653036848,-0.826846085,-0.332798549,-0.435321775,-0.538564962,-0.832089240,-0.687123161, 0.413633249, 0.346579521, 0.843396197, 2.664027904
"4-Methylethcathinone, N-acetyl-", 0.05352598,-0.10658266,-0.18450578, 0.02972921,-0.18375409,-0.23649664,-0.12584815,-0.27308265,-0.26655790,-0.31380061,-0.31376083,-0.31205376,-0.29419094
4-Methylvaleric acid,-1.332262896,-1.173499849,-0.777286000,-1.249318976,-0.222831303,-1.156934133,-0.886231942,-0.721323474,-0.262641346,-0.577198772,-0.587763487,-0.312242320, 1.854137164
4-Pyridinol,-0.487202456,-0.519127350, 0.062529685,-0.947319648,-0.056306685,-0.005896834,-0.105883677,-0.384441503,-0.606406268, 0.733792208, 0.602568138, 0.314796692, 0.954688741
"4,4,5,8-Tetramethyl-chroman-2-one",-0.09876569,-0.15208836,-0.26930047, 0.05659225,-0.10815408,-0.08334063,-0.16693341,-0.27141293,-0.10071354,-0.26837015,-0.26832411,-0.26634821,-0.24567245
5-(2-Aminopropyl)-2-methylphenol,-0.045779192,-0.068241675, 0.055484482,-0.250230230,-0.066584871, 0.148045936, 0.053739466,-0.073285881,-0.029666329,-0.014026299, 0.572896294,-0.171424634,-0.330638001
5-Aminovaleric acid,-0.36434831,-0.37467326,-0.37143841,-0.38203159,-0.34729165,-0.35551223,-0.36357109,-0.38351059,-0.37265435, 0.09350217, 0.15788328,-0.07950740,-0.23641041
"5-Androsten-17alpha-methyl-3beta,17beta-diol",-0.2709843401,-0.2709851204,-0.2667849452,-0.2709856766, 2.1508970690,-0.2709836723,-0.2596325754,-0.2680423873,-0.2672711124,-0.2378801019,-0.2630860169,-0.2629908610, 7.1351108039
"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]- ",-0.308478227, 0.135602523,-0.194996348,-0.323966483,-0.212960377,-0.259892431,-0.242690197, 0.060126064,-0.303670053,-0.118696281, 1.764027787,-0.274398803, 0.054173826
5-Ethyluracil,-0.62253787,-0.52537749,-0.62386740, 0.65182828,-0.61933940,-0.62088093,-0.62239212,-0.51877759,-0.53913270,-0.62287045,-0.62282111,-0.42139202,-0.59854696
5-Henicosylresorcinol,-0.724536071,-0.971500028,-0.971498065,-0.736260408,-0.971483413,-0.713722439,-0.971493291,-0.971505390,-0.785282356,-0.971163209,-0.971494679,-0.971487828,-0.966463800
5-Hydroxy-L-tryptophan,-0.15873404,-0.11173011,-0.23319285,-0.19009832,-0.06173718,-0.04458606, 0.10593185,-0.06834033,-0.14640529, 5.07992241, 3.38308187, 0.96954527,-0.37543058
5-Hydroxyquinoline,-0.184089712,-0.080731676,-0.176371742,-0.321868929,-0.169654271,-0.075579003,-0.130842935,-0.230031422,-0.089753869, 1.001951619, 2.503251475, 1.397650757,-0.362351156
5-Hydroxytryptophan,-1.47872359,-0.28671624, 1.14190775,-1.07765527,-1.59000219,-0.90081066,-0.54447470,-1.61607845,-1.38543934,-0.55791641,-0.57731207,-0.56527993, 1.67698954
5-Methyluridine,-0.14299364,-0.22076762,-0.10461892,-0.06997433,-0.05029921,-0.21964659,-0.09380662,-0.08612640,-0.10085555,-0.22026732,-0.22025192,-0.21959129,-0.21267842
"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ", 0.190091702,-0.249834634,-0.317193609, 1.334831307,-0.251143361,-0.251059424,-0.167445817,-0.317416614,-0.170061952, 4.360071157, 1.793743308, 2.377169962,-0.314699285
"5,6-Dihydro-5-methyluracil",-0.505333320,-0.297393531,-0.283802404, 0.511058591,-0.424481759,-0.505045420,-0.382546182,-0.505957673,-0.265629993,-0.505391108,-0.505382534,-0.505014623,-0.501164799
"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione", 0.082398462, 0.134480940,-0.509302752,-0.509373398, 0.116304948,-0.509196541,-0.509250285,-0.509383261,-0.509310861,-0.509267297,-0.489691989,-0.498880699,-0.508402254
"5alpha-Pregnane-3,20-dione",-0.44120071,-0.44505597, 0.74448679,-0.44780352, 1.05361931,-0.43790139, 0.39548939, 1.42324751,-0.44430213, 4.01115993, 1.60782252, 1.37780152,-0.39342964
6-Hydroxyflavone-beta-D-glucoside, 0.24552737,-0.64845302, 0.67254133,-0.57954751,-0.63672018, 0.89453375,-0.64369581, 0.71423943,-0.64758793, 2.92186163, 0.99838894, 2.91259608,-0.58920829
6-Hydroxyflavone,-0.192001051,-0.114487575,-0.201677961,-0.097412450, 0.840205414, 0.623836289, 0.728977872,-0.457245918, 0.085073316,-0.456520612,-0.456509635,-0.456038642,-0.451110164
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-0.175756042,-0.168848323,-0.098785899,-0.187330670,-0.028015011,-0.006478848,-0.439817894,-0.257570229,-0.439991294, 3.814933880, 0.533310688, 2.437433257,-0.437390387
"6,7,4'-Trihydroxyisoflavone", 0.11647335, 2.69120002,-0.66655719,-0.02508292, 1.12126164, 0.35080309,-0.66480339,-0.66924835,-0.66682825, 2.77641355, 2.42545836, 2.17977213,-0.12576101
"6,8-Dioxapentadecane",-0.277389152,-0.065306506,-0.352209625,-0.352209847, 0.121065737, 0.159640820,-0.261699502,-0.352209878, 0.007647974, 0.623957784,-0.352209508, 0.706353898, 1.636773927
"7-(Trimethylsilyl)-2,6-bis[(trimethylsilyl)oxy]-7H-purine",-0.13734774,-0.09451707,-0.13734853,-0.13734970, 3.86998495,-0.13734676,-0.13734766,-0.13734986,-0.13734866,-0.13734794,-0.13734791,10.29068518,-0.13733358
7-(Trimethylsilyl)amino-4-methylcoumarin,-0.592622324,-0.656442451,-0.641013793, 1.246290870,-0.653558616,-0.654424409,-0.655273169,-0.607413798,-0.631207437, 1.526350227, 2.524533228, 1.429446706,-0.641880591
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",-0.030761933, 0.085770663,-0.622882392,-0.446791767,-0.572867318, 0.085952051,-0.317997891,-0.472323151,-0.508559611,-0.577629394,-0.602806620,-0.583548364,-0.415460763
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",-0.337930669,-0.386674959,-0.484219368,-0.591227383, 0.157118700,-0.109901133, 0.273626973,-0.141779414,-0.397049200, 0.896855220, 1.197001490, 0.699750958, 0.058289867
"7-Keto-3alpha,12-alpha-dihydroxycholanic acid",-0.26451239,-0.26475174,-0.26467675,-0.26492232,-0.22843012,-0.26430754,-0.26449437, 0.85461179,-0.22386078,-0.26455350,-0.26454740,-0.03851672, 0.46384638
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",-0.54513175,-0.67547147,-0.63588575,-0.77279791,-0.27702661,-0.40610161,-0.52166831,-0.76877165,-0.62165244, 2.67960992, 2.27633433, 0.68500929, 2.44045631
8-Heptadecene,-0.32990754, 0.85777900, 0.88141003,-0.33059501, 1.36147368,-0.32956402, 0.10890952,-0.13964514,-0.33023045,-0.32997649,-0.26204074,-0.32952727,-0.32493371
8-Hydroxy-5-(hydroxymethyl)quinoline,-0.080713636,-0.122550418,-0.230589698,-0.181420620, 0.208123261, 0.164391966, 0.085456468, 0.013163274,-0.151407053, 2.707559135,-0.229529565,10.203112471,-0.204934368
9-Hexadecenoic acid,-0.723446027,-0.780769937, 0.486701647,-0.859899303,-0.892486869,-0.893942148, 0.411955163,-0.124763275,-0.868771678,-0.307855499,-0.348969076,-0.893774821, 2.630616880
9-Octadecenamide,-0.34500888,-0.25278905,-0.26441744,-0.28055847,-0.25178976,-0.18037913,-0.26259354,-0.26984491,-0.05876467,-0.40682414,-0.40505493,-0.40674541,-0.40594033
9-Octadecenoic acid, 0.98127295,-0.66778715,-0.66778623,-0.66778924,-0.66777938,-0.66778171, 7.57068317,-0.66778966,-0.66778658,-0.66751225,-0.52083925,-0.59057643,-0.43765842
"9,12-Octadecadienoic acid",-0.2676770862,-0.2814653866,-0.2289818398,-0.3405474016,-0.2544235566,-0.3161257794,-0.3371913531,-0.3349944803,-0.2865647425,-0.0007069059,-0.4019510751, 0.0310538398,-0.4035421824
"9(E),11(E)-Conjugated linoleic acid",-0.4235102, 0.5546117,-0.4236908, 1.4541374, 1.5870839,-0.4232851,-0.4234904, 1.2503092,-0.4237218,-0.4235554,-0.4235487,-0.4232610,-0.4202504
"9H-Fluorene, 9-methylene-",-0.16300677,-0.17401734,-0.69650263,-0.37859854,-0.33898897, 0.40236612,-0.28237838,-0.48470740,-0.45200713,-0.69650262,-0.69650262,-0.69649601,-0.69650225
9H-Purin-6-ol,-0.24940122,-0.11266003,-0.02697128,-0.24955589,-0.24925204,-0.19365285,-0.24939443,-0.18611315,-0.24947387, 0.22449783, 0.05529909, 0.07315499,-0.24828222
"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",-0.431755473,-0.432087373,-0.431983387,-0.372158499,-0.431207180, 0.220558936, 0.016825038, 0.768151222,-0.432022474, 0.627480817,-0.258775606,-0.431441050, 0.410991705
"Acetamide, 2,2,2-trifluoro-", 0.11007705, 1.03798080,-1.15452795,-1.15508933,-1.15324833,-1.15368397,-1.15411104,-1.15516771,-1.15459239,-0.81137451,-0.79757011,-0.75838810, 0.69738037
"Acetamide, N,N-diethyl-",-1.079792622,-1.143934826,-1.549528316,-1.086361566,-0.138933742,-0.808516019,-1.340207845,-1.123769015,-0.965202512,-0.757525774,-0.791592622,-0.635827530, 1.766068404
"Acetic acid, bis[(trimethylsilyl)oxyl]-",-0.8230260,-0.3363360,-0.2878319,-0.9531315, 1.1879187,-0.4788324,-0.3592786,-0.2927286,-0.7364787,-0.9611178,-1.0537749,-1.0069363,-1.0882347
"Acetin, bis-1,3-trimethylsilyl ether",-0.15502197,-0.24284035,-0.13547290,-0.36217141,-0.93982465,-0.96828058,-0.93916469,-0.28269107,-0.95133504,-0.96851694,-0.96851108,-0.96825952,-0.96562724
Acetoacetic acid,-0.1711162540, 0.0111671666,-0.1592060259,-0.2301878577,-0.0224118076,-0.1412443513, 0.0651489579,-0.2393590918,-0.1566560795, 2.1151268267, 1.4317060315, 2.8573401904,-0.0105000920
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",-0.32379762,-0.40076821,-0.40015771,-0.33474180,-0.39560059,-0.26344287,-0.39867294,-0.40243604,-0.40038719,-0.39915435,-0.39910468,-0.39697364,-0.18248547
Aceturic acid,-0.4384345162,-0.3795183535, 0.4164582427,-0.4943579273,-0.1770171963,-0.3760757534,-0.4084418238,-0.3695710356,-0.2196985044, 2.5459308683, 3.0685308896, 2.0221421084,-0.4869282047
Aconitic acid, 0.24912901,-0.34561574,-0.34561374,-0.34562028, 2.28762054,-0.34560391,-0.34560889,-0.34562119,-0.34561449,-0.34561046,-0.34561030,-0.34560333,-0.34553040
Adipoyl-L-carnitine,-0.21116581,-0.19361801,-0.08999261,-0.28797447,-0.01224316,-0.14956046,-0.04415539,-0.07018529,-0.21463069,-0.31861991,-0.31861710,-0.31862841,-0.31862796
Albizziin,-0.134323093,-0.213726050,-0.104415678,-0.374965495,-0.300179965,-0.165777537,-0.231613861,-0.130874372,-0.333441815, 1.027514829,-0.434477280,-0.432867174, 1.982325591
Alloxanic acid,-0.31071119,-0.41599225,-0.34008453,-0.07704010,-0.21029937,-0.19296523,-0.41595074,-0.41602529,-0.05961301,-0.41596027,-0.41595929, 0.64055755, 1.45946985
Allylescaline,-0.295257168,-0.397966670,-0.559439451,-0.296035590,-0.375070986,-0.258595628,-0.304190528,-0.513187644,-0.574548672,-0.761780590,-0.369670366, 0.343901222, 1.382732416
