,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124
"4,4,5,8-Tetramethyl-chroman-2-one",-0.25390345,-0.25749810,-0.25763298,-0.25915240,-0.25709608,-0.25801614,-0.25647463
5-(2-Aminopropyl)-2-methylphenol,-0.330656038,-0.329985394,-0.330185335,-0.330667540,-0.330663034,-0.330359464,-0.330661672
5-Aminovaleric acid,-0.28344843,-0.30399092,-0.30476174,-0.31344483,-0.30169349,-0.30695139,-0.29814207
"5-Androsten-17alpha-methyl-3beta,17beta-diol",-0.2574797023,-0.2709797783,-0.2394812554,-0.2545574632,-0.2709796046,-0.2443900521,-0.2578891709
"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]- ",-0.339336621,-0.341590388,-0.343468907,-0.343510178,-0.344636034,-0.346001527,-0.341926419
5-Ethyluracil,-0.60736752, 1.37183637,-0.61136420,-0.61299245, 1.58172942, 1.55926880, 1.82689618
5-Henicosylresorcinol, 1.113889667, 0.716495623, 1.168518288, 0.943729312, 0.757698526, 1.367776080, 1.351086468
5-Hydroxy-L-tryptophan,-0.38821457,-0.23973792,-0.39400710,-0.39636699,-0.39317321,-0.39460221,-0.39220801
5-Hydroxyquinoline,-0.362275650,-0.362201831,-0.362356958,-0.362195634,-0.362204825,-0.362238052,-0.362155685
5-Hydroxytryptophan,-0.07846154,-0.01143482, 0.04058894,-0.16224484, 0.28872685, 0.01392538, 0.40441149
5-Methyluridine,-0.21543042, 6.25088631,-0.21667738,-0.21718539, 5.52962882,-0.21680549,-0.21629009
"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",-0.315568202,-0.315947676,-0.315961915,-0.316122314,-0.315905236,-0.316002363,-0.305080564
"5,6-Dihydro-5-methyluracil",-0.502697410,-0.503366733, 0.733516105, 0.161418103, 0.248165656, 0.138657965, 0.235669874
"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",-0.508715949,-0.508852947,-0.508858087, 0.577479584, 0.476467191, 0.102380898, 1.798338502
"5alpha-Pregnane-3,20-dione",-0.14664579,-0.41866371,-0.41895153,-0.12504487,-0.41780587,-0.41976913,-0.41647979
6-Hydroxyflavone-beta-D-glucoside,-0.60936377,-0.61816610,-0.61849639,-0.62221704,-0.61718167, 0.76424485,-0.61565990
6-Hydroxyflavone,-0.432415952,-0.453929041,-0.453961193,-0.454323377,-0.453833213,-0.454052527,-0.453685077
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ", 0.806315145,-0.438680504, 0.774800936, 2.448686124, 2.559986977,-0.438737019,-0.438568849
"6,7,4'-Trihydroxyisoflavone", 0.07616021,-0.32712093,-0.30439020,-0.65362910,-0.28164647,-0.25546950,-0.26679737
"6,8-Dioxapentadecane",-0.352207778,-0.352208209,-0.351859717,-0.352208407,-0.351789068,-0.352208271,-0.351725486
"7-(Trimethylsilyl)-2,6-bis[(trimethylsilyl)oxy]-7H-purine",-0.13733879,-0.13734106,-0.13734115,-0.13734211,-0.13734081,-0.13734139,-0.13734041
7-(Trimethylsilyl)amino-4-methylcoumarin, 0.780104962, 0.812585904,-0.649079361,-0.649993865, 2.147773246, 1.542467042, 0.734706447
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",-0.331931588, 0.388692656, 0.015540519, 2.058381668, 0.672139023,-0.040837359, 0.870334288
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",-0.245028995,-0.334236084,-0.187528816,-0.386946847,-0.378542200,-0.459886428,-0.459190107
"7-Keto-3alpha,12-alpha-dihydroxycholanic acid",-0.26263694,-0.26311316,-0.26313103,-0.18038969,-0.26305990,-0.26318179,-0.23193042
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",-0.32971249,-0.58404032,-0.65086728,-0.44698121,-0.46886250,-0.47142757, 0.03162794
8-Heptadecene,-0.32676240,-0.32756103,-0.32759100,-0.32792857,-0.32747171,-0.32767612,-0.32733364
8-Hydroxy-5-(hydroxymethyl)quinoline,-0.213871596,-0.217774670,-0.217921127,-0.219570915,-0.217338159,-0.218337159,-0.216663387
9-Hexadecenoic acid, 0.597644622,-0.124719140, 0.205125642,-0.501603281,-0.395790169,-0.885345493,-0.503501170
9-Octadecenamide,-0.40626083, 0.19723800, 0.93690826,-0.24468820,-0.40638515, 0.37499505,-0.26310140
9-Octadecenoic acid, 0.56730833, 1.19080842, 0.29702000, 0.57025351, 0.51455028, 0.72420833, 0.58329549
"9,12-Octadecadienoic acid",-0.4268702373,-0.4290596998,-0.4281335909,-0.4294404764,-0.4294697612,-0.4294701849,-0.4294694751
"9(E),11(E)-Conjugated linoleic acid",-0.4046324,-0.3890882,-0.4219920,-0.4222132,-0.3852400,-0.3878768,-0.4218233
"9H-Fluorene, 9-methylene-", 0.98075118, 0.78403008, 0.73297847,-0.69650247,-0.69650244,-0.69650245, 1.19496403
9H-Purin-6-ol,-0.24869364,-0.24887331,-0.24888005,-0.24895600,-0.24885322,-0.24889920,-0.24882215
"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",-0.218113243, 0.033363712,-0.007880701,-0.014219493, 0.095334046, 0.444809438,-0.294625949
"Acetamide, 2,2,2-trifluoro-", 0.01775977,-0.26414409,-0.25371428,-0.22146135,-0.06957767,-0.44076835,-0.16746843
"Acetamide, N,N-diethyl-", 0.357021488, 0.064313608, 0.124440828,-0.083014696, 0.210549060, 0.085161518, 0.350715923
"Acetic acid, bis[(trimethylsilyl)oxyl]-", 0.7942224, 0.7620254, 0.9290231, 0.7045039, 1.0153443, 1.0434177, 1.2837549
"Acetin, bis-1,3-trimethylsilyl ether", 1.24009574, 0.89578977, 1.11977266,-0.96734341, 1.19408875, 0.99263506, 1.19916786
Acetoacetic acid,-0.4051078596,-0.3976601253,-0.3974323041,-0.3983710354,-0.4051691216,-0.3970122718,-0.3962682034
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",-0.38355171,-0.38742861,-0.38757409,-0.38921281,-0.38699503,-0.38798733,-0.38632478
Aceturic acid,-0.4014162470,-0.3239097676,-0.4904155508,-0.3584419501,-0.3342177036,-0.3161369328,-0.3417954578
Aconitic acid,-0.34555944,-0.34557211,-0.34557259,-0.34557795,-0.34557070,-0.34557394, 3.25895612
Adipoyl-L-carnitine,-0.31862814,-0.31862822,-0.31862822,-0.31862825,-0.31862821,-0.31862823,-0.31862820
Albizziin,-0.422726248,-0.425655437,-0.425765350,-0.427003487,-0.425327843,-0.368868890,-0.424821439
Alloxanic acid,-0.41565117,-0.40894698,-0.41573086,-0.39391578,-0.40337455,-0.41573905,-0.41570611
Allylescaline, 1.672250314, 0.142348370, 0.500390275, 0.026813232, 0.195780783,-0.038903734, 0.348752664
alpha-D-Mannopyranose,-0.185107493,-0.185107564,-0.185107564,-0.185107564,-0.185107564,-0.185107564,-0.185107564
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",-0.22917809,-0.22935039,-0.22935685,-0.22942968,-0.18734897,-0.22937522,-0.12500112
alpha-Linolenic acid, 0.401952270, 0.424569401, 0.375104084, 0.286864673, 0.237327686,-0.589702950,-0.137357856
alpha-Tocopherol,-0.316972156,-0.320992346,-0.417480964,-0.395730671, 0.299729235, 0.128936482,-0.051018485
Ammeline, 0.5208193060, 0.3850890867, 0.3840823056, 0.2584643277, 0.9097778310, 0.5383897334, 0.7092452321
"androst1-2,4,6,16-tetraene-3,6,17-triol",-0.22288996,-0.22291053,-0.22291130,-0.22291999,-0.22290823,-0.22291349,-0.22290467
Arabinaric acid,-0.4258100711,-0.4296792939, 0.9109980982, 0.9612616835, 3.7491893720,-0.4302369043,-0.4285776491
"Arabinofuranose, 1,2,3,5-tetrakis-O-",-0.48671935,-0.50101873,-0.51387940,-0.49234188,-0.50938048,-0.49264260,-0.46118309
"Arabinonic acid, 2,3,5-tris-O-(trimethylsilyl)-, gamma-lactone",-0.21293701,-0.24024909,-0.24127393,-0.25281846,-0.23719457,-0.24418515,-0.23247280
Arachidonic acid,-0.251686821,-0.251700696,-0.251709620,-0.251708197,-0.251676207,-0.251682920,-0.251665651
Arsenous acid, 2.99573430,-0.55798824,-0.28401701,-0.55873014,-0.09917789,-0.55822056,-0.55752925
Aspartic acid,-0.40373667, 1.08908835, 0.79273849, 0.59711035, 0.60773305, 0.51094325,-0.41298379
Atrazine desethyl, 2.67271340, 3.27076441, 2.34423833, 0.85023476, 0.25734532, 0.21676028, 0.03907992
Azatadine, 2.185439624, 2.113874636, 2.286493842, 1.435970434, 1.576548386, 1.438513101, 1.352825151
"Azetidine, 1-acetyl-2-methyl-",-0.19281708,-0.20510894,-0.20510931,-0.19821633,-0.20510785,-0.20511035,-0.20510616
"Aziridine, 1-(2-buten-2-yl)-",-0.50664162, 0.13516606,-0.27726971,-0.50905372, 0.85765886, 2.34961789, 1.01087116
"Benzaldehyde, 2,5-dimethyl-",-0.52491436,-0.52491469,-0.52491471,-0.52491485,-0.52491466,-0.52491474,-0.52491460
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-", 1.2005960,-0.4438664,-0.4444167,-0.4506155, 1.9509857,-0.4459799, 2.5310394
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-",-0.41990572, 0.84090939,-0.55938249, 0.90506221, 0.17751593,-0.82354409, 1.67061788
"Benzene, 1,3-bis(1,1-dimethylethyl)-",-0.08507447,-0.08123622,-0.23482125,-0.16364842,-0.14664214,-0.05613166,-0.03894330
"Benzene, 3-cyclohexen-1-yl-",-0.05218399, 0.88014939, 0.41968147, 2.27527095,-0.47355984, 1.09736021, 1.50175522
"Benzene, 4-ethenyl-1,2-dimethoxy-", 0.877406047, 2.273502449, 1.046104918, 0.944445541, 0.939791571, 0.743666291, 1.124266544
Benzeneacetamide,-0.615582242,-0.616076536, 3.285654174, 3.104573014, 0.943606603,-0.616147771, 0.808134859
Benzeneacetic acid,-0.55033315,-0.54170710,-0.48609883,-0.54116856,-0.45767248,-0.53803472,-0.59262540
"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-", 0.37389509, 0.74369388,-0.81947959, 1.04649129,-0.81912241, 0.42264074, 0.30410158
"Benzenemethanamine, 2,3-dimethoxy-", 1.15013348, 1.16118243, 1.33451119, 0.97344656, 1.72022428, 1.28087902, 1.42793374
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",-0.401797166, 0.065547606,-0.407149701,-0.409330336,-0.406379154,-0.407699600,-0.405487263
Benzenepropanoic acid, 0.433262546, 0.392730761, 0.712659058, 0.627833301, 0.723319819,-0.363496876, 0.399469927
"Benzimidazole, 5-trifluoromethyl-2-methyl-", 4.969251e-01, 2.710282e-01, 6.009614e-01, 2.042695e-01, 7.719596e-01, 1.012258e+00, 6.591393e-01
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-", 1.750979470,-0.725260455, 1.468628075, 0.497660881,-0.725201988, 0.712275106,-0.725111607
"Benzoic acid, methyl ester",-0.611327582, 0.164314807, 0.493161875,-0.172796746,-0.612887772,-0.108248866,-0.612584079
"Benzoic acid, pentadecyl ester", 0.4029783599, 0.5598248068, 0.5074805366, 0.1559575336, 0.5827199567, 0.3473673139, 0.6997867345
Benzoic Acid,-0.28257629,-0.27678524,-0.31961557,-0.34669352,-0.26789837,-0.31691475,-0.10896807
Benzoin, 2.91697070, 2.70913561, 0.84816141, 0.22210659,-0.61364869,-0.61462665,-0.61298813
Benzophenone, 0.647455566, 0.605307237, 0.393126408, 0.349791554, 0.679120136, 0.167840090, 0.926035619
Benzyl alcohol, 0.83205486, 0.41759882, 0.91846070,-0.10969893, 1.80315085, 0.82545623, 0.40431962
"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",-0.260234103,-0.260433017,-0.260440481,-0.260524560,-0.260410771,-0.260461683,-0.253920775
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",-0.0434512037,-0.0242660619,-0.0061436626,-0.0235717861, 0.0120210169,-0.0802785631,-0.0283667903
beta-D-Glucopyranose,-0.40484125,-0.40484122,-0.40484126,-0.40484126,-0.40484120,-0.40484129,-0.40484118
beta-Hydroxypyruvic acid, 0.422728482, 0.569465430,-0.236909184,-0.250990442,-0.200932584,-0.233814923,-0.268991104
beta-Lyxopyranose,-0.3303144,-0.3176770,-0.3285512,-0.3380972,-0.3243855,-0.3401965,-0.3458530
beta-Methylphenethylamine,-0.1417081527,-0.0883031297,-0.1005676503,-0.0812038907,-0.2636545727,-0.1550853668,-0.2636050937
5-Hydroxyhexanoic acid,-0.340349208,-0.446826430,-0.446905185,-0.228936558,-0.052476519,-0.244898987,-0.215178986
Bis(trimethylsilyl)acetylene, 1.17844377, 0.95866070, 0.62771502, 0.61796066, 2.39090576, 1.65023527, 1.65065363
Bis(trimethylsilyl)histidine,-0.1921745962,-0.1798378690,-0.1994363403,-0.2865613587,-0.2964119700,-0.2985734644,-0.2554787683
Boric acid, 0.475270061, 0.366947590, 0.607909240, 0.122453857, 0.685826313, 0.425812984, 0.969515687
"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",-0.35951185, 0.81499547,-0.36770690, 0.20892241,-0.36652715, 3.05669329, 0.59954881
Butanedioic acid,-0.068724880,-0.702844044, 0.608054372, 0.008344516,-0.286908094,-0.256984819,-0.576134153
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-", 0.24522911,-0.78820888, 0.71834063, 0.16335875,-0.78739451, 0.48833805,-0.78613563
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",-0.16671300,-0.16671286,-0.16671115,-0.16672067,-0.16670979,-0.16671019,-0.16670442
Butylated Hydroxytoluene, 1.509527452, 0.606961634, 0.948280270, 0.412661990, 0.560738267, 0.380674586, 0.547532498
Butylmethylamine,-0.65328751, 1.18336649, 1.07605579,-0.67120339,-0.66418469,-0.66732506, 1.22182438
Butyrovanillone,-0.53124825, 0.60406315,-0.56915175,-0.58459372,-0.56369519, 0.33524646,-0.55737934
Cadaverine,-0.33205511,-0.33205562,-0.33205409,-0.33205562,-0.33205509,-0.33205552,-0.33205562
Campesterol, 0.236559161, 0.354656995,-0.241612141,-0.112992328, 0.811502449,-0.587920328, 0.528384257
"Carbonic acid, eicosyl vinyl ester ",-0.602948764,-0.536370621,-0.191478542,-0.552745907,-0.601895108,-0.549599302,-0.253862365
"Carbonic diamide, N,N'-dibutyl-N'-methyl-",-0.32458148,-0.34479927,-0.34555791, 0.21723983,-0.34253816,-0.34771294, 0.10392432
Carfentrazone-ethyl,-0.44084509,-0.44095592,-0.43874832,-0.34074635,-0.33812782,-0.44097189,-0.36561402
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-", 1.310902889,-0.280399669,-0.280426208,-0.280725161,-0.280320570,-0.280501596,-0.280198296
"Cetaben, N,O-bis(trimethylsilyl)-",-0.204229526,-0.022827687,-0.204856912,-0.205112511,-0.204766594,-0.204921367,-0.204662053
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",-0.23161951,-0.23162373,-0.23162389,-0.23162567,-0.23162326,-0.23125739,-0.23162253
"Cholest-5-ene, 3-(1-oxobuthoxy)-",-0.196420097,-0.203719338,-0.203993229, 0.199664291,-0.202903007, 0.368472086,-0.201641098
"Cholest-7-en-3-ol, (3beta,5alpha)-", 0.891099565, 0.148554430, 0.103490651, 1.149042138, 0.635852212,-0.413719257,-1.025369342
"Cholesta-2,4-diene",-0.17575915,-0.17576355,-0.17576372,-0.17576558,-0.17576306,-0.17576419,-0.17576230
"Cholesta-3,5-dien-7-one",-0.22834824,-0.22834824,-0.22834824,-0.22834824,-0.22834824,-0.22834824,-0.22834823
"Cholesta-3,5-diene ",-0.301759579,-0.305233660,-0.310552431,-0.279586129,-0.281624081,-0.312701033,-0.233216866
"Cholesterol, pentafluoropropionate",-0.22320629,-0.22323919,-0.22324042,-0.22325433,-0.22323551,-0.22324393,-0.22322982
Cholesterol, 0.16214281,-0.55424219,-0.16313186,-0.03522708,-0.45202152,-0.79939886,-0.47712777
Cinnamic acid, 5.170191430,-0.631588896,-0.631894421, 0.269425230, 0.362497371, 0.497449639,-0.629270625
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate, 0.541403250, 1.017238463, 1.398503494, 1.012207155, 0.647695523, 1.932987323, 0.715666043
"cis-4,5-Dihydroxy-o-dithiane, 2O-", 0.153001496,-0.170419621,-0.104545923,-0.335534721, 0.205096413,-0.231192323, 0.158940488
Citric acid,-0.31751359,-0.28746185,-0.24906161,-0.35958994,-0.33317415,-0.35539080,-0.38496050
Cyclo-(l-leucyl-l-phenylalanyl), 1.53925241, 2.04526648, 1.32618708, 1.53497088,-0.67285025,-0.67360144, 1.12761522
Cyclo(L-prolyl-L-valine),-0.3727844,-0.3727855,-0.3727855,-0.1168078,-0.3727854,-0.3727856,-0.3727852
cyclobutanecarboxylic acid,-0.226688255,-0.238299947,-0.462992717,-0.256400524,-0.235879804,-0.260108622,-0.155214640
Cyclobutanol, 0.180623194,-0.642015961, 0.112640572, 1.671122512,-0.641776606,-0.642324394,-0.641406604
Cyclohexanol, 0.05863970, 0.02178721, 0.06887002,-0.09177163, 0.19810759, 0.03063438, 0.30532779
"Cyclohexanone, 3,3,5-trimethyl-", 0.47988938, 0.13943722, 0.20574653,-0.02096560, 0.26273632, 0.16192929, 0.37608889
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",-0.14656220,-0.14552947,-0.14786303,-0.14832177,-0.15134414,-0.16457307,-0.15145404
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",-0.21054588,-0.21091051,-0.21092420,-0.21107832,-0.21086973,-0.21096306,-0.21080669
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-", 0.441422257, 0.225305215, 0.167376981,-0.266974035, 0.032421543,-0.121280607,-0.198337558
"Cyclopentanone, 2,2,4-trimethyl-",-0.16907507,-0.16968051,-0.16836354,-0.16966937,-0.16692525,-0.16821994,-0.17008859
D-(-)-Citramalic acid,-0.6443181776,-0.6675300127,-0.6684009972,-0.6782123917, 1.4262016178, 0.1192082411, 1.7550484271
"D-(-)-Fructofuranose, pentakis",-0.372755204, 0.019445390,-0.720235812,-0.334262685,-0.259231887,-0.796959325,-0.830381559
"D-(-)-Lyxose, tetrakis",-0.95251598,-0.95415041,-0.95421174,-0.95490259,-0.95396761,-0.95438595,-0.91896012
"D-(-)-Ribofuranose, tetrakis",-0.17879298,-0.03086905,-0.24419833, 0.06506083,-0.18750709,-0.26138466, 0.33396344
D-(+)-Glucosamine,-0.30849678,-0.30853355,-0.30853493,-0.30855047,-0.30852943,-0.30853884,-0.30667608
"D-(+)-Ribono-1,4-lactone (R,S,R)-",-0.257466040,-0.006615549,-0.241130831,-0.075644988,-0.094814121, 0.181876426,-0.387074541
"D-(+)-Talofuranose, pentakis", 3.190430792, 4.530387710, 4.341140903, 3.840228637, 2.018633132, 2.677055436, 1.019128282
"D-(+)-Xylose, tetrakis",-0.20411968,-0.20437208,-0.20438155,-0.20448824,-0.20434385,-0.20440846,-0.20430022
D-Arabinose, 1.0124470196, 2.3081506003, 1.5848556803, 1.8730666707, 1.6668319668, 1.7399049318,-0.0054739259
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",-0.0315885620,-0.6653318564,-0.2278065380,-0.4730127686, 0.0922608112, 0.1944163883,-0.1333163034
D-Fructose,-0.5910082,-0.5890159,-0.5328805,-0.6575651,-0.6182230,-0.5277157,-0.6439298
D-Fucitol,-0.24489563,-0.24495757,-0.24495989,-0.24498607,-0.24495064,-0.24496649,-0.24493993
"D-Isoleucine, N-acetyl-", 1.103334644, 0.937035610, 1.176230257,-0.059054961, 0.111453753,-0.207041961, 0.331438935
D-Leucylglycylglycine, 0.054524416, 0.262647490, 0.212645589,-0.073727906, 0.083013971, 0.088825942, 0.230501671
D-Mannose, 0.29135869, 0.98863984, 0.89190843, 0.34076162, 0.30448349, 1.57139432, 2.16844123
D-Ornithine,-0.480736537,-0.186561133,-0.482858381,-0.483722824,-0.482552921,-0.483076370,-0.482199360
D-Proline, 0.258081927, 0.638808326,-0.368321777,-0.232877829,-0.368310582, 0.242508359,-0.366705257
"D-Psicofuranose, pentakis", 1.4947851456, 1.6068207867, 1.2509691365, 1.2410337566, 1.5617068478, 2.2832035697, 0.7281674289
D-Ribose,-0.38611951,-0.39422942,-0.39422961,-0.39423179,-0.39422884,-0.39423016,-0.39422795
D-Threitol,-0.35969840,-0.42083291,-0.38593737,-0.50343886,-0.41182812,-0.45903639,-0.41226306
"D-Xylofuranose, 1,2,3,5-tetrakis-O-",-0.37924361,-0.39853449,-0.37727293,-0.37638381,-0.37846142,-0.37567702,-0.37169966
Decanoic acid, 1.3618826, 1.1523007, 0.7253493, 1.0902665, 1.3963218, 1.4895227, 1.8100392
Dehydronorketamine,-0.166077221, 0.159374451,-0.782708571,-0.428789721, 0.069340456,-0.324003921, 0.549348310
Delorazepam,-0.809435295, 0.127810157,-0.144638320,-0.032170057, 1.421464746, 0.841258653, 0.510825803
Deoxycholic Acid,-0.421991002,-0.422929591,-0.422964810,-0.423361542,-0.310161967,-0.291954268,-0.286350799
Desmosterol,-0.4893936786, 0.0008852652, 1.2332764306,-0.6287142761,-0.6642214843,-0.4453097306,-0.5198769590
Dicyclohexylamine, 0.525406308,-0.567040889, 0.018114977,-0.567733894, 0.559481449, 0.047154142, 0.100951225
Dihydrouracil,-0.63996889,-0.65148300,-0.61588167,-0.63585881,-0.63816659,-0.59319030,-0.66521090
Dimethyl fumarate,-0.589903890, 0.312854298, 0.263854776, 0.297048200, 0.393341855, 0.231004022, 0.483795904
"Dimethyl hexopyranosiduronate, alpha-D-", 1.177722141, 2.721331337, 1.012174972, 1.322491316, 1.037362708, 1.905416118,-0.071991360
Dinoseb, 0.09100413, 0.08456381, 0.08505724,-0.06802515, 0.40725615, 0.60806988, 0.88258034
Diphenyl ether, 0.164082569, 0.268070456, 0.142945674, 0.146517639, 0.375889626, 0.031320678, 0.629073926
DL-Glyceraldehyde,-0.30403552,-0.29788898,-0.31632851,-0.30136930,-0.30207488,-0.32577840,-0.27520177
DL-Ornithine,-0.401959431,-0.373130565,-0.349286004,-0.398828770,-0.455131254,-0.386098699,-0.363485336
DL-Phenylalanine,-0.444508656,-0.372359227,-0.384687332,-0.452822096,-0.423625611,-0.424337361,-0.407427099
"DL-Proline, 5-oxo-", 1.111991512,-0.016735602,-0.397079532, 0.374190413, 0.313016827, 2.338998880,-0.397032801
Dobutamine, 1.01376829, 0.69167329, 0.90447646,-0.70550463, 1.14960920, 0.15445154, 1.28170905
Doconexent,-0.71157362,-0.20421177,-0.53278220,-0.46578832,-0.11661439,-0.35541332,-0.31233252
Docosyl octyl ether, 0.84955871, 0.08344332,-0.50862510,-0.03503002, 0.86665216,-0.28791400,-0.41369772
Dodecanamide,-0.313969541,-0.319297325,-0.319497241,-0.321749239,-0.318701477,-0.320065135,-0.317780399
"Dodecanamide, N-(2-hydroxyethyl)-",-0.107034530, 0.391125882,-0.380703834,-0.128470138, 1.074193808,-0.030036932, 1.709760905
"Dodecane, 4,6-dimethyl-",-3.615894e-01,-3.899100e-01,-4.131630e-01,-3.894324e-01,-4.818571e-02,-3.655235e-01,-4.105270e-01
"Dodecanoic acid, 1-methylethyl ester",-0.918931606,-0.143908033,-0.919027872,-0.917100077, 0.927779479,-0.919037762, 1.009870709
Dodecanoic acid, 0.08329257, 0.06486732,-0.01976201,-0.06800808, 0.27326823, 0.10234497, 0.30134264
Dodecylcyclohexane, 0.94273182, 0.96260200, 0.97558079, 0.74667727, 1.12473559, 0.92648460, 1.24741848
Dopamine,-0.372104931,-0.091799744,-0.144221570,-0.372106260,-0.372105739,-0.216907742,-0.372105582
Ecgonine,-0.238507040,-0.240372498,-0.240442496,-0.241231005,-0.240163869,-0.240641337,-0.239841365
Eicosapentaenoic acid,-0.2174772380,-0.2197222058,-0.2198064444,-0.2207553683,-0.2194711335,-0.2200457378,-0.2190830187
Erythritol, 0.32274775, 0.05816552, 0.51182971, 0.16496606,-0.02696813, 0.10659582,-0.38051281
"Erythrono-1,4-lactone, (Z)-",-0.42158339,-0.43432435,-0.41013303,-0.46462285,-0.45869604,-0.49521032,-0.46795134
"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-",-0.13350486,-0.13351938,-0.13351993,-0.13352606,-0.13351776,-0.13352147,-0.13351525
"Ethanol, 2-(9-octadecenyloxy)-",-0.60161302, 3.38647598,-0.60749965,-0.74742688,-0.74740617,-0.15701951, 2.12925282
Ethanolamine,-0.51349846,-0.50643428,-0.49790428,-0.53097532,-0.52324099,-0.55213720,-0.56625334
"Ethanone, 1-(2,5-dimethoxyphenyl)-", 2.388088e+00, 1.687232e+00, 3.387547e+00,-5.858707e-01, 2.487377e+00, 3.710993e+00, 2.375732e+00
"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-", 1.97734122, 1.73720854, 2.11225381, 2.44909238, 2.65368470, 0.44116492, 1.81137445
Ethyl alpha-D-glucopyranoside, 0.3084793999, 0.3817936363,-0.5878765768, 0.5157334674, 0.2936016971, 0.5388496600,-0.1751549649
Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate, 0.18734012,-0.44187664,-0.36192655,-0.52395204,-0.40888310, 0.01493142, 0.03983663
Fenitrothion, 1.456897248,-0.404386026,-0.289493214,-0.360984356,-0.196434385,-0.262814670, 1.766188274
"Furan-2-carboxaldehyde, 5-(1-piperidyl)-",-0.323180119,-0.323198284,-0.323198966,-0.323206644,-0.323196253,-0.323200902,-0.323193112
"Furan, 2-pentyl-", 0.262125550, 0.130403583, 0.109114314, 0.052790563, 0.062093632, 0.068872170, 0.123192280
Galactopyranose,-0.13749405, 0.56143316,-0.51357122,-0.03917062, 0.49270547, 0.84170190, 0.44840956
Gln-Ala,-0.101103599,-0.101087936,-0.101108427,-0.101148301,-0.101152554,-0.101178485,-0.101159689
Glucopyranose,-0.256805175,-0.256802026,-0.256793891,-0.256800060,-0.256804902,-0.256804668,-0.256804466
Glucose,-0.27771032,-0.25919922,-0.26197817,-0.27566684,-0.26806118,-0.25792111,-0.27575034
Glyceric acid,-0.271781333,-0.271702365,-0.271722345,-0.271755221,-0.271733346,-0.271740432,-0.271784085
Glycine,-0.319561061,-0.287069639,-0.272674994,-0.271735714,-0.095075220,-0.134536089, 0.019600526
"Glycine, N-(1-oxobutyl)-",-0.177716363, 0.007974745,-0.143913613,-0.069207001,-0.229843732,-0.215749868,-0.239433604
"Glycine, N-(N-DL-leucylglycyl)-",-0.12168666,-0.11951442,-0.11880160,-0.12644670,-0.10709711,-0.12188070,-0.11551125
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",-0.323718191,-0.323719239,-0.320617655,-0.323719721,-0.322459278,-0.323719390,-0.320612194
Glycolic acid,-0.04190486,-0.01416833,-0.01338417,-0.27321429,-0.42268675,-0.21299877,-0.39623289
Glycyl-l-glutamine,-0.24277676,-0.24965241,-0.24991041, 0.32516555,-0.24888346,-0.25064329,-0.24769478
Glyoxime,-0.5217012,-0.5488304,-0.5692381,-0.7307970,-0.5681373,-0.5229613,-0.7257729
